,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
203,203,5560,18,794,Mexico,14,2,Mid,5,CM
204,204,5575,8,794,Mexico,14,1,Def,4,RSM
205,205,5556,16,794,Mexico,14,2,Mid,4,RSM
206,206,5563,10,794,Mexico,14,1,Def,6,LSM
207,207,3083,23,791,South Korea,14,3,Fw,7,FW
208,208,5989,11,791,South Korea,14,2,Mid,4,RSM
209,209,3605,10,791,South Korea,14,1,Def,6,LSM
210,210,5573,4,794,Mexico,15,1,Def,2,CB
211,211,5575,8,794,Mexico,15,1,Def,4,RSM
212,212,3058,22,794,Mexico,15,3,Fw,7,FW
213,213,5563,10,794,Mexico,15,1,Def,6,LSM
214,214,5560,18,794,Mexico,15,2,Mid,5,CM
215,215,5576,5,794,Mexico,15,1,Def,3,LSB
216,216,5564,2,794,Mexico,15,1,Def,2,CB
217,217,5567,1,794,Mexico,15,1,Def,1,RSB
218,218,5577,0,794,Mexico,15,0,GK,0,GK
219,219,5556,16,794,Mexico,15,2,Mid,4,RSM
220,220,3605,10,791,South Korea,15,1,Def,6,LSM
221,221,5623,18,791,South Korea,15,2,Mid,5,CM
222,222,5606,2,791,South Korea,15,1,Def,2,CB
223,223,5608,1,791,South Korea,15,1,Def,1,RSB
224,224,5988,8,791,South Korea,15,1,Def,4,RSM
225,225,5620,20,791,South Korea,15,2,Mid,6,LSM
226,226,5989,16,791,South Korea,15,2,Mid,4,RSM
227,227,3083,22,791,South Korea,15,3,Fw,7,FW
228,228,5610,5,791,South Korea,15,1,Def,3,LSB
229,229,5619,0,791,South Korea,15,0,GK,0,GK
230,230,5623,18,791,South Korea,16,2,Mid,5,CM
231,231,3605,10,791,South Korea,16,1,Def,6,LSM
232,232,5608,1,791,South Korea,16,1,Def,1,RSB
233,233,3083,22,791,South Korea,16,3,Fw,7,FW
234,234,5989,16,791,South Korea,16,2,Mid,4,RSM
235,235,5988,8,791,South Korea,16,1,Def,4,RSM
236,236,5610,5,791,South Korea,16,1,Def,3,LSB
237,237,5606,2,791,South Korea,16,1,Def,2,CB
238,238,5616,15,791,South Korea,16,2,Mid,6,LSM
239,239,5604,4,791,South Korea,16,1,Def,2,CB
240,240,5620,23,791,South Korea,16,3,Fw,7,FW
241,241,5577,0,794,Mexico,16,0,GK,0,GK
242,242,5573,4,794,Mexico,16,1,Def,2,CB
243,243,5564,2,794,Mexico,16,1,Def,2,CB
244,244,5558,10,794,Mexico,16,1,Def,6,LSM
245,245,5567,1,794,Mexico,16,1,Def,1,RSB
246,246,3058,22,794,Mexico,16,3,Fw,7,FW
247,247,5560,18,794,Mexico,16,2,Mid,5,CM
248,248,3605,14,791,South Korea,17,2,Mid,5,CM
249,249,5616,15,791,South Korea,17,2,Mid,6,LSM
250,250,3083,21,791,South Korea,17,3,Fw,7,FW
251,251,5623,12,791,South Korea,17,2,Mid,5,CM
252,252,5989,11,791,South Korea,17,2,Mid,4,RSM
253,253,5608,1,791,South Korea,17,1,Def,1,RSB
254,254,5619,0,791,South Korea,17,0,GK,0,GK
255,255,5604,4,791,South Korea,17,1,Def,2,CB
256,256,5610,5,791,South Korea,17,1,Def,3,LSB
257,257,5577,0,794,Mexico,17,0,GK,0,GK
258,258,5573,4,794,Mexico,17,1,Def,2,CB
259,259,5575,8,794,Mexico,17,1,Def,4,RSM
260,260,5558,10,794,Mexico,17,1,Def,6,LSM
261,261,5567,1,794,Mexico,17,1,Def,1,RSB
262,262,5560,18,794,Mexico,17,2,Mid,5,CM
263,263,5564,2,794,Mexico,17,1,Def,2,CB
264,264,5985,20,794,Mexico,17,2,Mid,6,LSM
265,265,5618,12,791,South Korea,17,2,Mid,5,CM
266,266,5606,2,791,South Korea,17,1,Def,2,CB
267,267,5620,21,791,South Korea,17,3,Fw,7,FW
268,268,5567,16,794,Mexico,18,2,Mid,4,RSM
269,269,5556,1,794,Mexico,18,1,Def,1,RSB
270,270,5564,2,794,Mexico,18,1,Def,2,CB
271,271,5573,4,794,Mexico,18,1,Def,2,CB
272,272,5987,14,794,Mexico,18,2,Mid,5,CM
273,273,5558,9,794,Mexico,18,1,Def,5,CM
274,274,5575,12,794,Mexico,18,2,Mid,5,CM
275,275,3058,22,794,Mexico,18,3,Fw,7,FW
276,276,5576,5,794,Mexico,18,1,Def,3,LSB
277,277,5985,20,794,Mexico,18,2,Mid,6,LSM
278,278,3605,14,791,South Korea,18,2,Mid,5,CM
279,279,5616,15,791,South Korea,18,2,Mid,6,LSM
280,280,3083,23,791,South Korea,18,3,Fw,7,FW
281,281,5986,5,791,South Korea,18,1,Def,3,LSB
282,282,5604,4,791,South Korea,18,1,Def,2,CB
283,283,5606,2,791,South Korea,18,1,Def,2,CB
284,284,5608,1,791,South Korea,18,1,Def,1,RSB
285,285,5618,12,791,South Korea,18,2,Mid,5,CM
286,286,5623,11,791,South Korea,18,2,Mid,4,RSM
287,287,5558,9,794,Mexico,19,1,Def,5,CM
288,288,5575,12,794,Mexico,19,2,Mid,5,CM
289,289,5567,16,794,Mexico,19,2,Mid,4,RSM
290,290,5576,5,794,Mexico,19,1,Def,3,LSB
291,291,5573,4,794,Mexico,19,1,Def,2,CB
292,292,5985,20,794,Mexico,19,2,Mid,6,LSM
293,293,5564,2,794,Mexico,19,1,Def,2,CB
294,294,5577,0,794,Mexico,19,0,GK,0,GK
295,295,5267,0,783,Uruguay,19,0,GK,0,GK
296,296,5259,2,783,Uruguay,19,1,Def,2,CB
297,297,5260,14,783,Uruguay,19,2,Mid,5,CM
298,298,5255,12,783,Uruguay,19,2,Mid,5,CM
299,299,5248,5,783,Uruguay,19,1,Def,3,LSB
300,300,5249,4,783,Uruguay,19,1,Def,2,CB
301,301,5256,20,783,Uruguay,19,2,Mid,6,LSM
302,302,5246,23,783,Uruguay,19,3,Fw,7,FW
303,303,5264,1,783,Uruguay,19,1,Def,1,RSB
304,304,5183,5,799,Saudi Arabia,19,1,Def,3,LSB
305,305,5190,22,799,Saudi Arabia,19,3,Fw,7,FW
306,306,5178,18,799,Saudi Arabia,19,2,Mid,5,CM
307,307,5185,12,799,Saudi Arabia,19,2,Mid,5,CM
308,308,5191,1,799,Saudi Arabia,19,1,Def,1,RSB
309,309,5173,14,799,Saudi Arabia,19,2,Mid,5,CM
310,310,5184,2,799,Saudi Arabia,19,1,Def,2,CB
311,311,5188,16,799,Saudi Arabia,19,2,Mid,4,RSM
312,312,5187,20,799,Saudi Arabia,19,2,Mid,6,LSM
313,313,5178,18,799,Saudi Arabia,20,2,Mid,5,CM
314,314,5183,5,799,Saudi Arabia,20,1,Def,3,LSB
315,315,5187,20,799,Saudi Arabia,20,2,Mid,6,LSM
316,316,5173,14,799,Saudi Arabia,20,2,Mid,5,CM
317,317,5715,4,799,Saudi Arabia,20,1,Def,2,CB
318,318,5714,0,799,Saudi Arabia,20,0,GK,0,GK
319,319,5191,1,799,Saudi Arabia,20,1,Def,1,RSB
320,320,5188,16,799,Saudi Arabia,20,2,Mid,4,RSM
321,321,5185,12,799,Saudi Arabia,20,2,Mid,5,CM
322,322,5267,0,783,Uruguay,20,0,GK,0,GK
323,323,5249,4,783,Uruguay,20,1,Def,2,CB
324,324,5260,14,783,Uruguay,20,2,Mid,5,CM
325,325,5264,1,783,Uruguay,20,1,Def,1,RSB
326,326,5268,16,783,Uruguay,20,2,Mid,4,RSM
327,327,5256,20,783,Uruguay,20,2,Mid,6,LSM
328,328,5255,12,783,Uruguay,20,2,Mid,5,CM
329,329,5259,2,783,Uruguay,20,1,Def,2,CB
330,330,5248,5,783,Uruguay,20,1,Def,3,LSB
331,331,5246,23,783,Uruguay,20,3,Fw,7,FW
332,332,5184,2,799,Saudi Arabia,20,1,Def,2,CB
333,333,5173,14,799,Saudi Arabia,21,2,Mid,5,CM
334,334,5191,1,799,Saudi Arabia,21,1,Def,1,RSB
335,335,5188,16,799,Saudi Arabia,21,2,Mid,4,RSM
336,336,5184,2,799,Saudi Arabia,21,1,Def,2,CB
337,337,5185,12,799,Saudi Arabia,21,2,Mid,5,CM
338,338,5187,20,799,Saudi Arabia,21,2,Mid,6,LSM
339,339,5183,5,799,Saudi Arabia,21,1,Def,3,LSB
340,340,5715,4,799,Saudi Arabia,21,1,Def,2,CB
341,341,5178,18,799,Saudi Arabia,21,2,Mid,5,CM
342,342,5190,22,799,Saudi Arabia,21,3,Fw,7,FW
343,343,5255,12,783,Uruguay,21,2,Mid,5,CM
344,344,5248,5,783,Uruguay,21,1,Def,3,LSB
345,345,5259,2,783,Uruguay,21,1,Def,2,CB
346,346,5264,1,783,Uruguay,21,1,Def,1,RSB
347,347,4319,21,783,Uruguay,21,3,Fw,7,FW
348,348,5256,20,783,Uruguay,21,2,Mid,6,LSM
349,349,5246,23,783,Uruguay,21,3,Fw,7,FW
350,350,5268,16,783,Uruguay,21,2,Mid,4,RSM
351,351,5714,0,799,Saudi Arabia,22,0,GK,0,GK
352,352,5173,14,799,Saudi Arabia,22,2,Mid,5,CM
353,353,5183,5,799,Saudi Arabia,22,1,Def,3,LSB
354,354,5188,16,799,Saudi Arabia,22,2,Mid,4,RSM
355,355,5185,12,799,Saudi Arabia,22,2,Mid,5,CM
356,356,5715,4,799,Saudi Arabia,22,1,Def,2,CB
357,357,5187,20,799,Saudi Arabia,22,2,Mid,6,LSM
358,358,5191,1,799,Saudi Arabia,22,1,Def,1,RSB
359,359,5178,18,799,Saudi Arabia,22,2,Mid,5,CM
360,360,5255,12,783,Uruguay,22,2,Mid,5,CM
361,361,5264,1,783,Uruguay,22,1,Def,1,RSB
362,362,5260,14,783,Uruguay,22,2,Mid,5,CM
363,363,5246,23,783,Uruguay,22,3,Fw,7,FW
364,364,5268,16,783,Uruguay,22,2,Mid,4,RSM
365,365,4319,21,783,Uruguay,22,3,Fw,7,FW
366,366,5184,2,799,Saudi Arabia,22,1,Def,2,CB
367,367,5187,20,799,Saudi Arabia,23,2,Mid,6,LSM
368,368,5191,1,799,Saudi Arabia,23,1,Def,1,RSB
369,369,5185,12,799,Saudi Arabia,23,2,Mid,5,CM
370,370,5714,0,799,Saudi Arabia,23,0,GK,0,GK
371,371,5715,4,799,Saudi Arabia,23,1,Def,2,CB
372,372,5173,14,799,Saudi Arabia,23,2,Mid,5,CM
373,373,5183,5,799,Saudi Arabia,23,1,Def,3,LSB
374,374,5190,22,799,Saudi Arabia,23,3,Fw,7,FW
375,375,5184,2,799,Saudi Arabia,23,1,Def,2,CB
376,376,5188,16,799,Saudi Arabia,23,2,Mid,4,RSM
377,377,5178,18,799,Saudi Arabia,23,2,Mid,5,CM
378,378,5259,2,783,Uruguay,24,1,Def,2,CB
379,379,5260,14,783,Uruguay,24,2,Mid,5,CM
380,380,5248,5,783,Uruguay,24,1,Def,3,LSB
381,381,5256,20,783,Uruguay,24,2,Mid,6,LSM
382,382,5246,23,783,Uruguay,24,3,Fw,7,FW
383,383,5255,12,783,Uruguay,24,2,Mid,5,CM
384,384,5264,1,783,Uruguay,24,1,Def,1,RSB
385,385,5268,16,783,Uruguay,24,2,Mid,4,RSM
386,386,5249,4,783,Uruguay,24,1,Def,2,CB
387,387,4319,21,783,Uruguay,24,3,Fw,7,FW
388,388,5246,23,783,Uruguay,25,3,Fw,7,FW
389,389,4319,21,783,Uruguay,25,3,Fw,7,FW
390,390,5249,4,783,Uruguay,25,1,Def,2,CB
391,391,5259,2,783,Uruguay,25,1,Def,2,CB
392,392,5255,12,783,Uruguay,25,2,Mid,5,CM
393,393,5264,1,783,Uruguay,25,1,Def,1,RSB
394,394,5267,0,783,Uruguay,25,0,GK,0,GK
395,395,5260,14,783,Uruguay,25,2,Mid,5,CM
396,396,5248,5,783,Uruguay,25,1,Def,3,LSB
397,397,5268,16,783,Uruguay,25,2,Mid,4,RSM
398,398,5256,20,783,Uruguay,25,2,Mid,6,LSM
399,399,5716,12,799,Saudi Arabia,25,2,Mid,5,CM
400,400,5173,14,799,Saudi Arabia,25,2,Mid,5,CM
401,401,5187,20,799,Saudi Arabia,25,2,Mid,6,LSM
402,402,5188,16,799,Saudi Arabia,25,2,Mid,4,RSM
403,403,5178,18,799,Saudi Arabia,25,2,Mid,5,CM
404,404,5183,5,799,Saudi Arabia,25,1,Def,3,LSB
405,405,5191,1,799,Saudi Arabia,25,1,Def,1,RSB
406,406,5190,22,799,Saudi Arabia,25,3,Fw,7,FW
407,407,5714,0,799,Saudi Arabia,25,0,GK,0,GK
408,408,5178,18,799,Saudi Arabia,26,2,Mid,5,CM
409,409,5173,14,799,Saudi Arabia,26,2,Mid,5,CM
410,410,5715,4,799,Saudi Arabia,26,1,Def,2,CB
411,411,5716,12,799,Saudi Arabia,26,2,Mid,5,CM
412,412,5188,16,799,Saudi Arabia,26,2,Mid,4,RSM
413,413,5187,20,799,Saudi Arabia,26,2,Mid,6,LSM
414,414,5183,5,799,Saudi Arabia,26,1,Def,3,LSB
415,415,5191,1,799,Saudi Arabia,26,1,Def,1,RSB
416,416,5190,22,799,Saudi Arabia,26,3,Fw,7,FW
417,417,5248,5,783,Uruguay,26,1,Def,3,LSB
418,418,5246,23,783,Uruguay,26,3,Fw,7,FW
419,419,5256,20,783,Uruguay,26,2,Mid,6,LSM
420,420,5260,14,783,Uruguay,26,2,Mid,5,CM
421,421,5249,4,783,Uruguay,26,1,Def,2,CB
422,422,5255,12,783,Uruguay,26,2,Mid,5,CM
423,423,5268,16,783,Uruguay,26,2,Mid,4,RSM
424,424,5264,1,783,Uruguay,26,1,Def,1,RSB
425,425,5259,2,783,Uruguay,26,1,Def,2,CB
426,426,5714,0,799,Saudi Arabia,26,0,GK,0,GK
427,427,5716,12,799,Saudi Arabia,27,2,Mid,5,CM
428,428,5173,14,799,Saudi Arabia,27,2,Mid,5,CM
429,429,5178,18,799,Saudi Arabia,27,2,Mid,5,CM
430,430,5715,4,799,Saudi Arabia,27,1,Def,2,CB
431,431,5188,16,799,Saudi Arabia,27,2,Mid,4,RSM
432,432,5191,1,799,Saudi Arabia,27,1,Def,1,RSB
433,433,5190,22,799,Saudi Arabia,27,3,Fw,7,FW
434,434,5246,23,783,Uruguay,27,3,Fw,7,FW
435,435,5260,14,783,Uruguay,27,2,Mid,5,CM
436,436,5717,20,783,Uruguay,27,2,Mid,6,LSM
437,437,5248,5,783,Uruguay,27,1,Def,3,LSB
438,438,5266,12,783,Uruguay,27,2,Mid,5,CM
439,439,5259,2,783,Uruguay,27,1,Def,2,CB
440,440,5249,4,783,Uruguay,27,1,Def,2,CB
441,441,5268,16,783,Uruguay,27,2,Mid,4,RSM
442,442,5183,5,799,Saudi Arabia,27,1,Def,3,LSB
443,443,5187,20,799,Saudi Arabia,27,2,Mid,6,LSM
444,444,5248,5,783,Uruguay,28,1,Def,3,LSB
445,445,5260,14,783,Uruguay,28,2,Mid,5,CM
446,446,5266,12,783,Uruguay,28,2,Mid,5,CM
447,447,5259,2,783,Uruguay,28,1,Def,2,CB
448,448,5249,4,783,Uruguay,28,1,Def,2,CB
449,449,5267,0,783,Uruguay,28,0,GK,0,GK
450,450,5268,16,783,Uruguay,28,2,Mid,4,RSM
451,451,5264,1,783,Uruguay,28,1,Def,1,RSB
452,452,4319,21,783,Uruguay,28,3,Fw,7,FW
453,453,5178,18,799,Saudi Arabia,28,2,Mid,5,CM
454,454,5715,4,799,Saudi Arabia,28,1,Def,2,CB
455,455,5714,0,799,Saudi Arabia,28,0,GK,0,GK
456,456,5190,22,799,Saudi Arabia,28,3,Fw,7,FW
457,457,5187,20,799,Saudi Arabia,28,2,Mid,6,LSM
458,458,5183,5,799,Saudi Arabia,28,1,Def,3,LSB
459,459,5173,14,799,Saudi Arabia,28,2,Mid,5,CM
460,460,5191,1,799,Saudi Arabia,28,1,Def,1,RSB
461,461,5716,12,799,Saudi Arabia,28,2,Mid,5,CM
