,nullid,toid,nullpos,topos,period
0,105,4165,0,0,254
0,106,4221,0,0,258
0,107,4221,0,0,258
0,108,4290,0,0,262
0,109,4290,0,0,262
0,110,4552,3,3,280
0,111,4329,0,0,265
0,111,4345,0,0,265
0,112,4447,0,0,273
0,113,4469,22,22,275
0,114,4486,0,0,276
0,115,4486,0,0,276
0,116,4559,0,0,280
0,117,4726,3,3,293
0,118,4652,0,0,287
0,119,4652,0,0,287
0,120,4783,9,9,296
0,121,4686,22,22,290
0,122,4724,0,0,293
0,123,4849,3,3,302
0,124,4824,0,0,300
0,125,4840,0,0,302
0,126,4873,16,16,303
0,126,4875,16,16,303
0,126,4882,16,16,303
0,127,4873,16,16,303
0,127,4875,16,16,303
0,127,4882,16,16,303
0,128,5430,3,3,338
0,129,5021,0,0,312
0,130,5098,0,0,317
0,131,5184,0,0,323
0,132,5214,0,0,325
0,133,5243,0,0,327
0,133,5246,0,0,327
0,134,5301,0,0,330
0,135,5301,0,0,330
0,136,5327,0,0,332
0,137,5395,2,2,336
0,137,5405,2,2,336
0,137,5407,2,2,336
0,138,5392,4,4,336
0,138,5396,4,4,336
0,138,5408,4,4,336
0,139,5387,1,1,336
0,139,5401,1,1,336
0,139,5406,1,1,336
0,140,5390,5,5,336
0,140,5404,5,5,336
0,140,5414,5,5,336
0,141,5437,0,0,338
0,142,5534,18,18,345
0,143,5581,22,22,350
0,144,5428,9,9,338
0,145,5448,23,23,339
0,146,5458,20,20,339
0,147,5498,9,9,343
0,148,6317,3,3,400
0,149,5487,0,0,342
0,150,5753,9,9,360
0,151,5547,0,0,347
0,152,5582,18,18,350
0,153,5587,0,0,351
0,153,5596,0,0,351
0,154,5736,18,18,360
0,155,5741,22,22,360
0,156,6053,21,21,382
0,157,5811,0,0,365
0,158,5843,0,0,367
0,159,5901,0,0,372
0,160,5950,4,4,376
0,160,5958,4,4,376
0,160,5965,4,4,376
0,161,5943,5,5,376
0,161,5959,5,5,376
0,161,5961,5,5,376
0,162,5949,15,15,376
0,162,5955,15,15,376
0,162,5962,15,15,376
0,163,6264,9,9,396
0,164,6047,22,22,382
0,165,6060,0,0,383
0,166,6126,0,0,386
0,167,6217,0,0,393
0,167,6228,0,0,393
0,168,6270,22,22,396
0,169,6762,18,18,426
0,170,6287,0,0,398
0,171,6323,9,9,400
0,172,6329,22,22,401
0,173,6324,0,0,401
0,174,6353,15,15,402
0,175,6353,15,15,402
0,176,6353,15,15,402
0,177,6346,14,14,402
0,177,6358,14,14,402
0,178,6398,23,23,405
0,179,6422,22,22,407
0,180,6418,0,0,406
0,181,6493,0,0,411
0,182,6475,22,22,410
0,183,6546,22,22,414
0,184,6587,22,22,416
0,185,6603,0,0,417
0,185,6607,0,0,417
0,186,6730,22,22,424
0,187,6931,22,22,435
0,188,6879,0,0,433
0,189,7036,3,3,443
0,190,6972,22,22,439
0,191,6961,18,18,438
0,192,7335,18,18,460
0,193,7032,22,22,443
0,194,7120,0,0,448
0,194,7131,0,0,448
0,195,7120,0,0,448
0,195,7131,0,0,448
0,196,7177,0,0,451
0,197,7432,24,24,466
0,198,7795,3,3,488
0,199,7469,0,0,469
0,199,7478,0,0,469
0,200,7545,0,0,473
0,201,7564,0,0,475
0,202,7688,0,0,482
0,202,7700,0,0,482
0,203,7766,0,0,486
0,204,7852,0,0,492
0,205,7838,22,22,491
0,206,7890,22,22,494
0,207,7921,0,0,495
0,208,7954,22,22,498
0,208,7972,22,22,498
0,209,7950,0,0,497
0,210,7956,20,20,498
0,211,7959,16,16,498
0,212,8007,16,16,501
0,213,8004,20,20,501
0,214,8005,22,22,501
0,216,8075,0,0,505
0,218,8139,0,0,509
0,219,8186,0,0,512
0,220,8239,0,0,517
0,221,8605,0,0,538
0,221,8616,0,0,538
0,222,8637,0,0,540
0,223,8637,0,0,540
0,224,8672,0,0,543
0,225,8726,0,0,546
0,226,8726,0,0,546
0,227,8731,2,2,547
0,227,8745,2,2,547
0,227,8758,2,2,547
0,228,8732,1,1,547
0,228,8748,1,1,547
0,228,8752,1,1,547
0,229,8815,0,0,551
