,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
72,72,20004,8,771,France,6,1,Def,4,RSM
73,73,5492,4,771,France,6,1,Def,2,CB
74,74,5485,2,771,France,6,1,Def,2,CB
75,75,5476,1,771,France,6,1,Def,1,RSB
76,76,3099,0,771,France,6,0,GK,0,GK
77,77,4375,15,771,France,6,2,Mid,6,LSM
78,78,3471,2,785,Croatia,6,1,Def,2,CB
79,79,5472,22,785,Croatia,6,3,Fw,7,FW
80,80,5484,5,771,France,6,1,Def,3,LSB
81,81,5487,21,771,France,6,3,Fw,7,FW
82,82,3009,11,771,France,6,2,Mid,4,RSM
83,83,3604,23,771,France,6,3,Fw,7,FW
84,84,3471,2,785,Croatia,7,1,Def,2,CB
85,85,5469,9,785,Croatia,7,1,Def,5,CM
86,86,5470,14,785,Croatia,7,2,Mid,5,CM
87,87,5461,1,785,Croatia,7,1,Def,1,RSB
88,88,5474,20,785,Croatia,7,2,Mid,6,LSM
89,89,5463,12,785,Croatia,7,2,Mid,5,CM
90,90,5465,16,785,Croatia,7,2,Mid,4,RSM
91,91,5472,22,785,Croatia,7,3,Fw,7,FW
92,92,5468,4,785,Croatia,7,1,Def,2,CB
93,93,5484,5,771,France,7,1,Def,3,LSB
94,94,3961,10,771,France,7,1,Def,6,LSM
95,95,4375,15,771,France,7,2,Mid,6,LSM
96,96,20004,8,771,France,7,1,Def,4,RSM
97,97,5485,2,771,France,7,1,Def,2,CB
98,98,3009,11,771,France,7,2,Mid,4,RSM
99,99,5457,5,785,Croatia,7,1,Def,3,LSB
100,100,3604,23,771,France,8,3,Fw,7,FW
101,101,5485,2,771,France,8,1,Def,2,CB
102,102,5484,5,771,France,8,1,Def,3,LSB
103,103,5487,21,771,France,8,3,Fw,7,FW
104,104,3009,11,771,France,8,2,Mid,4,RSM
105,105,5474,20,785,Croatia,8,2,Mid,6,LSM
106,106,5472,22,785,Croatia,8,3,Fw,7,FW
107,107,5472,22,785,Croatia,9,3,Fw,7,FW
108,108,5469,9,785,Croatia,9,1,Def,5,CM
109,109,5463,12,785,Croatia,9,2,Mid,5,CM
110,110,5461,1,785,Croatia,9,1,Def,1,RSB
111,111,3471,2,785,Croatia,9,1,Def,2,CB
112,112,5468,4,785,Croatia,9,1,Def,2,CB
113,113,5470,14,785,Croatia,9,2,Mid,5,CM
114,114,5474,20,785,Croatia,9,2,Mid,6,LSM
115,115,5484,5,771,France,9,1,Def,3,LSB
116,116,3961,10,771,France,9,1,Def,6,LSM
117,117,4375,15,771,France,9,2,Mid,6,LSM
118,118,3604,23,771,France,9,3,Fw,7,FW
119,119,3099,0,771,France,10,0,GK,0,GK
120,120,3604,23,771,France,10,3,Fw,7,FW
121,121,5463,12,785,Croatia,10,2,Mid,5,CM
122,122,5461,1,785,Croatia,10,1,Def,1,RSB
123,123,5484,5,771,France,10,1,Def,3,LSB
124,124,5492,4,771,France,10,1,Def,2,CB
125,125,5463,12,785,Croatia,11,2,Mid,5,CM
126,126,5461,1,785,Croatia,11,1,Def,1,RSB
127,127,5469,9,785,Croatia,11,1,Def,5,CM
128,128,4375,15,771,France,11,2,Mid,6,LSM
129,129,20004,8,771,France,11,1,Def,4,RSM
130,130,3009,11,771,France,11,2,Mid,4,RSM
131,131,5470,14,785,Croatia,11,2,Mid,5,CM
132,132,5465,16,785,Croatia,11,2,Mid,4,RSM
133,133,3471,2,785,Croatia,11,1,Def,2,CB
134,134,5472,22,785,Croatia,11,3,Fw,7,FW
135,135,5474,20,785,Croatia,11,2,Mid,6,LSM
136,136,5487,21,771,France,12,3,Fw,7,FW
137,137,5484,5,771,France,12,1,Def,3,LSB
138,138,5461,1,785,Croatia,12,1,Def,1,RSB
139,139,5474,20,785,Croatia,12,2,Mid,6,LSM
140,140,3009,11,771,France,12,2,Mid,4,RSM
141,141,5457,5,785,Croatia,13,1,Def,3,LSB
142,142,5465,16,785,Croatia,13,2,Mid,4,RSM
143,143,5469,9,785,Croatia,13,1,Def,5,CM
144,144,5461,1,785,Croatia,13,1,Def,1,RSB
145,145,5472,22,785,Croatia,13,3,Fw,7,FW
146,146,5492,4,771,France,13,1,Def,2,CB
147,147,3604,23,771,France,13,3,Fw,7,FW
148,148,5484,5,771,France,13,1,Def,3,LSB
149,149,5470,14,785,Croatia,13,2,Mid,5,CM
150,150,5484,5,771,France,14,1,Def,3,LSB
151,151,4375,15,771,France,14,2,Mid,6,LSM
152,152,3604,23,771,France,14,3,Fw,7,FW
153,153,3471,2,785,Croatia,14,1,Def,2,CB
154,154,5470,14,785,Croatia,14,2,Mid,5,CM
155,155,5487,21,771,France,14,3,Fw,7,FW
156,156,5476,1,771,France,14,1,Def,1,RSB
157,157,3009,11,771,France,14,2,Mid,4,RSM
158,158,5465,16,785,Croatia,15,2,Mid,4,RSM
159,159,5468,4,785,Croatia,15,1,Def,2,CB
160,160,5472,22,785,Croatia,15,3,Fw,7,FW
161,161,5474,20,785,Croatia,15,2,Mid,6,LSM
162,162,5461,1,785,Croatia,15,1,Def,1,RSB
163,163,3471,2,785,Croatia,15,1,Def,2,CB
164,164,5476,1,771,France,15,1,Def,1,RSB
165,165,20004,8,771,France,15,1,Def,4,RSM
166,166,3604,23,771,France,15,3,Fw,7,FW
167,167,5485,2,771,France,15,1,Def,2,CB
168,168,3099,0,771,France,15,0,GK,0,GK
169,169,3009,11,771,France,15,2,Mid,4,RSM
170,170,5463,12,785,Croatia,15,2,Mid,5,CM
171,171,5469,9,785,Croatia,15,1,Def,5,CM
172,172,5484,5,771,France,16,1,Def,3,LSB
173,173,20004,8,771,France,16,1,Def,4,RSM
174,174,5487,21,771,France,16,3,Fw,7,FW
175,175,5463,12,785,Croatia,16,2,Mid,5,CM
176,176,3471,2,785,Croatia,16,1,Def,2,CB
177,177,3444,0,785,Croatia,16,0,GK,0,GK
178,178,5468,4,785,Croatia,16,1,Def,2,CB
179,179,5469,9,785,Croatia,16,1,Def,5,CM
180,180,5470,14,785,Croatia,16,2,Mid,5,CM
181,181,5472,22,785,Croatia,16,3,Fw,7,FW
182,182,5474,20,785,Croatia,16,2,Mid,6,LSM
183,183,3604,23,771,France,16,3,Fw,7,FW
184,184,5463,12,785,Croatia,17,2,Mid,5,CM
185,185,5472,22,785,Croatia,17,3,Fw,7,FW
186,186,5474,20,785,Croatia,17,2,Mid,6,LSM
187,187,5484,5,771,France,17,1,Def,3,LSB
188,188,3604,23,771,France,17,3,Fw,7,FW
189,189,5470,14,785,Croatia,17,2,Mid,5,CM
190,190,3471,2,785,Croatia,17,1,Def,2,CB
191,191,3444,0,785,Croatia,17,0,GK,0,GK
192,192,5461,1,785,Croatia,17,1,Def,1,RSB
193,193,3099,0,771,France,18,0,GK,0,GK
194,194,3009,11,771,France,18,2,Mid,4,RSM
195,195,5461,1,785,Croatia,18,1,Def,1,RSB
196,196,3471,2,785,Croatia,18,1,Def,2,CB
197,197,5468,4,785,Croatia,18,1,Def,2,CB
198,198,5470,14,785,Croatia,18,2,Mid,5,CM
199,199,5474,20,785,Croatia,18,2,Mid,6,LSM
200,200,5457,5,785,Croatia,18,1,Def,3,LSB
201,201,5465,16,785,Croatia,18,2,Mid,4,RSM
202,202,3604,23,771,France,18,3,Fw,7,FW
203,203,3471,2,785,Croatia,19,1,Def,2,CB
204,204,5469,9,785,Croatia,19,1,Def,5,CM
205,205,5465,16,785,Croatia,19,2,Mid,4,RSM
206,206,5463,12,785,Croatia,19,2,Mid,5,CM
207,207,5468,4,785,Croatia,19,1,Def,2,CB
208,208,5470,14,785,Croatia,19,2,Mid,5,CM
209,209,5461,1,785,Croatia,19,1,Def,1,RSB
210,210,5457,5,785,Croatia,19,1,Def,3,LSB
211,211,5474,20,785,Croatia,19,2,Mid,6,LSM
212,212,3444,0,785,Croatia,19,0,GK,0,GK
213,213,5485,2,771,France,19,1,Def,2,CB
214,214,5487,21,771,France,19,3,Fw,7,FW
215,215,4375,15,771,France,19,2,Mid,6,LSM
216,216,5492,4,771,France,19,1,Def,2,CB
217,217,5472,22,785,Croatia,19,3,Fw,7,FW
218,218,3099,0,771,France,20,0,GK,0,GK
219,219,3604,23,771,France,20,3,Fw,7,FW
220,220,5461,1,785,Croatia,20,1,Def,1,RSB
221,221,5469,9,785,Croatia,20,1,Def,5,CM
222,222,5468,4,785,Croatia,20,1,Def,2,CB
223,223,3471,2,785,Croatia,20,1,Def,2,CB
224,224,5484,5,771,France,20,1,Def,3,LSB
225,225,3009,11,771,France,20,2,Mid,4,RSM
226,226,5470,14,785,Croatia,21,2,Mid,5,CM
227,227,5469,9,785,Croatia,21,1,Def,5,CM
228,228,5463,12,785,Croatia,21,2,Mid,5,CM
229,229,5461,1,785,Croatia,21,1,Def,1,RSB
230,230,5474,20,785,Croatia,21,2,Mid,6,LSM
231,231,5487,21,771,France,21,3,Fw,7,FW
232,232,5485,2,771,France,21,1,Def,2,CB
233,233,5457,5,785,Croatia,21,1,Def,3,LSB
234,234,5476,1,771,France,22,1,Def,1,RSB
235,235,3009,11,771,France,22,2,Mid,4,RSM
236,236,5487,21,771,France,22,3,Fw,7,FW
237,237,5485,2,771,France,22,1,Def,2,CB
238,238,5492,4,771,France,22,1,Def,2,CB
239,239,4375,15,771,France,22,2,Mid,6,LSM
240,240,5461,1,785,Croatia,22,1,Def,1,RSB
241,241,5463,12,785,Croatia,22,2,Mid,5,CM
242,242,5470,14,785,Croatia,22,2,Mid,5,CM
243,243,5465,16,785,Croatia,22,2,Mid,4,RSM
244,244,3099,0,771,France,22,0,GK,0,GK
245,245,20004,8,771,France,22,1,Def,4,RSM
246,246,3604,23,771,France,22,3,Fw,7,FW
247,247,5469,9,785,Croatia,23,1,Def,5,CM
248,248,5463,12,785,Croatia,23,2,Mid,5,CM
249,249,5461,1,785,Croatia,23,1,Def,1,RSB
250,250,3471,2,785,Croatia,23,1,Def,2,CB
251,251,5468,4,785,Croatia,23,1,Def,2,CB
252,252,5472,22,785,Croatia,23,3,Fw,7,FW
253,253,5470,14,785,Croatia,23,2,Mid,5,CM
254,254,5465,16,785,Croatia,23,2,Mid,4,RSM
255,255,3099,0,771,France,23,0,GK,0,GK
256,256,3604,23,771,France,23,3,Fw,7,FW
257,257,5487,21,771,France,23,3,Fw,7,FW
258,258,5484,5,771,France,23,1,Def,3,LSB
259,259,5474,20,785,Croatia,23,2,Mid,6,LSM
260,260,5492,4,771,France,24,1,Def,2,CB
261,261,20004,8,771,France,24,1,Def,4,RSM
262,262,3009,11,771,France,24,2,Mid,4,RSM
263,263,5457,5,785,Croatia,24,1,Def,3,LSB
264,264,5472,22,785,Croatia,24,3,Fw,7,FW
265,265,5474,20,785,Croatia,24,2,Mid,6,LSM
266,266,5461,1,785,Croatia,24,1,Def,1,RSB
267,267,5463,12,785,Croatia,24,2,Mid,5,CM
268,268,5465,16,785,Croatia,24,2,Mid,4,RSM
269,269,3099,0,771,France,24,0,GK,0,GK
270,270,3604,23,771,France,24,3,Fw,7,FW
271,271,5472,22,785,Croatia,25,3,Fw,7,FW
272,272,5465,16,785,Croatia,25,2,Mid,4,RSM
273,273,5461,1,785,Croatia,25,1,Def,1,RSB
274,274,5469,9,785,Croatia,25,1,Def,5,CM
275,275,3471,2,785,Croatia,25,1,Def,2,CB
276,276,5468,4,785,Croatia,25,1,Def,2,CB
277,277,5470,14,785,Croatia,25,2,Mid,5,CM
278,278,5457,5,785,Croatia,25,1,Def,3,LSB
279,279,5463,12,785,Croatia,25,2,Mid,5,CM
280,280,4375,15,771,France,25,2,Mid,6,LSM
281,281,3961,10,771,France,25,1,Def,6,LSM
282,282,5474,20,785,Croatia,25,2,Mid,6,LSM
283,283,3604,23,771,France,26,3,Fw,7,FW
284,284,20004,8,771,France,26,1,Def,4,RSM
285,285,3009,11,771,France,26,2,Mid,4,RSM
286,286,5469,9,785,Croatia,26,1,Def,5,CM
287,287,5461,1,785,Croatia,26,1,Def,1,RSB
288,288,5463,12,785,Croatia,26,2,Mid,5,CM
289,289,5470,14,785,Croatia,26,2,Mid,5,CM
290,290,5468,4,785,Croatia,26,1,Def,2,CB
291,291,5457,5,785,Croatia,26,1,Def,3,LSB
292,292,5474,20,785,Croatia,26,2,Mid,6,LSM
293,293,5472,22,785,Croatia,26,3,Fw,7,FW
294,294,5737,10,771,France,26,1,Def,6,LSM
295,295,5487,21,771,France,26,3,Fw,7,FW
296,296,4375,15,771,France,26,2,Mid,6,LSM
297,297,5461,1,785,Croatia,27,1,Def,1,RSB
298,298,3471,2,785,Croatia,27,1,Def,2,CB
299,299,5469,9,785,Croatia,27,1,Def,5,CM
300,300,5457,5,785,Croatia,27,1,Def,3,LSB
301,301,5474,20,785,Croatia,27,2,Mid,6,LSM
302,302,5470,14,785,Croatia,27,2,Mid,5,CM
303,303,5463,12,785,Croatia,27,2,Mid,5,CM
304,304,5465,16,785,Croatia,27,2,Mid,4,RSM
305,305,5492,4,771,France,27,1,Def,2,CB
306,306,20004,8,771,France,27,1,Def,4,RSM
307,307,5476,1,771,France,27,1,Def,1,RSB
308,308,5472,22,785,Croatia,27,3,Fw,7,FW
309,309,5484,5,771,France,28,1,Def,3,LSB
310,310,3604,23,771,France,28,3,Fw,7,FW
311,311,5737,10,771,France,28,1,Def,6,LSM
312,312,5487,21,771,France,28,3,Fw,7,FW
313,313,3009,11,771,France,28,2,Mid,4,RSM
314,314,20004,8,771,France,28,1,Def,4,RSM
315,315,5472,22,785,Croatia,28,3,Fw,7,FW
316,316,5469,9,785,Croatia,28,1,Def,5,CM
317,317,5470,14,785,Croatia,28,2,Mid,5,CM
318,318,5465,16,785,Croatia,28,2,Mid,4,RSM
319,319,4375,15,771,France,28,2,Mid,6,LSM
320,320,5476,1,771,France,28,1,Def,1,RSB
321,321,5469,9,785,Croatia,29,1,Def,5,CM
322,322,5468,4,785,Croatia,29,1,Def,2,CB
323,323,5474,20,785,Croatia,29,2,Mid,6,LSM
324,324,5463,12,785,Croatia,29,2,Mid,5,CM
325,325,5461,1,785,Croatia,29,1,Def,1,RSB
326,326,3471,2,785,Croatia,29,1,Def,2,CB
327,327,5470,14,785,Croatia,29,2,Mid,5,CM
328,328,5465,16,785,Croatia,29,2,Mid,4,RSM
329,329,5457,5,785,Croatia,29,1,Def,3,LSB
330,330,5472,22,785,Croatia,29,3,Fw,7,FW
331,331,4375,15,771,France,29,2,Mid,6,LSM
332,332,5487,21,771,France,29,3,Fw,7,FW
333,333,5737,10,771,France,29,1,Def,6,LSM
334,334,20004,8,771,France,29,1,Def,4,RSM
335,335,5484,5,771,France,29,1,Def,3,LSB
336,336,3009,11,771,France,29,2,Mid,4,RSM
337,337,5487,21,771,France,30,3,Fw,7,FW
338,338,5737,10,771,France,30,1,Def,6,LSM
339,339,4375,15,771,France,30,2,Mid,6,LSM
340,340,5484,5,771,France,30,1,Def,3,LSB
341,341,5461,1,785,Croatia,30,1,Def,1,RSB
342,342,5470,14,785,Croatia,30,2,Mid,5,CM
343,343,5492,4,771,France,30,1,Def,2,CB
344,344,20004,8,771,France,30,1,Def,4,RSM
345,345,3009,11,771,France,30,2,Mid,4,RSM
346,346,5485,2,771,France,30,1,Def,2,CB
347,347,5476,1,771,France,30,1,Def,1,RSB
348,348,3604,23,771,France,30,3,Fw,7,FW
349,349,5461,1,785,Croatia,31,1,Def,1,RSB
350,350,5474,20,785,Croatia,31,2,Mid,6,LSM
351,351,5472,22,785,Croatia,31,3,Fw,7,FW
352,352,5470,14,785,Croatia,31,2,Mid,5,CM
353,353,5463,12,785,Croatia,31,2,Mid,5,CM
354,354,5469,9,785,Croatia,31,1,Def,5,CM
355,355,3471,2,785,Croatia,31,1,Def,2,CB
356,356,5457,5,785,Croatia,31,1,Def,3,LSB
357,357,20004,8,771,France,31,1,Def,4,RSM
358,358,5476,1,771,France,31,1,Def,1,RSB
359,359,5465,16,785,Croatia,31,2,Mid,4,RSM
360,360,3099,0,771,France,32,0,GK,0,GK
361,361,5737,10,771,France,32,1,Def,6,LSM
362,362,4375,15,771,France,32,2,Mid,6,LSM
363,363,5487,21,771,France,32,3,Fw,7,FW
364,364,5480,15,771,France,32,2,Mid,6,LSM
365,365,5484,5,771,France,32,1,Def,3,LSB
366,366,3471,2,785,Croatia,32,1,Def,2,CB
367,367,5460,16,785,Croatia,32,2,Mid,4,RSM
368,368,20004,8,771,France,32,1,Def,4,RSM
369,369,3009,11,771,France,32,2,Mid,4,RSM
370,370,5476,1,771,France,32,1,Def,1,RSB
371,371,3604,23,771,France,32,3,Fw,7,FW
372,372,5469,9,785,Croatia,33,1,Def,5,CM
373,373,5461,1,785,Croatia,33,1,Def,1,RSB
374,374,5472,22,785,Croatia,33,3,Fw,7,FW
375,375,5474,20,785,Croatia,33,2,Mid,6,LSM
376,376,5463,12,785,Croatia,33,2,Mid,5,CM
377,377,5460,16,785,Croatia,33,2,Mid,4,RSM
378,378,5457,5,785,Croatia,33,1,Def,3,LSB
379,379,5487,21,771,France,33,3,Fw,7,FW
380,380,3604,23,771,France,33,3,Fw,7,FW
381,381,3604,23,771,France,34,3,Fw,7,FW
382,382,5487,21,771,France,34,3,Fw,7,FW
383,383,5480,15,771,France,34,2,Mid,6,LSM
384,384,5484,5,771,France,34,1,Def,3,LSB
385,385,5463,12,785,Croatia,34,2,Mid,5,CM
386,386,5469,9,785,Croatia,34,1,Def,5,CM
387,387,5468,4,785,Croatia,34,1,Def,2,CB
388,388,5460,16,785,Croatia,34,2,Mid,4,RSM
389,389,5470,14,785,Croatia,34,2,Mid,5,CM
390,390,5472,22,785,Croatia,34,3,Fw,7,FW
391,391,3471,2,785,Croatia,34,1,Def,2,CB
392,392,5461,1,785,Croatia,34,1,Def,1,RSB
393,393,5457,5,785,Croatia,34,1,Def,3,LSB
394,394,3444,0,785,Croatia,34,0,GK,0,GK
395,395,5476,1,771,France,34,1,Def,1,RSB
396,396,3009,11,771,France,34,2,Mid,4,RSM
397,397,5485,2,771,France,34,1,Def,2,CB
398,398,5470,14,785,Croatia,35,2,Mid,5,CM
399,399,3471,2,785,Croatia,35,1,Def,2,CB
400,400,5469,9,785,Croatia,35,1,Def,5,CM
401,401,5463,12,785,Croatia,35,2,Mid,5,CM
402,402,5468,4,785,Croatia,35,1,Def,2,CB
403,403,5474,20,785,Croatia,35,2,Mid,6,LSM
404,404,5461,1,785,Croatia,35,1,Def,1,RSB
405,405,5460,16,785,Croatia,35,2,Mid,4,RSM
406,406,5457,5,785,Croatia,35,1,Def,3,LSB
407,407,5472,22,785,Croatia,35,3,Fw,7,FW
408,408,3444,0,785,Croatia,35,0,GK,0,GK
409,409,20004,8,771,France,35,1,Def,4,RSM
410,410,3009,21,771,France,35,3,Fw,7,FW
411,411,5459,5,785,Croatia,35,1,Def,3,LSB
412,412,20004,8,771,France,36,1,Def,4,RSM
413,413,2948,11,771,France,36,2,Mid,4,RSM
414,414,5468,4,785,Croatia,36,1,Def,2,CB
415,415,5459,5,785,Croatia,36,1,Def,3,LSB
416,416,3471,2,785,Croatia,36,1,Def,2,CB
417,417,5461,1,785,Croatia,36,1,Def,1,RSB
418,418,5469,9,785,Croatia,36,1,Def,5,CM
419,419,5474,20,785,Croatia,36,2,Mid,6,LSM
420,420,5470,14,785,Croatia,36,2,Mid,5,CM
421,421,3099,0,771,France,36,0,GK,0,GK
422,422,5469,9,785,Croatia,37,1,Def,5,CM
423,423,5468,4,785,Croatia,37,1,Def,2,CB
424,424,20004,8,771,France,37,1,Def,4,RSM
425,425,2948,11,771,France,37,2,Mid,4,RSM
426,426,5461,1,785,Croatia,37,1,Def,1,RSB
427,427,5463,12,785,Croatia,37,2,Mid,5,CM
428,428,5460,16,785,Croatia,37,2,Mid,4,RSM
429,429,5470,14,785,Croatia,37,2,Mid,5,CM
430,430,5474,20,785,Croatia,37,2,Mid,6,LSM
431,431,3444,0,785,Croatia,37,0,GK,0,GK
432,432,5459,5,785,Croatia,37,1,Def,3,LSB
433,433,3471,2,785,Croatia,37,1,Def,2,CB
434,434,3099,0,771,France,38,0,GK,0,GK
435,435,20004,8,771,France,38,1,Def,4,RSM
436,436,5487,23,771,France,38,3,Fw,7,FW
437,437,2948,11,771,France,38,2,Mid,4,RSM
438,438,5737,10,771,France,38,1,Def,6,LSM
439,439,5469,9,785,Croatia,38,1,Def,5,CM
440,440,5470,14,785,Croatia,38,2,Mid,5,CM
441,441,5459,5,785,Croatia,38,1,Def,3,LSB
442,442,5461,1,785,Croatia,38,1,Def,1,RSB
443,443,3471,2,785,Croatia,38,1,Def,2,CB
444,444,5463,12,785,Croatia,38,2,Mid,5,CM
445,445,5472,22,785,Croatia,38,3,Fw,7,FW
446,446,5492,4,771,France,38,1,Def,2,CB
447,447,5484,5,771,France,38,1,Def,3,LSB
448,448,5480,15,771,France,38,2,Mid,6,LSM
449,449,5469,9,785,Croatia,39,1,Def,5,CM
450,450,5468,4,785,Croatia,39,1,Def,2,CB
451,451,5470,14,785,Croatia,39,2,Mid,5,CM
452,452,3444,0,785,Croatia,39,0,GK,0,GK
453,453,5472,22,785,Croatia,39,3,Fw,7,FW
454,454,5463,12,785,Croatia,39,2,Mid,5,CM
455,455,5459,5,785,Croatia,39,1,Def,3,LSB
456,456,3009,21,771,France,39,3,Fw,7,FW
457,457,20004,8,771,France,39,1,Def,4,RSM
458,458,5480,15,771,France,40,2,Mid,6,LSM
459,459,3009,21,771,France,40,3,Fw,7,FW
460,460,3471,2,785,Croatia,40,1,Def,2,CB
461,461,5460,16,785,Croatia,40,2,Mid,4,RSM
462,462,5737,10,771,France,40,1,Def,6,LSM
463,463,5487,23,771,France,40,3,Fw,7,FW
464,464,5468,4,785,Croatia,41,1,Def,2,CB
465,465,3471,2,785,Croatia,41,1,Def,2,CB
466,466,5469,9,785,Croatia,41,1,Def,5,CM
467,467,5460,16,785,Croatia,41,2,Mid,4,RSM
468,468,5474,20,785,Croatia,41,2,Mid,6,LSM
469,469,5470,14,785,Croatia,41,2,Mid,5,CM
470,470,2948,11,771,France,41,2,Mid,4,RSM
471,471,3009,21,771,France,41,3,Fw,7,FW
