,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
174,174,9,12,5469,5463,785,Croatia,31,11,8658,127,125
175,175,15,8,4375,20004,771,France,32,11,8658,128,129
176,176,8,11,20004,3009,771,France,32,11,8658,129,130
177,177,14,16,5470,5465,785,Croatia,33,11,8658,131,132
178,178,9,12,5469,5463,785,Croatia,33,11,8658,127,125
179,179,2,22,3471,5472,785,Croatia,33,11,8658,133,134
180,180,22,14,5472,5470,785,Croatia,33,11,8658,134,131
181,181,20,2,5474,3471,785,Croatia,33,11,8658,135,133
182,182,21,5,5487,5484,771,France,34,12,8658,136,137
183,183,1,20,5461,5474,785,Croatia,35,12,8658,138,139
184,184,21,11,5487,3009,771,France,36,12,8658,136,140
185,185,5,16,5457,5465,785,Croatia,37,13,8658,141,142
186,186,9,1,5469,5461,785,Croatia,37,13,8658,143,144
187,187,1,22,5461,5472,785,Croatia,37,13,8658,144,145
188,188,4,23,5492,3604,771,France,38,13,8658,146,147
189,189,5,23,5484,3604,771,France,38,13,8658,148,147
190,190,1,14,5461,5470,785,Croatia,39,13,8658,144,149
191,191,14,9,5470,5469,785,Croatia,39,13,8658,149,143
192,192,5,15,5484,4375,771,France,40,14,8658,150,151
193,193,15,23,4375,3604,771,France,40,14,8658,151,152
194,194,2,14,3471,5470,785,Croatia,41,14,8658,153,154
195,195,21,1,5487,5476,771,France,42,14,8658,155,156
196,196,1,11,5476,3009,771,France,42,14,8658,156,157
197,197,16,4,5465,5468,785,Croatia,43,15,8658,158,159
198,198,4,22,5468,5472,785,Croatia,43,15,8658,159,160
199,199,22,20,5472,5474,785,Croatia,43,15,8658,160,161
200,200,1,22,5461,5472,785,Croatia,43,15,8658,162,160
201,201,22,2,5472,3471,785,Croatia,43,15,8658,160,163
202,202,1,8,5476,20004,771,France,44,15,8658,164,165
203,203,1,23,5476,3604,771,France,44,15,8658,164,166
204,204,2,0,5485,3099,771,France,44,15,8658,167,168
205,205,0,1,3099,5476,771,France,44,15,8658,168,164
206,206,1,11,5476,3009,771,France,44,15,8658,164,169
207,207,20,12,5474,5463,785,Croatia,45,15,8658,161,170
208,208,12,9,5463,5469,785,Croatia,45,15,8658,170,171
209,209,9,12,5469,5463,785,Croatia,45,15,8658,171,170
210,210,12,22,5463,5472,785,Croatia,45,15,8658,170,160
211,211,5,8,5484,20004,771,France,46,16,8658,172,173
212,212,8,21,20004,5487,771,France,46,16,8658,173,174
213,213,12,2,5463,3471,785,Croatia,47,16,8658,175,176
214,214,2,0,3471,3444,785,Croatia,47,16,8658,176,177
215,215,0,4,3444,5468,785,Croatia,47,16,8658,177,178
216,216,4,9,5468,5469,785,Croatia,47,16,8658,178,179
217,217,9,4,5469,5468,785,Croatia,47,16,8658,179,178
218,218,9,14,5469,5470,785,Croatia,47,16,8658,179,180
219,219,14,22,5470,5472,785,Croatia,47,16,8658,180,181
220,220,22,14,5472,5470,785,Croatia,47,16,8658,181,180
221,221,14,20,5470,5474,785,Croatia,47,16,8658,180,182
222,222,5,23,5484,3604,771,France,48,16,8658,172,183
223,223,12,22,5463,5472,785,Croatia,49,17,8658,184,185
224,224,22,20,5472,5474,785,Croatia,49,17,8658,185,186
225,225,5,23,5484,3604,771,France,50,17,8658,187,188
226,226,14,2,5470,3471,785,Croatia,51,17,8658,189,190
227,227,2,0,3471,3444,785,Croatia,51,17,8658,190,191
228,228,0,1,3444,5461,785,Croatia,51,17,8658,191,192
229,229,1,2,5461,3471,785,Croatia,51,17,8658,192,190
230,230,2,12,3471,5463,785,Croatia,51,17,8658,190,184
231,231,12,1,5463,5461,785,Croatia,51,17,8658,184,192
232,232,1,20,5461,5474,785,Croatia,51,17,8658,192,186
233,233,20,12,5474,5463,785,Croatia,51,17,8658,186,184
234,234,12,22,5463,5472,785,Croatia,51,17,8658,184,185
235,235,0,11,3099,3009,771,France,52,18,8658,193,194
236,236,1,2,5461,3471,785,Croatia,53,18,8658,195,196
237,237,2,4,3471,5468,785,Croatia,53,18,8658,196,197
238,238,4,14,5468,5470,785,Croatia,53,18,8658,197,198
239,239,14,20,5470,5474,785,Croatia,53,18,8658,198,199
240,240,20,5,5474,5457,785,Croatia,53,18,8658,199,200
241,241,20,16,5474,5465,785,Croatia,53,18,8658,199,201
242,242,0,23,3099,3604,771,France,54,18,8658,193,202
243,243,23,11,3604,3009,771,France,54,18,8658,202,194
244,244,2,9,3471,5469,785,Croatia,55,19,8658,203,204
245,245,9,16,5469,5465,785,Croatia,55,19,8658,204,205
246,246,12,4,5463,5468,785,Croatia,55,19,8658,206,207
247,247,4,14,5468,5470,785,Croatia,55,19,8658,207,208
248,248,14,9,5470,5469,785,Croatia,55,19,8658,208,204
249,249,9,2,5469,3471,785,Croatia,55,19,8658,204,203
250,250,2,1,3471,5461,785,Croatia,55,19,8658,203,209
251,251,1,2,5461,3471,785,Croatia,55,19,8658,209,203
252,252,2,9,3471,5469,785,Croatia,55,19,8658,203,204
253,253,9,4,5469,5468,785,Croatia,55,19,8658,204,207
254,254,4,5,5468,5457,785,Croatia,55,19,8658,207,210
255,255,5,20,5457,5474,785,Croatia,55,19,8658,210,211
256,256,20,5,5474,5457,785,Croatia,55,19,8658,211,210
257,257,5,9,5457,5469,785,Croatia,55,19,8658,210,204
258,258,9,12,5469,5463,785,Croatia,55,19,8658,204,206
259,259,12,2,5463,3471,785,Croatia,55,19,8658,206,203
260,260,2,1,3471,5461,785,Croatia,55,19,8658,203,209
261,261,1,16,5461,5465,785,Croatia,55,19,8658,209,205
262,262,1,12,5461,5463,785,Croatia,55,19,8658,209,206
263,263,12,1,5463,5461,785,Croatia,55,19,8658,206,209
264,264,12,14,5463,5470,785,Croatia,55,19,8658,206,208
265,265,4,0,5468,3444,785,Croatia,55,19,8658,207,212
266,266,0,2,3444,3471,785,Croatia,55,19,8658,212,203
267,267,2,9,3471,5469,785,Croatia,55,19,8658,203,204
268,268,9,12,5469,5463,785,Croatia,55,19,8658,204,206
269,269,12,1,5463,5461,785,Croatia,55,19,8658,206,209
270,270,1,12,5461,5463,785,Croatia,55,19,8658,209,206
271,271,12,20,5463,5474,785,Croatia,55,19,8658,206,211
272,272,14,16,5470,5465,785,Croatia,55,19,8658,208,205
273,273,14,2,5470,3471,785,Croatia,55,19,8658,208,203
274,274,1,14,5461,5470,785,Croatia,55,19,8658,209,208
275,275,14,4,5470,5468,785,Croatia,55,19,8658,208,207
276,276,12,16,5463,5465,785,Croatia,55,19,8658,206,205
277,277,2,21,5485,5487,771,France,56,19,8658,213,214
278,278,21,15,5487,4375,771,France,56,19,8658,214,215
279,279,15,4,4375,5492,771,France,56,19,8658,215,216
280,280,9,20,5469,5474,785,Croatia,57,19,8658,204,211
281,281,20,22,5474,5472,785,Croatia,57,19,8658,211,217
282,282,0,23,3099,3604,771,France,58,20,8658,218,219
283,283,1,9,5461,5469,785,Croatia,59,20,8658,220,221
284,284,9,4,5469,5468,785,Croatia,59,20,8658,221,222
285,285,4,2,5468,3471,785,Croatia,59,20,8658,222,223
286,286,2,1,3471,5461,785,Croatia,59,20,8658,223,220
287,287,23,5,3604,5484,771,France,60,20,8658,219,224
288,288,5,11,5484,3009,771,France,60,20,8658,224,225
289,289,14,9,5470,5469,785,Croatia,61,21,8658,226,227
290,290,9,12,5469,5463,785,Croatia,61,21,8658,227,228
291,291,12,9,5463,5469,785,Croatia,61,21,8658,228,227
292,292,9,1,5469,5461,785,Croatia,61,21,8658,227,229
293,293,1,20,5461,5474,785,Croatia,61,21,8658,229,230
294,294,21,2,5487,5485,771,France,62,21,8658,231,232
295,295,14,5,5470,5457,785,Croatia,63,21,8658,226,233
296,296,5,20,5457,5474,785,Croatia,63,21,8658,233,230
297,297,1,11,5476,3009,771,France,64,22,8658,234,235
298,298,11,21,3009,5487,771,France,64,22,8658,235,236
299,299,2,4,5485,5492,771,France,64,22,8658,237,238
300,300,4,21,5492,5487,771,France,64,22,8658,238,236
301,301,21,15,5487,4375,771,France,64,22,8658,236,239
302,302,1,12,5461,5463,785,Croatia,65,22,8658,240,241
303,303,12,14,5463,5470,785,Croatia,65,22,8658,241,242
304,304,14,16,5470,5465,785,Croatia,65,22,8658,242,243
305,305,16,1,5465,5461,785,Croatia,65,22,8658,243,240
306,306,0,8,3099,20004,771,France,66,22,8658,244,245
307,307,1,8,5476,20004,771,France,66,22,8658,234,245
308,308,8,1,20004,5476,771,France,66,22,8658,245,234
309,309,1,23,5476,3604,771,France,66,22,8658,234,246
310,310,23,21,3604,5487,771,France,66,22,8658,246,236
311,311,9,12,5469,5463,785,Croatia,67,23,8658,247,248
312,312,12,9,5463,5469,785,Croatia,67,23,8658,248,247
313,313,9,1,5469,5461,785,Croatia,67,23,8658,247,249
314,314,1,2,5461,3471,785,Croatia,67,23,8658,249,250
315,315,2,4,3471,5468,785,Croatia,67,23,8658,250,251
316,316,4,2,5468,3471,785,Croatia,67,23,8658,251,250
317,317,2,12,3471,5463,785,Croatia,67,23,8658,250,248
318,318,12,1,5463,5461,785,Croatia,67,23,8658,248,249
319,319,22,12,5472,5463,785,Croatia,67,23,8658,252,248
320,320,12,1,5463,5461,785,Croatia,67,23,8658,248,249
321,321,9,1,5469,5461,785,Croatia,67,23,8658,247,249
322,322,1,2,5461,3471,785,Croatia,67,23,8658,249,250
323,323,2,14,3471,5470,785,Croatia,67,23,8658,250,253
324,324,14,16,5470,5465,785,Croatia,67,23,8658,253,254
325,325,12,2,5463,3471,785,Croatia,67,23,8658,248,250
326,326,0,23,3099,3604,771,France,68,23,8658,255,256
327,327,21,5,5487,5484,771,France,68,23,8658,257,258
328,328,16,9,5465,5469,785,Croatia,69,23,8658,254,247
329,329,9,20,5469,5474,785,Croatia,69,23,8658,247,259
330,330,1,14,5461,5470,785,Croatia,69,23,8658,249,253
331,331,4,8,5492,20004,771,France,70,24,8658,260,261
332,332,8,11,20004,3009,771,France,70,24,8658,261,262
333,333,5,22,5457,5472,785,Croatia,71,24,8658,263,264
334,334,22,20,5472,5474,785,Croatia,71,24,8658,264,265
335,335,1,12,5461,5463,785,Croatia,71,24,8658,266,267
336,336,12,16,5463,5465,785,Croatia,71,24,8658,267,268
337,337,0,23,3099,3604,771,France,72,24,8658,269,270
338,338,22,16,5472,5465,785,Croatia,73,25,8658,271,272
339,339,1,9,5461,5469,785,Croatia,73,25,8658,273,274
340,340,9,1,5469,5461,785,Croatia,73,25,8658,274,273
341,341,1,9,5461,5469,785,Croatia,73,25,8658,273,274
342,342,9,2,5469,3471,785,Croatia,73,25,8658,274,275
343,343,2,4,3471,5468,785,Croatia,73,25,8658,275,276
344,344,4,14,5468,5470,785,Croatia,73,25,8658,276,277
345,345,14,5,5470,5457,785,Croatia,73,25,8658,277,278
346,346,5,14,5457,5470,785,Croatia,73,25,8658,278,277
347,347,14,9,5470,5469,785,Croatia,73,25,8658,277,274
348,348,9,12,5469,5463,785,Croatia,73,25,8658,274,279
349,349,12,9,5463,5469,785,Croatia,73,25,8658,279,274
350,350,16,1,5465,5461,785,Croatia,73,25,8658,272,273
351,351,12,9,5463,5469,785,Croatia,73,25,8658,279,274
352,352,9,12,5469,5463,785,Croatia,73,25,8658,274,279
353,353,12,16,5463,5465,785,Croatia,73,25,8658,279,272
354,354,15,10,4375,3961,771,France,74,25,8658,280,281
355,355,9,12,5469,5463,785,Croatia,75,25,8658,274,279
356,356,12,22,5463,5472,785,Croatia,75,25,8658,279,271
357,357,22,20,5472,5474,785,Croatia,75,25,8658,271,282
358,358,23,8,3604,20004,771,France,76,26,8658,283,284
359,359,8,11,20004,3009,771,France,76,26,8658,284,285
360,360,9,1,5469,5461,785,Croatia,77,26,8658,286,287
361,361,1,12,5461,5463,785,Croatia,77,26,8658,287,288
362,362,12,14,5463,5470,785,Croatia,77,26,8658,288,289
363,363,14,4,5470,5468,785,Croatia,77,26,8658,289,290
364,364,4,9,5468,5469,785,Croatia,77,26,8658,290,286
365,365,9,14,5469,5470,785,Croatia,77,26,8658,286,289
366,366,14,12,5470,5463,785,Croatia,77,26,8658,289,288
367,367,5,20,5457,5474,785,Croatia,77,26,8658,291,292
368,368,5,14,5457,5470,785,Croatia,77,26,8658,291,289
369,369,14,22,5470,5472,785,Croatia,77,26,8658,289,293
370,370,5,20,5457,5474,785,Croatia,77,26,8658,291,292
371,371,4,12,5468,5463,785,Croatia,77,26,8658,290,288
372,372,10,21,5737,5487,771,France,78,26,8658,294,295
373,373,21,15,5487,4375,771,France,78,26,8658,295,296
374,374,1,2,5461,3471,785,Croatia,79,27,8658,297,298
375,375,1,9,5461,5469,785,Croatia,79,27,8658,297,299
376,376,5,20,5457,5474,785,Croatia,79,27,8658,300,301
377,377,20,14,5474,5470,785,Croatia,79,27,8658,301,302
378,378,14,12,5470,5463,785,Croatia,79,27,8658,302,303
379,379,12,1,5463,5461,785,Croatia,79,27,8658,303,297
380,380,1,12,5461,5463,785,Croatia,79,27,8658,297,303
381,381,12,16,5463,5465,785,Croatia,79,27,8658,303,304
382,382,12,16,5463,5465,785,Croatia,79,27,8658,303,304
383,383,4,8,5492,20004,771,France,80,27,8658,305,306
384,384,8,1,20004,5476,771,France,80,27,8658,306,307
385,385,9,22,5469,5472,785,Croatia,81,27,8658,299,308
386,386,22,1,5472,5461,785,Croatia,81,27,8658,308,297
387,387,1,2,5461,3471,785,Croatia,81,27,8658,297,298
388,388,2,9,3471,5469,785,Croatia,81,27,8658,298,299
389,389,9,14,5469,5470,785,Croatia,81,27,8658,299,302
390,390,9,5,5469,5457,785,Croatia,81,27,8658,299,300
391,391,5,20,5457,5474,785,Croatia,81,27,8658,300,301
392,392,14,1,5470,5461,785,Croatia,81,27,8658,302,297
393,393,16,20,5465,5474,785,Croatia,81,27,8658,304,301
394,394,5,23,5484,3604,771,France,82,28,8658,309,310
395,395,23,10,3604,5737,771,France,82,28,8658,310,311
396,396,10,21,5737,5487,771,France,82,28,8658,311,312
397,397,11,21,3009,5487,771,France,82,28,8658,313,312
398,398,21,8,5487,20004,771,France,82,28,8658,312,314
399,399,22,9,5472,5469,785,Croatia,83,28,8658,315,316
400,400,9,14,5469,5470,785,Croatia,83,28,8658,316,317
401,401,14,16,5470,5465,785,Croatia,83,28,8658,317,318
402,402,8,15,20004,4375,771,France,84,28,8658,314,319
403,403,10,5,5737,5484,771,France,84,28,8658,311,309
404,404,5,8,5484,20004,771,France,84,28,8658,309,314
405,405,8,15,20004,4375,771,France,84,28,8658,314,319
406,406,23,1,3604,5476,771,France,84,28,8658,310,320
407,407,1,23,5476,3604,771,France,84,28,8658,320,310
408,408,9,4,5469,5468,785,Croatia,85,29,8658,321,322
409,409,4,20,5468,5474,785,Croatia,85,29,8658,322,323
410,410,9,12,5469,5463,785,Croatia,85,29,8658,321,324
411,411,12,1,5463,5461,785,Croatia,85,29,8658,324,325
412,412,1,9,5461,5469,785,Croatia,85,29,8658,325,321
413,413,9,2,5469,3471,785,Croatia,85,29,8658,321,326
414,414,2,4,3471,5468,785,Croatia,85,29,8658,326,322
415,415,4,14,5468,5470,785,Croatia,85,29,8658,322,327
416,416,14,16,5470,5465,785,Croatia,85,29,8658,327,328
417,417,16,20,5465,5474,785,Croatia,85,29,8658,328,323
418,418,1,9,5461,5469,785,Croatia,85,29,8658,325,321
419,419,9,12,5469,5463,785,Croatia,85,29,8658,321,324
420,420,12,5,5463,5457,785,Croatia,85,29,8658,324,329
421,421,5,4,5457,5468,785,Croatia,85,29,8658,329,322
422,422,4,2,5468,3471,785,Croatia,85,29,8658,322,326
423,423,2,1,3471,5461,785,Croatia,85,29,8658,326,325
424,424,12,2,5463,3471,785,Croatia,85,29,8658,324,326
425,425,2,22,3471,5472,785,Croatia,85,29,8658,326,330
426,426,22,1,5472,5461,785,Croatia,85,29,8658,330,325
427,427,1,2,5461,3471,785,Croatia,85,29,8658,325,326
428,428,2,9,3471,5469,785,Croatia,85,29,8658,326,321
429,429,9,14,5469,5470,785,Croatia,85,29,8658,321,327
430,430,14,5,5470,5457,785,Croatia,85,29,8658,327,329
431,431,5,16,5457,5465,785,Croatia,85,29,8658,329,328
432,432,16,14,5465,5470,785,Croatia,85,29,8658,328,327
433,433,15,21,4375,5487,771,France,86,29,8658,331,332
434,434,21,10,5487,5737,771,France,86,29,8658,332,333
435,435,8,5,20004,5484,771,France,86,29,8658,334,335
436,436,5,15,5484,4375,771,France,86,29,8658,335,331
437,437,15,8,4375,20004,771,France,86,29,8658,331,334
438,438,8,10,20004,5737,771,France,86,29,8658,334,333
439,439,10,8,5737,20004,771,France,86,29,8658,333,334
440,440,5,11,5484,3009,771,France,86,29,8658,335,336
441,441,9,12,5469,5463,785,Croatia,87,29,8658,321,324
442,442,12,9,5463,5469,785,Croatia,87,29,8658,324,321
443,443,9,1,5469,5461,785,Croatia,87,29,8658,321,325
444,444,1,9,5461,5469,785,Croatia,87,29,8658,325,321
445,445,9,20,5469,5474,785,Croatia,87,29,8658,321,323
446,446,21,10,5487,5737,771,France,88,30,8658,337,338
