,nullid,toid,nullpos,topos,period
0,783,7015,16,16,814
0,784,7030,9,9,816
0,785,7026,20,20,816
0,786,7027,22,22,816
0,787,7048,20,20,818
0,788,7062,12,12,820
0,789,7064,16,16,820
0,790,7075,22,22,821
0,791,7067,0,0,820
0,792,7125,0,0,826
0,793,7115,20,20,825
0,794,7122,9,9,826
0,795,7116,5,5,826
0,796,7169,0,0,831
0,797,7157,12,12,830
0,798,7160,16,16,830
0,799,7180,20,20,832
0,800,7241,0,0,840
0,801,7198,16,16,834
0,802,7244,1,1,840
0,803,7840,16,16,905
0,804,7224,2,2,838
0,805,7234,12,12,839
0,806,7237,22,22,839
0,807,7842,20,20,905
0,808,7243,2,2,840
0,809,7239,4,4,840
0,810,7260,0,0,842
0,811,7297,0,0,846
0,812,7342,22,22,851
0,813,7345,18,18,851
0,814,7367,0,0,853
0,815,7422,0,0,859
0,816,7395,4,4,857
0,817,7396,5,5,857
0,818,7438,19,19,861
0,819,7445,0,0,862
0,820,7494,0,0,867
0,821,7512,22,22,869
0,822,7689,9,9,888
0,823,7993,19,19,923
0,824,7625,23,23,882
0,825,7596,0,0,878
0,826,7579,18,18,877
0,827,7624,0,0,882
0,828,7626,3,3,882
0,829,7661,0,0,885
0,830,7838,3,3,905
0,831,7699,0,0,889
0,832,7722,22,22,892
0,833,7781,0,0,898
0,834,7717,18,18,891
0,835,7829,0,0,904
0,836,7877,0,0,909
0,837,7871,20,20,909
0,838,7869,22,22,908
0,839,7960,23,23,919
0,840,7886,12,12,911
0,841,7904,16,16,913
0,842,7891,22,22,911
0,843,7917,0,0,914
0,844,7914,14,14,914
0,845,7933,22,22,916
0,846,7962,0,0,920
0,847,7969,22,22,920
0,848,7972,12,12,921
0,849,7985,0,0,923
0,850,8004,20,20,924
0,851,7995,22,22,923
0,852,8013,0,0,926
0,853,8768,3,3,1012
0,854,8016,18,18,926
0,855,8015,22,22,926
0,856,8037,0,0,929
0,857,8087,0,0,934
0,858,8120,0,0,938
0,859,8130,4,4,939
0,860,8136,0,0,940
0,861,8215,0,0,949
0,862,8217,1,1,949
0,863,8235,0,0,951
0,864,8258,22,22,953
0,865,8270,13,13,955
0,866,8266,0,0,954
0,867,8277,16,16,955
0,868,8395,0,0,969
0,869,8313,13,13,960
0,870,8456,0,0,975
0,871,8431,13,13,973
0,872,8460,16,16,976
0,873,8490,0,0,979
0,874,8510,16,16,981
0,875,8498,12,12,980
0,876,8504,9,9,981
0,877,8579,0,0,990
0,878,8529,22,22,983
0,879,8556,9,9,987
0,880,8602,9,9,992
0,881,8622,0,0,994
0,882,8609,12,12,993
0,883,8615,9,9,994
0,884,8636,20,20,996
0,885,8639,16,16,996
0,886,8638,9,9,996
0,887,8640,0,0,997
0,888,8631,22,22,996
0,889,8652,1,1,998
0,890,8648,12,12,998
0,891,8651,2,2,998
0,892,8662,20,20,999
0,893,8669,22,22,1000
0,894,8654,9,9,999
0,895,8671,0,0,1001
0,896,8673,16,16,1001
0,897,8692,20,20,1003
0,898,8688,22,22,1002
0,899,8704,9,9,1004
0,900,8706,0,0,1005
0,901,8715,16,16,1006
0,902,8716,14,14,1006
0,903,8775,0,0,1013
0,904,9071,22,22,1048
0,905,8755,20,20,1010
0,906,8766,9,9,1012
0,907,8754,23,23,1010
0,908,8774,16,16,1013
0,909,8791,23,23,1015
0,910,8801,20,20,1016
0,911,8789,4,4,1015
0,912,8780,7,7,1014
0,913,8779,9,9,1014
0,914,8781,12,12,1014
0,915,8790,3,3,1015
0,916,8798,16,16,1016
0,917,8793,0,0,1016
0,918,8892,9,9,1027
0,919,10180,3,3,1178
0,920,8815,12,12,1018
0,921,8813,20,20,1018
0,922,8824,16,16,1019
0,923,8868,0,0,1025
0,924,8850,16,16,1022
0,925,8871,20,20,1025
0,926,8873,23,23,1025
0,927,8881,5,5,1026
0,928,8882,4,4,1026
0,929,8888,0,0,1027
0,930,9329,9,9,1079
0,931,8928,0,0,1032
0,932,8933,21,21,1032
0,933,8956,0,0,1035
0,934,8954,5,5,1035
0,935,8986,0,0,1039
0,936,9072,18,18,1048
0,937,8992,23,23,1039
0,938,8993,21,21,1039
0,939,9026,0,0,1043
0,940,9091,0,0,1051
0,941,9061,21,21,1047
0,942,9101,18,18,1052
0,943,9107,22,22,1052
0,944,9150,0,0,1057
0,945,9144,18,18,1056
0,946,9136,22,22,1056
0,947,9160,16,16,1059
0,948,9229,22,22,1068
0,949,9181,20,20,1062
0,950,9165,10,10,1059
0,951,9159,18,18,1059
0,952,9167,0,0,1060
0,953,9182,10,10,1062
0,954,9189,0,0,1063
0,955,9187,18,18,1062
0,956,9240,20,20,1069
0,957,9241,18,18,1069
0,958,9233,0,0,1068
0,959,9253,23,23,1071
0,960,9254,15,15,1071
0,961,9245,0,0,1070
0,962,9317,22,22,1078
0,963,9302,0,0,1077
0,964,9901,21,21,1146
0,965,9331,20,20,1080
0,966,9349,22,22,1082
0,967,9352,16,16,1082
0,968,9346,0,0,1082
0,969,9390,15,15,1087
0,970,9364,0,0,1084
0,971,9381,0,0,1086
0,972,9386,18,18,1086
0,973,9389,22,22,1087
0,974,9434,0,0,1093
0,975,9455,0,0,1095
0,976,9491,0,0,1100
0,977,9507,22,22,1101
0,978,9527,0,0,1104
0,979,9545,22,22,1105
0,980,9547,9,9,1106
0,981,9556,0,0,1107
0,982,9573,22,22,1109
0,983,9581,0,0,1109
0,984,9606,22,22,1112
0,985,9604,9,9,1112
0,986,9631,0,0,1115
0,987,9653,22,22,1117
0,988,9658,0,0,1118
0,989,9645,12,12,1117
0,990,9683,22,22,1121
0,991,9680,0,0,1121
0,992,9682,9,9,1121
0,993,9677,12,12,1121
0,994,9676,11,11,1121
0,995,9923,20,20,1149
0,996,9923,20,20,1149
0,997,9693,0,0,1123
0,998,9696,22,22,1123
0,999,9734,0,0,1127
0,1000,9715,22,22,1125
0,1001,9731,22,22,1127
0,1002,9767,12,12,1131
0,1003,9772,0,0,1131
0,1004,9773,22,22,1131
0,1005,9794,14,14,1134
0,1006,9793,9,9,1134
0,1007,9799,15,15,1134
0,1008,9823,22,22,1137
0,1009,9854,0,0,1140
0,1010,9891,22,22,1145
0,1011,10134,9,9,1173
0,1012,9868,11,11,1142
0,1013,9880,12,12,1144
0,1014,9871,0,0,1143
0,1015,9908,0,0,1147
0,1016,9944,23,23,1152
0,1017,9903,22,22,1147
0,1018,9902,18,18,1147
0,1019,9918,18,18,1149
0,1020,9920,22,22,1149
0,1021,9949,0,0,1152
0,1022,9958,18,18,1153
0,1023,9957,22,22,1153
0,1024,9994,0,0,1158
0,1025,9979,22,22,1156
0,1026,9981,18,18,1156
0,1027,10029,23,23,1161
0,1028,10002,21,21,1158
0,1029,10016,22,22,1160
0,1030,10006,16,16,1159
0,1031,10008,18,18,1159
0,1032,10026,0,0,1161
0,1033,10041,16,16,1162
0,1034,10070,22,22,1166
0,1035,10056,0,0,1164
0,1036,10077,0,0,1166
0,1037,10104,0,0,1170
0,1038,10122,16,16,1171
0,1039,10121,18,18,1171
0,1040,10172,0,0,1177
0,1041,10148,22,22,1174
0,1042,10153,16,16,1175
0,1043,10178,9,9,1178
0,1044,10171,20,20,1177
0,1045,10267,22,22,1187
0,1046,10387,20,20,1202
0,1047,10192,0,0,1179
0,1048,10261,9,9,1187
0,1049,10203,21,21,1180
0,1050,10371,3,3,1200
0,1051,10391,16,16,1202
0,1052,10215,23,23,1182
0,1053,10228,0,0,1183
0,1054,10226,21,21,1183
0,1055,10259,0,0,1187
0,1056,10272,23,23,1188
0,1057,10304,0,0,1192
0,1058,10377,9,9,1200
0,1059,10383,22,22,1202
0,1060,10290,23,23,1190
0,1061,10324,23,23,1194
0,1062,10330,21,21,1195
0,1063,10339,0,0,1196
