,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
72,72,3604,23,771,France,5,3,Fw,7,FW
73,73,5485,2,771,France,5,1,Def,2,CB
74,74,5484,5,771,France,5,1,Def,3,LSB
75,75,5487,21,771,France,5,3,Fw,7,FW
76,76,3009,11,771,France,5,2,Mid,4,RSM
77,77,5472,22,785,Croatia,5,3,Fw,7,FW
78,78,5469,9,785,Croatia,5,1,Def,5,CM
79,79,5463,12,785,Croatia,5,2,Mid,5,CM
80,80,5461,1,785,Croatia,5,1,Def,1,RSB
81,81,3471,2,785,Croatia,5,1,Def,2,CB
82,82,5468,4,785,Croatia,5,1,Def,2,CB
83,83,5470,14,785,Croatia,5,2,Mid,5,CM
84,84,5474,20,785,Croatia,5,2,Mid,6,LSM
85,85,5465,16,785,Croatia,5,2,Mid,4,RSM
86,86,5465,16,785,Croatia,6,2,Mid,4,RSM
87,87,5468,4,785,Croatia,6,1,Def,2,CB
88,88,5472,22,785,Croatia,6,3,Fw,7,FW
89,89,5474,20,785,Croatia,6,2,Mid,6,LSM
90,90,5461,1,785,Croatia,6,1,Def,1,RSB
91,91,3471,2,785,Croatia,6,1,Def,2,CB
92,92,5476,1,771,France,6,1,Def,1,RSB
93,93,20004,8,771,France,6,1,Def,4,RSM
94,94,3604,23,771,France,6,3,Fw,7,FW
95,95,5485,2,771,France,6,1,Def,2,CB
96,96,3099,0,771,France,6,0,GK,0,GK
97,97,3009,11,771,France,6,2,Mid,4,RSM
98,98,5463,12,785,Croatia,6,2,Mid,5,CM
99,99,3444,0,785,Croatia,6,0,GK,0,GK
100,100,5469,9,785,Croatia,6,1,Def,5,CM
101,101,5470,14,785,Croatia,6,2,Mid,5,CM
102,102,5470,14,785,Croatia,7,2,Mid,5,CM
103,103,3471,2,785,Croatia,7,1,Def,2,CB
104,104,3444,0,785,Croatia,7,0,GK,0,GK
105,105,5461,1,785,Croatia,7,1,Def,1,RSB
106,106,5463,12,785,Croatia,7,2,Mid,5,CM
107,107,5474,20,785,Croatia,7,2,Mid,6,LSM
108,108,5472,22,785,Croatia,7,3,Fw,7,FW
109,109,5468,4,785,Croatia,7,1,Def,2,CB
110,110,5457,5,785,Croatia,7,1,Def,3,LSB
111,111,5465,16,785,Croatia,7,2,Mid,4,RSM
112,112,5469,9,785,Croatia,7,1,Def,5,CM
113,113,5470,14,785,Croatia,8,2,Mid,5,CM
114,114,5469,9,785,Croatia,8,1,Def,5,CM
115,115,5463,12,785,Croatia,8,2,Mid,5,CM
116,116,5461,1,785,Croatia,8,1,Def,1,RSB
117,117,5474,20,785,Croatia,8,2,Mid,6,LSM
118,118,5476,1,771,France,8,1,Def,1,RSB
119,119,3009,11,771,France,8,2,Mid,4,RSM
120,120,5487,21,771,France,8,3,Fw,7,FW
121,121,5485,2,771,France,8,1,Def,2,CB
122,122,5492,4,771,France,8,1,Def,2,CB
123,123,4375,15,771,France,8,2,Mid,6,LSM
124,124,3099,0,771,France,8,0,GK,0,GK
125,125,20004,8,771,France,8,1,Def,4,RSM
126,126,3604,23,771,France,8,3,Fw,7,FW
127,127,5469,9,785,Croatia,9,1,Def,5,CM
128,128,5463,12,785,Croatia,9,2,Mid,5,CM
129,129,5461,1,785,Croatia,9,1,Def,1,RSB
130,130,3471,2,785,Croatia,9,1,Def,2,CB
131,131,5468,4,785,Croatia,9,1,Def,2,CB
132,132,5472,22,785,Croatia,9,3,Fw,7,FW
133,133,5470,14,785,Croatia,9,2,Mid,5,CM
134,134,5465,16,785,Croatia,9,2,Mid,4,RSM
135,135,5457,5,785,Croatia,9,1,Def,3,LSB
136,136,5474,20,785,Croatia,9,2,Mid,6,LSM
137,137,5461,1,785,Croatia,10,1,Def,1,RSB
138,138,3471,2,785,Croatia,10,1,Def,2,CB
139,139,5469,9,785,Croatia,10,1,Def,5,CM
140,140,5457,5,785,Croatia,10,1,Def,3,LSB
141,141,5474,20,785,Croatia,10,2,Mid,6,LSM
142,142,5470,14,785,Croatia,10,2,Mid,5,CM
143,143,5463,12,785,Croatia,10,2,Mid,5,CM
144,144,5465,16,785,Croatia,10,2,Mid,4,RSM
145,145,5472,22,785,Croatia,10,3,Fw,7,FW
146,146,5484,5,771,France,10,1,Def,3,LSB
147,147,3604,23,771,France,10,3,Fw,7,FW
148,148,5737,10,771,France,10,1,Def,6,LSM
149,149,5487,21,771,France,10,3,Fw,7,FW
150,150,3009,11,771,France,10,2,Mid,4,RSM
151,151,20004,8,771,France,10,1,Def,4,RSM
152,152,20004,8,771,France,11,1,Def,4,RSM
153,153,4375,15,771,France,11,2,Mid,6,LSM
154,154,5737,10,771,France,11,1,Def,6,LSM
155,155,5484,5,771,France,11,1,Def,3,LSB
156,156,3604,23,771,France,11,3,Fw,7,FW
157,157,5476,1,771,France,11,1,Def,1,RSB
158,158,5469,9,785,Croatia,11,1,Def,5,CM
159,159,5468,4,785,Croatia,11,1,Def,2,CB
160,160,5474,20,785,Croatia,11,2,Mid,6,LSM
161,161,5463,12,785,Croatia,11,2,Mid,5,CM
162,162,5461,1,785,Croatia,11,1,Def,1,RSB
163,163,3471,2,785,Croatia,11,1,Def,2,CB
164,164,5470,14,785,Croatia,11,2,Mid,5,CM
165,165,5465,16,785,Croatia,11,2,Mid,4,RSM
166,166,5457,5,785,Croatia,11,1,Def,3,LSB
167,167,5472,22,785,Croatia,11,3,Fw,7,FW
168,168,5487,21,771,France,11,3,Fw,7,FW
169,169,3009,11,771,France,11,2,Mid,4,RSM
170,170,5469,9,785,Croatia,12,1,Def,5,CM
171,171,5463,12,785,Croatia,12,2,Mid,5,CM
172,172,5461,1,785,Croatia,12,1,Def,1,RSB
173,173,5474,20,785,Croatia,12,2,Mid,6,LSM
174,174,5487,21,771,France,12,3,Fw,7,FW
175,175,5737,10,771,France,12,1,Def,6,LSM
176,176,4375,15,771,France,12,2,Mid,6,LSM
177,177,5484,5,771,France,12,1,Def,3,LSB
178,178,5492,4,771,France,12,1,Def,2,CB
179,179,20004,8,771,France,12,1,Def,4,RSM
180,180,3009,11,771,France,12,2,Mid,4,RSM
181,181,5485,2,771,France,12,1,Def,2,CB
182,182,5476,1,771,France,12,1,Def,1,RSB
183,183,3604,23,771,France,12,3,Fw,7,FW
184,184,5461,1,785,Croatia,13,1,Def,1,RSB
185,185,5474,20,785,Croatia,13,2,Mid,6,LSM
186,186,5472,22,785,Croatia,13,3,Fw,7,FW
187,187,5470,14,785,Croatia,13,2,Mid,5,CM
188,188,5463,12,785,Croatia,13,2,Mid,5,CM
189,189,5469,9,785,Croatia,13,1,Def,5,CM
190,190,3471,2,785,Croatia,13,1,Def,2,CB
191,191,5457,5,785,Croatia,13,1,Def,3,LSB
192,192,3099,0,771,France,13,0,GK,0,GK
193,193,5737,10,771,France,13,1,Def,6,LSM
194,194,4375,15,771,France,13,2,Mid,6,LSM
195,195,5487,21,771,France,13,3,Fw,7,FW
196,196,5480,15,771,France,13,2,Mid,6,LSM
197,197,5484,5,771,France,13,1,Def,3,LSB
198,198,20004,8,771,France,13,1,Def,4,RSM
199,199,3009,11,771,France,13,2,Mid,4,RSM
200,200,5476,1,771,France,13,1,Def,1,RSB
201,201,3604,23,771,France,13,3,Fw,7,FW
202,202,5469,9,785,Croatia,14,1,Def,5,CM
203,203,5461,1,785,Croatia,14,1,Def,1,RSB
204,204,5472,22,785,Croatia,14,3,Fw,7,FW
205,205,5474,20,785,Croatia,14,2,Mid,6,LSM
206,206,5463,12,785,Croatia,14,2,Mid,5,CM
207,207,5460,16,785,Croatia,14,2,Mid,4,RSM
208,208,5457,5,785,Croatia,14,1,Def,3,LSB
209,209,5468,4,785,Croatia,14,1,Def,2,CB
210,210,5470,14,785,Croatia,14,2,Mid,5,CM
211,211,3471,2,785,Croatia,14,1,Def,2,CB
212,212,3444,0,785,Croatia,14,0,GK,0,GK
213,213,5463,12,785,Croatia,15,2,Mid,5,CM
214,214,3471,2,785,Croatia,15,1,Def,2,CB
215,215,5469,9,785,Croatia,15,1,Def,5,CM
216,216,5470,14,785,Croatia,15,2,Mid,5,CM
217,217,5460,16,785,Croatia,15,2,Mid,4,RSM
218,218,5459,5,785,Croatia,15,1,Def,3,LSB
219,219,5461,1,785,Croatia,15,1,Def,1,RSB
220,220,5468,4,785,Croatia,15,1,Def,2,CB
221,221,5474,20,785,Croatia,15,2,Mid,6,LSM
222,222,3444,0,785,Croatia,15,0,GK,0,GK
223,223,5469,9,785,Croatia,16,1,Def,5,CM
224,224,5470,14,785,Croatia,16,2,Mid,5,CM
225,225,5459,5,785,Croatia,16,1,Def,3,LSB
226,226,5461,1,785,Croatia,16,1,Def,1,RSB
227,227,3471,2,785,Croatia,16,1,Def,2,CB
228,228,5463,12,785,Croatia,16,2,Mid,5,CM
229,229,5472,22,785,Croatia,16,3,Fw,7,FW
230,230,5492,4,771,France,16,1,Def,2,CB
231,231,5484,5,771,France,16,1,Def,3,LSB
232,232,5737,10,771,France,16,1,Def,6,LSM
233,233,5487,23,771,France,16,3,Fw,7,FW
234,234,5480,15,771,France,16,2,Mid,6,LSM
235,235,5468,4,785,Croatia,16,1,Def,2,CB
236,236,3444,0,785,Croatia,16,0,GK,0,GK
237,237,5468,4,785,Croatia,17,1,Def,2,CB
238,238,3471,2,785,Croatia,17,1,Def,2,CB
239,239,5469,9,785,Croatia,17,1,Def,5,CM
240,240,5460,16,785,Croatia,17,2,Mid,4,RSM
241,241,5474,20,785,Croatia,17,2,Mid,6,LSM
242,242,5470,14,785,Croatia,17,2,Mid,5,CM
