,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
173,173,0,1,3444,5461,785,Croatia,19,7,8658,104,105
174,174,1,2,5461,3471,785,Croatia,19,7,8658,105,103
175,175,2,12,3471,5463,785,Croatia,19,7,8658,103,106
176,176,12,1,5463,5461,785,Croatia,19,7,8658,106,105
177,177,1,20,5461,5474,785,Croatia,19,7,8658,105,107
178,178,20,12,5474,5463,785,Croatia,19,7,8658,107,106
179,179,12,22,5463,5472,785,Croatia,19,7,8658,106,108
180,180,1,2,5461,3471,785,Croatia,20,7,8658,105,103
181,181,2,4,3471,5468,785,Croatia,20,7,8658,103,109
182,182,4,14,5468,5470,785,Croatia,20,7,8658,109,102
183,183,14,20,5470,5474,785,Croatia,20,7,8658,102,107
184,184,20,5,5474,5457,785,Croatia,20,7,8658,107,110
185,185,20,16,5474,5465,785,Croatia,20,7,8658,107,111
186,186,2,9,3471,5469,785,Croatia,21,7,8658,103,112
187,187,9,16,5469,5465,785,Croatia,21,7,8658,112,111
188,188,12,4,5463,5468,785,Croatia,21,7,8658,106,109
189,189,4,14,5468,5470,785,Croatia,21,7,8658,109,102
190,190,14,9,5470,5469,785,Croatia,21,7,8658,102,112
191,191,9,2,5469,3471,785,Croatia,21,7,8658,112,103
192,192,2,1,3471,5461,785,Croatia,21,7,8658,103,105
193,193,1,2,5461,3471,785,Croatia,21,7,8658,105,103
194,194,2,9,3471,5469,785,Croatia,21,7,8658,103,112
195,195,9,4,5469,5468,785,Croatia,21,7,8658,112,109
196,196,4,5,5468,5457,785,Croatia,21,7,8658,109,110
197,197,5,20,5457,5474,785,Croatia,21,7,8658,110,107
198,198,20,5,5474,5457,785,Croatia,21,7,8658,107,110
199,199,5,9,5457,5469,785,Croatia,21,7,8658,110,112
200,200,9,12,5469,5463,785,Croatia,21,7,8658,112,106
201,201,12,2,5463,3471,785,Croatia,21,7,8658,106,103
202,202,2,1,3471,5461,785,Croatia,21,7,8658,103,105
203,203,1,16,5461,5465,785,Croatia,21,7,8658,105,111
204,204,1,12,5461,5463,785,Croatia,21,7,8658,105,106
205,205,12,1,5463,5461,785,Croatia,21,7,8658,106,105
206,206,12,14,5463,5470,785,Croatia,21,7,8658,106,102
207,207,4,0,5468,3444,785,Croatia,21,7,8658,109,104
208,208,0,2,3444,3471,785,Croatia,21,7,8658,104,103
209,209,2,9,3471,5469,785,Croatia,21,7,8658,103,112
210,210,9,12,5469,5463,785,Croatia,21,7,8658,112,106
211,211,12,1,5463,5461,785,Croatia,21,7,8658,106,105
212,212,1,12,5461,5463,785,Croatia,21,7,8658,105,106
213,213,12,20,5463,5474,785,Croatia,21,7,8658,106,107
214,214,14,16,5470,5465,785,Croatia,21,7,8658,102,111
215,215,14,2,5470,3471,785,Croatia,21,7,8658,102,103
216,216,1,14,5461,5470,785,Croatia,21,7,8658,105,102
217,217,14,4,5470,5468,785,Croatia,21,7,8658,102,109
218,218,12,16,5463,5465,785,Croatia,21,7,8658,106,111
219,219,14,9,5470,5469,785,Croatia,22,8,8658,113,114
220,220,9,12,5469,5463,785,Croatia,22,8,8658,114,115
221,221,12,9,5463,5469,785,Croatia,22,8,8658,115,114
222,222,9,1,5469,5461,785,Croatia,22,8,8658,114,116
223,223,1,20,5461,5474,785,Croatia,22,8,8658,116,117
224,224,1,11,5476,3009,771,France,23,8,8658,118,119
225,225,11,21,3009,5487,771,France,23,8,8658,119,120
226,226,2,4,5485,5492,771,France,23,8,8658,121,122
227,227,4,21,5492,5487,771,France,23,8,8658,122,120
228,228,21,15,5487,4375,771,France,23,8,8658,120,123
229,229,0,8,3099,20004,771,France,24,8,8658,124,125
230,230,1,8,5476,20004,771,France,24,8,8658,118,125
231,231,8,1,20004,5476,771,France,24,8,8658,125,118
232,232,1,23,5476,3604,771,France,24,8,8658,118,126
233,233,23,21,3604,5487,771,France,24,8,8658,126,120
234,234,9,12,5469,5463,785,Croatia,25,9,8658,127,128
235,235,12,9,5463,5469,785,Croatia,25,9,8658,128,127
236,236,9,1,5469,5461,785,Croatia,25,9,8658,127,129
237,237,1,2,5461,3471,785,Croatia,25,9,8658,129,130
238,238,2,4,3471,5468,785,Croatia,25,9,8658,130,131
239,239,4,2,5468,3471,785,Croatia,25,9,8658,131,130
240,240,2,12,3471,5463,785,Croatia,25,9,8658,130,128
241,241,12,1,5463,5461,785,Croatia,25,9,8658,128,129
242,242,22,12,5472,5463,785,Croatia,25,9,8658,132,128
243,243,12,1,5463,5461,785,Croatia,25,9,8658,128,129
244,244,9,1,5469,5461,785,Croatia,25,9,8658,127,129
245,245,1,2,5461,3471,785,Croatia,25,9,8658,129,130
246,246,2,14,3471,5470,785,Croatia,25,9,8658,130,133
247,247,14,16,5470,5465,785,Croatia,25,9,8658,133,134
248,248,12,2,5463,3471,785,Croatia,25,9,8658,128,130
249,249,22,16,5472,5465,785,Croatia,26,9,8658,132,134
250,250,1,9,5461,5469,785,Croatia,26,9,8658,129,127
251,251,9,1,5469,5461,785,Croatia,26,9,8658,127,129
252,252,1,9,5461,5469,785,Croatia,26,9,8658,129,127
253,253,9,2,5469,3471,785,Croatia,26,9,8658,127,130
254,254,2,4,3471,5468,785,Croatia,26,9,8658,130,131
255,255,4,14,5468,5470,785,Croatia,26,9,8658,131,133
256,256,14,5,5470,5457,785,Croatia,26,9,8658,133,135
257,257,5,14,5457,5470,785,Croatia,26,9,8658,135,133
258,258,14,9,5470,5469,785,Croatia,26,9,8658,133,127
259,259,9,12,5469,5463,785,Croatia,26,9,8658,127,128
260,260,12,9,5463,5469,785,Croatia,26,9,8658,128,127
261,261,16,1,5465,5461,785,Croatia,26,9,8658,134,129
262,262,12,9,5463,5469,785,Croatia,26,9,8658,128,127
263,263,9,12,5469,5463,785,Croatia,26,9,8658,127,128
264,264,12,16,5463,5465,785,Croatia,26,9,8658,128,134
265,265,9,1,5469,5461,785,Croatia,27,9,8658,127,129
266,266,1,12,5461,5463,785,Croatia,27,9,8658,129,128
267,267,12,14,5463,5470,785,Croatia,27,9,8658,128,133
268,268,14,4,5470,5468,785,Croatia,27,9,8658,133,131
269,269,4,9,5468,5469,785,Croatia,27,9,8658,131,127
270,270,9,14,5469,5470,785,Croatia,27,9,8658,127,133
271,271,14,12,5470,5463,785,Croatia,27,9,8658,133,128
272,272,5,20,5457,5474,785,Croatia,27,9,8658,135,136
273,273,5,14,5457,5470,785,Croatia,27,9,8658,135,133
274,274,14,22,5470,5472,785,Croatia,27,9,8658,133,132
275,275,5,20,5457,5474,785,Croatia,27,9,8658,135,136
276,276,4,12,5468,5463,785,Croatia,27,9,8658,131,128
277,277,1,2,5461,3471,785,Croatia,28,10,8658,137,138
278,278,1,9,5461,5469,785,Croatia,28,10,8658,137,139
279,279,5,20,5457,5474,785,Croatia,28,10,8658,140,141
280,280,20,14,5474,5470,785,Croatia,28,10,8658,141,142
281,281,14,12,5470,5463,785,Croatia,28,10,8658,142,143
282,282,12,1,5463,5461,785,Croatia,28,10,8658,143,137
283,283,1,12,5461,5463,785,Croatia,28,10,8658,137,143
284,284,12,16,5463,5465,785,Croatia,28,10,8658,143,144
285,285,12,16,5463,5465,785,Croatia,28,10,8658,143,144
286,286,9,22,5469,5472,785,Croatia,29,10,8658,139,145
287,287,22,1,5472,5461,785,Croatia,29,10,8658,145,137
288,288,1,2,5461,3471,785,Croatia,29,10,8658,137,138
289,289,2,9,3471,5469,785,Croatia,29,10,8658,138,139
290,290,9,14,5469,5470,785,Croatia,29,10,8658,139,142
291,291,9,5,5469,5457,785,Croatia,29,10,8658,139,140
292,292,5,20,5457,5474,785,Croatia,29,10,8658,140,141
293,293,14,1,5470,5461,785,Croatia,29,10,8658,142,137
294,294,16,20,5465,5474,785,Croatia,29,10,8658,144,141
295,295,5,23,5484,3604,771,France,30,10,8658,146,147
296,296,23,10,3604,5737,771,France,30,10,8658,147,148
297,297,10,21,5737,5487,771,France,30,10,8658,148,149
298,298,11,21,3009,5487,771,France,30,10,8658,150,149
299,299,21,8,5487,20004,771,France,30,10,8658,149,151
300,300,8,15,20004,4375,771,France,31,11,8658,152,153
301,301,10,5,5737,5484,771,France,31,11,8658,154,155
302,302,5,8,5484,20004,771,France,31,11,8658,155,152
303,303,8,15,20004,4375,771,France,31,11,8658,152,153
304,304,23,1,3604,5476,771,France,31,11,8658,156,157
305,305,1,23,5476,3604,771,France,31,11,8658,157,156
306,306,9,4,5469,5468,785,Croatia,32,11,8658,158,159
307,307,4,20,5468,5474,785,Croatia,32,11,8658,159,160
308,308,9,12,5469,5463,785,Croatia,32,11,8658,158,161
309,309,12,1,5463,5461,785,Croatia,32,11,8658,161,162
310,310,1,9,5461,5469,785,Croatia,32,11,8658,162,158
311,311,9,2,5469,3471,785,Croatia,32,11,8658,158,163
312,312,2,4,3471,5468,785,Croatia,32,11,8658,163,159
313,313,4,14,5468,5470,785,Croatia,32,11,8658,159,164
314,314,14,16,5470,5465,785,Croatia,32,11,8658,164,165
315,315,16,20,5465,5474,785,Croatia,32,11,8658,165,160
316,316,1,9,5461,5469,785,Croatia,32,11,8658,162,158
317,317,9,12,5469,5463,785,Croatia,32,11,8658,158,161
318,318,12,5,5463,5457,785,Croatia,32,11,8658,161,166
319,319,5,4,5457,5468,785,Croatia,32,11,8658,166,159
320,320,4,2,5468,3471,785,Croatia,32,11,8658,159,163
321,321,2,1,3471,5461,785,Croatia,32,11,8658,163,162
322,322,12,2,5463,3471,785,Croatia,32,11,8658,161,163
323,323,2,22,3471,5472,785,Croatia,32,11,8658,163,167
324,324,22,1,5472,5461,785,Croatia,32,11,8658,167,162
325,325,1,2,5461,3471,785,Croatia,32,11,8658,162,163
326,326,2,9,3471,5469,785,Croatia,32,11,8658,163,158
327,327,9,14,5469,5470,785,Croatia,32,11,8658,158,164
328,328,14,5,5470,5457,785,Croatia,32,11,8658,164,166
329,329,5,16,5457,5465,785,Croatia,32,11,8658,166,165
330,330,16,14,5465,5470,785,Croatia,32,11,8658,165,164
331,331,15,21,4375,5487,771,France,33,11,8658,153,168
332,332,21,10,5487,5737,771,France,33,11,8658,168,154
333,333,8,5,20004,5484,771,France,33,11,8658,152,155
334,334,5,15,5484,4375,771,France,33,11,8658,155,153
335,335,15,8,4375,20004,771,France,33,11,8658,153,152
336,336,8,10,20004,5737,771,France,33,11,8658,152,154
337,337,10,8,5737,20004,771,France,33,11,8658,154,152
338,338,5,11,5484,3009,771,France,33,11,8658,155,169
339,339,9,12,5469,5463,785,Croatia,34,12,8658,170,171
340,340,12,9,5463,5469,785,Croatia,34,12,8658,171,170
341,341,9,1,5469,5461,785,Croatia,34,12,8658,170,172
342,342,1,9,5461,5469,785,Croatia,34,12,8658,172,170
343,343,9,20,5469,5474,785,Croatia,34,12,8658,170,173
344,344,21,10,5487,5737,771,France,35,12,8658,174,175
345,345,10,15,5737,4375,771,France,35,12,8658,175,176
346,346,15,5,4375,5484,771,France,35,12,8658,176,177
347,347,10,15,5737,4375,771,France,35,12,8658,175,176
348,348,5,15,5484,4375,771,France,35,12,8658,177,176
349,349,4,8,5492,20004,771,France,36,12,8658,178,179
350,350,8,11,20004,3009,771,France,36,12,8658,179,180
351,351,11,8,3009,20004,771,France,36,12,8658,180,179
352,352,8,10,20004,5737,771,France,36,12,8658,179,175
353,353,10,4,5737,5492,771,France,36,12,8658,175,178
354,354,4,10,5492,5737,771,France,36,12,8658,178,175
355,355,10,2,5737,5485,771,France,36,12,8658,175,181
356,356,2,1,5485,5476,771,France,36,12,8658,181,182
357,357,1,2,5476,5485,771,France,36,12,8658,182,181
358,358,2,10,5485,5737,771,France,36,12,8658,181,175
359,359,10,8,5737,20004,771,France,36,12,8658,175,179
360,360,8,10,20004,5737,771,France,36,12,8658,179,175
361,361,8,23,20004,3604,771,France,36,12,8658,179,183
362,362,1,20,5461,5474,785,Croatia,37,13,8658,184,185
363,363,20,22,5474,5472,785,Croatia,37,13,8658,185,186
364,364,14,12,5470,5463,785,Croatia,37,13,8658,187,188
365,365,12,22,5463,5472,785,Croatia,37,13,8658,188,186
366,366,22,20,5472,5474,785,Croatia,37,13,8658,186,185
367,367,20,12,5474,5463,785,Croatia,37,13,8658,185,188
368,368,12,1,5463,5461,785,Croatia,37,13,8658,188,184
369,369,1,20,5461,5474,785,Croatia,37,13,8658,184,185
370,370,20,12,5474,5463,785,Croatia,37,13,8658,185,188
371,371,12,9,5463,5469,785,Croatia,37,13,8658,188,189
372,372,9,14,5469,5470,785,Croatia,37,13,8658,189,187
373,373,14,2,5470,3471,785,Croatia,37,13,8658,187,190
374,374,2,14,3471,5470,785,Croatia,37,13,8658,190,187
375,375,14,5,5470,5457,785,Croatia,37,13,8658,187,191
376,376,5,9,5457,5469,785,Croatia,37,13,8658,191,189
377,377,9,1,5469,5461,785,Croatia,37,13,8658,189,184
378,378,0,10,3099,5737,771,France,38,13,8658,192,193
379,379,15,10,4375,5737,771,France,38,13,8658,194,193
380,380,0,21,3099,5487,771,France,38,13,8658,192,195
381,381,15,5,5480,5484,771,France,38,13,8658,196,197
382,382,5,21,5484,5487,771,France,38,13,8658,197,195
383,383,8,11,20004,3009,771,France,39,13,8658,198,199
384,384,11,1,3009,5476,771,France,39,13,8658,199,200
385,385,10,21,5737,5487,771,France,39,13,8658,193,195
386,386,21,15,5487,5480,771,France,39,13,8658,195,196
387,387,15,23,5480,3604,771,France,39,13,8658,196,201
388,388,23,8,3604,20004,771,France,39,13,8658,201,198
389,389,9,1,5469,5461,785,Croatia,40,14,8658,202,203
390,390,22,1,5472,5461,785,Croatia,40,14,8658,204,203
391,391,1,20,5461,5474,785,Croatia,40,14,8658,203,205
392,392,22,12,5472,5463,785,Croatia,40,14,8658,204,206
393,393,12,9,5463,5469,785,Croatia,40,14,8658,206,202
394,394,9,16,5469,5460,785,Croatia,40,14,8658,202,207
395,395,16,5,5460,5457,785,Croatia,40,14,8658,207,208
396,396,5,20,5457,5474,785,Croatia,40,14,8658,208,205
397,397,12,9,5463,5469,785,Croatia,41,14,8658,206,202
398,398,9,4,5469,5468,785,Croatia,41,14,8658,202,209
399,399,4,12,5468,5463,785,Croatia,41,14,8658,209,206
400,400,12,16,5463,5460,785,Croatia,41,14,8658,206,207
401,401,16,14,5460,5470,785,Croatia,41,14,8658,207,210
402,402,14,22,5470,5472,785,Croatia,41,14,8658,210,204
403,403,2,12,3471,5463,785,Croatia,41,14,8658,211,206
404,404,12,9,5463,5469,785,Croatia,41,14,8658,206,202
405,405,9,12,5469,5463,785,Croatia,41,14,8658,202,206
406,406,12,1,5463,5461,785,Croatia,41,14,8658,206,203
407,407,1,9,5461,5469,785,Croatia,41,14,8658,203,202
408,408,9,2,5469,3471,785,Croatia,41,14,8658,202,211
409,409,2,14,3471,5470,785,Croatia,41,14,8658,211,210
410,410,14,5,5470,5457,785,Croatia,41,14,8658,210,208
411,411,5,14,5457,5470,785,Croatia,41,14,8658,208,210
412,412,14,1,5470,5461,785,Croatia,41,14,8658,210,203
413,413,1,12,5461,5463,785,Croatia,41,14,8658,203,206
414,414,12,22,5463,5472,785,Croatia,41,14,8658,206,204
415,415,4,22,5468,5472,785,Croatia,41,14,8658,209,204
416,416,0,2,3444,3471,785,Croatia,41,14,8658,212,211
417,417,2,1,3471,5461,785,Croatia,41,14,8658,211,203
418,418,1,9,5461,5469,785,Croatia,41,14,8658,203,202
419,419,9,16,5469,5460,785,Croatia,41,14,8658,202,207
420,420,16,9,5460,5469,785,Croatia,41,14,8658,207,202
421,421,9,5,5469,5457,785,Croatia,41,14,8658,202,208
422,422,14,2,5470,3471,785,Croatia,42,14,8658,210,211
423,423,2,9,3471,5469,785,Croatia,42,14,8658,211,202
424,424,9,12,5469,5463,785,Croatia,42,14,8658,202,206
425,425,12,2,5463,3471,785,Croatia,42,14,8658,206,211
426,426,2,4,3471,5468,785,Croatia,42,14,8658,211,209
427,427,4,12,5468,5463,785,Croatia,42,14,8658,209,206
428,428,12,9,5463,5469,785,Croatia,42,14,8658,206,202
429,429,9,20,5469,5474,785,Croatia,42,14,8658,202,205
430,430,4,2,5468,3471,785,Croatia,42,14,8658,209,211
431,431,2,14,3471,5470,785,Croatia,42,14,8658,211,210
432,432,14,12,5470,5463,785,Croatia,42,14,8658,210,206
433,433,12,9,5463,5469,785,Croatia,42,14,8658,206,202
434,434,9,1,5469,5461,785,Croatia,42,14,8658,202,203
435,435,1,9,5461,5469,785,Croatia,42,14,8658,203,202
436,436,9,16,5469,5460,785,Croatia,42,14,8658,202,207
437,437,16,5,5460,5457,785,Croatia,42,14,8658,207,208
438,438,5,14,5457,5470,785,Croatia,42,14,8658,208,210
439,439,22,12,5472,5463,785,Croatia,42,14,8658,204,206
440,440,12,20,5463,5474,785,Croatia,42,14,8658,206,205
441,441,20,1,5474,5461,785,Croatia,42,14,8658,205,203
442,442,1,12,5461,5463,785,Croatia,42,14,8658,203,206
443,443,12,2,5463,3471,785,Croatia,42,14,8658,206,211
444,444,2,14,3471,5470,785,Croatia,42,14,8658,211,210
