,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid,newfpos,newtpos,newfposname,newtposname
55,55,5,18,5263,5251,774,Egypt,8,8,7578,9,14,1,2,Def,Mid
56,56,18,15,5251,5261,774,Egypt,8,8,7578,14,17,2,2,Mid,Mid
57,57,21,5,5246,5248,783,Uruguay,9,9,7578,12,8,3,1,Fw,Def
58,58,5,21,5248,5246,783,Uruguay,9,9,7578,8,12,1,3,Def,Fw
59,59,14,12,5262,3568,774,Egypt,10,10,7578,18,13,2,2,Mid,Mid
60,60,20,23,5258,4319,783,Uruguay,11,11,7578,7,0,2,3,Mid,Fw
61,61,21,16,5246,5247,783,Uruguay,11,11,7578,12,2,3,2,Fw,Mid
62,62,4,1,4063,5250,774,Egypt,12,12,7578,10,19,1,1,Def,Def
63,63,1,18,5250,5251,774,Egypt,12,12,7578,19,14,1,2,Def,Mid
64,64,20,5,5258,5248,783,Uruguay,13,13,7578,7,8,2,1,Mid,Def
65,65,4,20,5249,5258,783,Uruguay,13,13,7578,5,7,1,2,Def,Mid
66,66,12,14,3568,5262,774,Egypt,14,14,7578,13,18,2,2,Mid,Mid
67,67,14,4,5262,4063,774,Egypt,14,14,7578,18,10,2,1,Mid,Def
68,68,4,5,4063,5263,774,Egypt,14,14,7578,10,9,1,1,Def,Def
69,69,5,12,5263,3568,774,Egypt,14,14,7578,9,13,1,2,Def,Mid
70,70,12,14,3568,5262,774,Egypt,14,14,7578,13,18,2,2,Mid,Mid
71,71,14,4,5262,4063,774,Egypt,14,14,7578,18,10,2,1,Mid,Def
72,72,4,2,4063,5254,774,Egypt,14,14,7578,10,16,1,1,Def,Def
73,73,2,18,5254,5251,774,Egypt,14,14,7578,16,14,1,2,Def,Mid
74,74,5,14,5248,5260,783,Uruguay,15,15,7578,8,6,1,2,Def,Mid
75,75,14,5,5262,5263,774,Egypt,16,16,7578,18,9,2,1,Mid,Def
76,76,5,18,5263,5251,774,Egypt,16,16,7578,9,14,1,2,Def,Mid
77,77,1,12,5264,5255,783,Uruguay,17,17,7578,4,3,1,2,Def,Mid
78,78,12,21,5255,5246,783,Uruguay,17,17,7578,3,12,2,3,Mid,Fw
79,79,4,5,4063,5263,774,Egypt,18,18,7578,10,9,1,1,Def,Def
80,80,16,21,5247,5246,783,Uruguay,19,19,7578,2,12,2,3,Mid,Fw
81,81,4,15,4063,5261,774,Egypt,20,20,7578,10,17,1,2,Def,Mid
82,82,16,21,5247,5246,783,Uruguay,21,21,7578,2,12,2,3,Mid,Fw
83,83,21,12,5246,5255,783,Uruguay,21,21,7578,12,3,3,2,Fw,Mid
84,84,12,23,5255,4319,783,Uruguay,21,21,7578,3,0,2,3,Mid,Fw
85,85,23,5,4319,5248,783,Uruguay,21,21,7578,0,8,3,1,Fw,Def
86,86,5,23,5248,4319,783,Uruguay,21,21,7578,8,0,1,3,Def,Fw
87,87,23,21,4319,5246,783,Uruguay,21,21,7578,0,12,3,3,Fw,Fw
88,88,12,2,5255,5259,783,Uruguay,21,21,7578,3,1,2,1,Mid,Def
89,89,2,12,5259,5255,783,Uruguay,21,21,7578,1,3,1,2,Def,Mid
90,90,12,4,5255,5249,783,Uruguay,21,21,7578,3,5,2,1,Mid,Def
91,91,4,5,5249,5248,783,Uruguay,21,21,7578,5,8,1,1,Def,Def
92,92,5,0,5248,5267,783,Uruguay,21,21,7578,8,20,1,0,Def,GK
93,93,0,2,5267,5259,783,Uruguay,21,21,7578,20,1,0,1,GK,Def
94,94,2,4,5259,5249,783,Uruguay,21,21,7578,1,5,1,1,Def,Def
95,95,4,14,5249,5260,783,Uruguay,21,21,7578,5,6,1,2,Def,Mid
96,96,14,2,5260,5259,783,Uruguay,21,21,7578,6,1,2,1,Mid,Def
97,97,2,0,5259,5267,783,Uruguay,21,21,7578,1,20,1,0,Def,GK
98,98,0,14,5267,5260,783,Uruguay,21,21,7578,20,6,0,2,GK,Mid
99,99,2,0,5259,5267,783,Uruguay,21,21,7578,1,20,1,0,Def,GK
100,100,0,2,5267,5259,783,Uruguay,21,21,7578,20,1,0,1,GK,Def
101,101,2,12,5259,5255,783,Uruguay,21,21,7578,1,3,1,2,Def,Mid
102,102,12,14,5255,5260,783,Uruguay,21,21,7578,3,6,2,2,Mid,Mid
103,103,14,4,5260,5249,783,Uruguay,21,21,7578,6,5,2,1,Mid,Def
104,104,4,21,5249,5246,783,Uruguay,21,21,7578,5,12,1,3,Def,Fw
105,105,14,20,5260,5258,783,Uruguay,21,21,7578,6,7,2,2,Mid,Mid
106,106,20,21,5258,5246,783,Uruguay,21,21,7578,7,12,2,3,Mid,Fw
107,107,21,23,5246,4319,783,Uruguay,21,21,7578,12,0,3,3,Fw,Fw
108,108,14,4,5262,4063,774,Egypt,22,22,7578,18,10,2,1,Mid,Def
109,109,4,2,4063,5254,774,Egypt,22,22,7578,10,16,1,1,Def,Def
110,110,2,14,5254,5262,774,Egypt,22,22,7578,16,18,1,2,Def,Mid
111,111,14,2,5262,5254,774,Egypt,22,22,7578,18,16,2,1,Mid,Def
112,112,2,4,5254,4063,774,Egypt,22,22,7578,16,10,1,1,Def,Def
113,113,4,18,4063,5251,774,Egypt,22,22,7578,10,14,1,2,Def,Mid
114,114,18,22,5251,5252,774,Egypt,22,22,7578,14,11,2,3,Mid,Fw
115,115,14,5,5260,5248,783,Uruguay,23,23,7578,6,8,2,1,Mid,Def
116,116,5,20,5248,5258,783,Uruguay,23,23,7578,8,7,1,2,Def,Mid
117,117,11,22,5253,5252,774,Egypt,24,24,7578,15,11,2,3,Mid,Fw
118,118,4,5,5249,5248,783,Uruguay,25,25,7578,5,8,1,1,Def,Def
119,119,11,18,5253,5251,774,Egypt,26,26,7578,15,14,2,2,Mid,Mid
120,120,1,11,5250,5253,774,Egypt,26,26,7578,19,15,1,2,Def,Mid
121,121,14,2,5262,5254,774,Egypt,26,26,7578,18,16,2,1,Mid,Def
122,122,1,12,5250,3568,774,Egypt,26,26,7578,19,13,1,2,Def,Mid
123,123,12,11,3568,5253,774,Egypt,26,26,7578,13,15,2,2,Mid,Mid
124,124,1,14,5250,5262,774,Egypt,26,26,7578,19,18,1,2,Def,Mid
125,125,14,12,5262,3568,774,Egypt,26,26,7578,18,13,2,2,Mid,Mid
126,126,12,1,3568,5250,774,Egypt,26,26,7578,13,19,2,1,Mid,Def
127,127,1,11,5250,5253,774,Egypt,26,26,7578,19,15,1,2,Def,Mid
128,128,11,14,5253,5262,774,Egypt,26,26,7578,15,18,2,2,Mid,Mid
129,129,1,2,5250,5254,774,Egypt,26,26,7578,19,16,1,1,Def,Def
130,130,2,4,5254,4063,774,Egypt,26,26,7578,16,10,1,1,Def,Def
131,131,4,18,4063,5251,774,Egypt,26,26,7578,10,14,1,2,Def,Mid
132,132,18,15,5251,5261,774,Egypt,26,26,7578,14,17,2,2,Mid,Mid
133,133,15,11,5261,5253,774,Egypt,26,26,7578,17,15,2,2,Mid,Mid
134,134,12,18,3568,5251,774,Egypt,26,26,7578,13,14,2,2,Mid,Mid
135,135,16,21,5247,5246,783,Uruguay,27,27,7578,2,12,2,3,Mid,Fw
136,136,0,4,5265,4063,774,Egypt,28,28,7578,21,10,0,1,GK,Def
137,137,4,14,4063,5262,774,Egypt,28,28,7578,10,18,1,2,Def,Mid
138,138,14,12,5262,3568,774,Egypt,28,28,7578,18,13,2,2,Mid,Mid
139,139,12,5,3568,5263,774,Egypt,28,28,7578,13,9,2,1,Mid,Def
140,140,5,15,5263,5261,774,Egypt,28,28,7578,9,17,1,2,Def,Mid
141,141,15,5,5261,5263,774,Egypt,28,28,7578,17,9,2,1,Mid,Def
142,142,5,4,5263,4063,774,Egypt,28,28,7578,9,10,1,1,Def,Def
143,143,4,2,4063,5254,774,Egypt,28,28,7578,10,16,1,1,Def,Def
144,144,2,1,5254,5250,774,Egypt,28,28,7578,16,19,1,1,Def,Def
145,145,1,12,5250,3568,774,Egypt,28,28,7578,19,13,1,2,Def,Mid
146,146,12,14,3568,5262,774,Egypt,28,28,7578,13,18,2,2,Mid,Mid
147,147,14,5,5262,5263,774,Egypt,28,28,7578,18,9,2,1,Mid,Def
148,148,5,4,5263,4063,774,Egypt,28,28,7578,9,10,1,1,Def,Def
149,149,4,12,4063,3568,774,Egypt,28,28,7578,10,13,1,2,Def,Mid
150,150,12,4,3568,4063,774,Egypt,28,28,7578,13,10,2,1,Mid,Def
151,151,4,18,4063,5251,774,Egypt,28,28,7578,10,14,1,2,Def,Mid
152,152,14,1,5262,5250,774,Egypt,28,28,7578,18,19,2,1,Mid,Def
153,153,1,14,5250,5262,774,Egypt,28,28,7578,19,18,1,2,Def,Mid
154,154,14,18,5262,5251,774,Egypt,28,28,7578,18,14,2,2,Mid,Mid
155,155,5,23,5248,4319,783,Uruguay,29,29,7578,8,0,1,3,Def,Fw
156,156,23,1,4319,5264,783,Uruguay,29,29,7578,0,4,3,1,Fw,Def
157,157,1,2,5264,5259,783,Uruguay,29,29,7578,4,1,1,1,Def,Def
158,158,2,12,5259,5255,783,Uruguay,29,29,7578,1,3,1,2,Def,Mid
159,159,12,2,5255,5259,783,Uruguay,29,29,7578,3,1,2,1,Mid,Def
160,160,2,4,5259,5249,783,Uruguay,29,29,7578,1,5,1,1,Def,Def
161,161,4,12,5249,5255,783,Uruguay,29,29,7578,5,3,1,2,Def,Mid
162,162,14,4,5260,5249,783,Uruguay,29,29,7578,6,5,2,1,Mid,Def
163,163,4,2,5249,5259,783,Uruguay,29,29,7578,5,1,1,1,Def,Def
164,164,2,12,5259,5255,783,Uruguay,29,29,7578,1,3,1,2,Def,Mid
165,165,12,21,5255,5246,783,Uruguay,29,29,7578,3,12,2,3,Mid,Fw
166,166,21,1,5246,5264,783,Uruguay,29,29,7578,12,4,3,1,Fw,Def
167,167,1,21,5264,5246,783,Uruguay,29,29,7578,4,12,1,3,Def,Fw
168,168,1,4,5264,5249,783,Uruguay,29,29,7578,4,5,1,1,Def,Def
169,169,4,12,5249,5255,783,Uruguay,29,29,7578,5,3,1,2,Def,Mid
170,170,12,21,5255,5246,783,Uruguay,29,29,7578,3,12,2,3,Mid,Fw
171,171,0,22,5265,5252,774,Egypt,30,30,7578,21,11,0,3,GK,Fw
172,172,12,5,5255,5248,783,Uruguay,31,31,7578,3,8,2,1,Mid,Def
173,173,5,12,5248,5255,783,Uruguay,31,31,7578,8,3,1,2,Def,Mid
174,174,18,2,5251,5254,774,Egypt,32,32,7578,14,16,2,1,Mid,Def
175,175,11,18,5253,5251,774,Egypt,32,32,7578,15,14,2,2,Mid,Mid
176,176,18,15,5251,5261,774,Egypt,32,32,7578,14,17,2,2,Mid,Mid
177,177,1,11,5250,5253,774,Egypt,32,32,7578,19,15,1,2,Def,Mid
178,178,11,18,5253,5251,774,Egypt,32,32,7578,15,14,2,2,Mid,Mid
179,179,1,18,5250,5251,774,Egypt,32,32,7578,19,14,1,2,Def,Mid
180,180,4,12,5249,5255,783,Uruguay,33,33,7578,5,3,1,2,Def,Mid
181,181,12,0,5255,5267,783,Uruguay,33,33,7578,3,20,2,0,Mid,GK
182,182,0,2,5267,5259,783,Uruguay,33,33,7578,20,1,0,1,GK,Def
183,183,2,14,5259,5260,783,Uruguay,33,33,7578,1,6,1,2,Def,Mid
184,184,14,4,5260,5249,783,Uruguay,33,33,7578,6,5,2,1,Mid,Def
185,185,4,2,5249,5259,783,Uruguay,33,33,7578,5,1,1,1,Def,Def
186,186,2,12,5259,5255,783,Uruguay,33,33,7578,1,3,1,2,Def,Mid
187,187,12,23,5255,4319,783,Uruguay,33,33,7578,3,0,2,3,Mid,Fw
188,188,1,16,5264,5247,783,Uruguay,33,33,7578,4,2,1,2,Def,Mid
189,189,16,12,5247,5255,783,Uruguay,33,33,7578,2,3,2,2,Mid,Mid
190,190,12,20,5255,5258,783,Uruguay,33,33,7578,3,7,2,2,Mid,Mid
191,191,18,4,5251,4063,774,Egypt,34,34,7578,14,10,2,1,Mid,Def
192,192,4,5,4063,5263,774,Egypt,34,34,7578,10,9,1,1,Def,Def
193,193,5,22,5263,5252,774,Egypt,34,34,7578,9,11,1,3,Def,Fw
194,194,4,16,5249,5247,783,Uruguay,35,35,7578,5,2,1,2,Def,Mid
195,195,14,5,5262,5263,774,Egypt,36,36,7578,18,9,2,1,Mid,Def
196,196,5,4,5263,4063,774,Egypt,36,36,7578,9,10,1,1,Def,Def
197,197,4,11,4063,5253,774,Egypt,36,36,7578,10,15,1,2,Def,Mid
198,198,2,12,5259,5255,783,Uruguay,37,37,7578,1,3,1,2,Def,Mid
199,199,12,4,5255,5249,783,Uruguay,37,37,7578,3,5,2,1,Mid,Def
200,200,4,14,5249,5260,783,Uruguay,37,37,7578,5,6,1,2,Def,Mid
201,201,14,2,5260,5259,783,Uruguay,37,37,7578,6,1,2,1,Mid,Def
202,202,14,2,5260,5259,783,Uruguay,37,37,7578,6,1,2,1,Mid,Def
203,203,2,1,5259,5264,783,Uruguay,37,37,7578,1,4,1,1,Def,Def
204,204,1,14,5264,5260,783,Uruguay,37,37,7578,4,6,1,2,Def,Mid
205,205,14,1,5260,5264,783,Uruguay,37,37,7578,6,4,2,1,Mid,Def
206,206,1,14,5264,5260,783,Uruguay,37,37,7578,4,6,1,2,Def,Mid
207,207,22,14,5252,5262,774,Egypt,38,38,7578,11,18,3,2,Fw,Mid
208,208,14,18,5262,5251,774,Egypt,38,38,7578,18,14,2,2,Mid,Mid
209,209,18,15,5251,5261,774,Egypt,38,38,7578,14,17,2,2,Mid,Mid
210,210,15,18,5261,5251,774,Egypt,38,38,7578,17,14,2,2,Mid,Mid
211,211,0,14,5267,5260,783,Uruguay,39,39,7578,20,6,0,2,GK,Mid
212,212,14,12,5260,5255,783,Uruguay,39,39,7578,6,3,2,2,Mid,Mid
213,213,12,4,5255,5249,783,Uruguay,39,39,7578,3,5,2,1,Mid,Def
214,214,4,5,5249,5248,783,Uruguay,39,39,7578,5,8,1,1,Def,Def
215,215,5,12,5248,5255,783,Uruguay,39,39,7578,8,3,1,2,Def,Mid
216,216,12,2,5255,5259,783,Uruguay,39,39,7578,3,1,2,1,Mid,Def
217,217,12,20,5255,5258,783,Uruguay,39,39,7578,3,7,2,2,Mid,Mid
218,218,1,22,5250,5252,774,Egypt,40,40,7578,19,11,1,3,Def,Fw
219,219,22,18,5252,5251,774,Egypt,40,40,7578,11,14,3,2,Fw,Mid
220,220,0,16,5267,5247,783,Uruguay,41,41,7578,20,2,0,2,GK,Mid
221,221,14,4,5262,4063,774,Egypt,42,42,7578,18,10,2,1,Mid,Def
222,222,4,2,4063,5254,774,Egypt,42,42,7578,10,16,1,1,Def,Def
223,223,2,11,5254,5253,774,Egypt,42,42,7578,16,15,1,2,Def,Mid
224,224,5,12,5248,5255,783,Uruguay,43,43,7578,8,3,1,2,Def,Mid
225,225,12,1,5255,5264,783,Uruguay,43,43,7578,3,4,2,1,Mid,Def
226,226,1,16,5264,5247,783,Uruguay,43,43,7578,4,2,1,2,Def,Mid
227,227,16,23,5247,4319,783,Uruguay,43,43,7578,2,0,2,3,Mid,Fw
228,228,23,21,4319,5246,783,Uruguay,43,43,7578,0,12,3,3,Fw,Fw
229,229,14,16,5260,5247,783,Uruguay,43,43,7578,6,2,2,2,Mid,Mid
230,230,16,20,5247,5258,783,Uruguay,43,43,7578,2,7,2,2,Mid,Mid
231,231,1,5,5264,5248,783,Uruguay,43,43,7578,4,8,1,1,Def,Def
232,232,1,18,5250,5251,774,Egypt,44,44,7578,19,14,1,2,Def,Mid
233,233,18,1,5251,5250,774,Egypt,44,44,7578,14,19,2,1,Mid,Def
234,234,1,11,5250,5253,774,Egypt,44,44,7578,19,15,1,2,Def,Mid
235,235,4,0,4063,5265,774,Egypt,44,44,7578,10,21,1,0,Def,GK
236,236,0,18,5265,5251,774,Egypt,44,44,7578,21,14,0,2,GK,Mid
237,237,1,4,5264,5249,783,Uruguay,45,45,7578,4,5,1,1,Def,Def
238,238,4,2,5249,5259,783,Uruguay,45,45,7578,5,1,1,1,Def,Def
239,239,2,14,5259,5260,783,Uruguay,45,45,7578,1,6,1,2,Def,Mid
240,240,14,5,5260,5248,783,Uruguay,45,45,7578,6,8,2,1,Mid,Def
241,241,5,4,5248,5249,783,Uruguay,45,45,7578,8,5,1,1,Def,Def
242,242,4,12,5249,5255,783,Uruguay,45,45,7578,5,3,1,2,Def,Mid
243,243,12,16,5255,5247,783,Uruguay,45,45,7578,3,2,2,2,Mid,Mid
244,244,1,4,5264,5249,783,Uruguay,45,45,7578,4,5,1,1,Def,Def
245,245,4,21,5249,5246,783,Uruguay,45,45,7578,5,12,1,3,Def,Fw
246,246,21,16,5246,5247,783,Uruguay,45,45,7578,12,2,3,2,Fw,Mid
247,247,16,12,5247,5255,783,Uruguay,45,45,7578,2,3,2,2,Mid,Mid
248,248,12,20,5255,5258,783,Uruguay,45,45,7578,3,7,2,2,Mid,Mid
249,249,0,22,5265,5252,774,Egypt,46,46,7578,21,11,0,3,GK,Fw
250,250,22,11,5252,5253,774,Egypt,46,46,7578,11,15,3,2,Fw,Mid
251,251,11,22,5253,5252,774,Egypt,46,46,7578,15,11,2,3,Mid,Fw
252,252,16,1,5247,5264,783,Uruguay,47,47,7578,2,4,2,1,Mid,Def
253,253,1,2,5264,5259,783,Uruguay,47,47,7578,4,1,1,1,Def,Def
254,254,2,14,5259,5260,783,Uruguay,47,47,7578,1,6,1,2,Def,Mid
255,255,14,12,5260,5255,783,Uruguay,47,47,7578,6,3,2,2,Mid,Mid
256,256,12,1,5255,5264,783,Uruguay,47,47,7578,3,4,2,1,Mid,Def
257,257,1,14,5264,5260,783,Uruguay,47,47,7578,4,6,1,2,Def,Mid
258,258,14,20,5260,5258,783,Uruguay,47,47,7578,6,7,2,2,Mid,Mid
259,259,20,14,5258,5260,783,Uruguay,47,47,7578,7,6,2,2,Mid,Mid
260,260,14,21,5260,5246,783,Uruguay,47,47,7578,6,12,2,3,Mid,Fw
261,261,21,16,5246,5247,783,Uruguay,47,47,7578,12,2,3,2,Fw,Mid
262,262,1,2,5264,5259,783,Uruguay,47,47,7578,4,1,1,1,Def,Def
263,263,2,14,5259,5260,783,Uruguay,47,47,7578,1,6,1,2,Def,Mid
264,264,14,5,5260,5248,783,Uruguay,47,47,7578,6,8,2,1,Mid,Def
265,265,5,20,5248,5258,783,Uruguay,47,47,7578,8,7,1,2,Def,Mid
266,266,20,23,5258,4319,783,Uruguay,47,47,7578,7,0,2,3,Mid,Fw
267,267,23,21,4319,5246,783,Uruguay,47,47,7578,0,12,3,3,Fw,Fw
268,268,14,18,5262,5251,774,Egypt,48,48,7578,18,14,2,2,Mid,Mid
269,269,18,15,5251,5261,774,Egypt,48,48,7578,14,17,2,2,Mid,Mid
270,270,2,1,5259,5264,783,Uruguay,49,49,7578,1,4,1,1,Def,Def
271,271,15,5,5261,5263,774,Egypt,50,50,7578,17,9,2,1,Mid,Def
272,272,5,14,5263,5262,774,Egypt,50,50,7578,9,18,1,2,Def,Mid
273,273,14,12,5262,3568,774,Egypt,50,50,7578,18,13,2,2,Mid,Mid
274,274,12,18,3568,5251,774,Egypt,50,50,7578,13,14,2,2,Mid,Mid
275,275,18,14,5251,5262,774,Egypt,50,50,7578,14,18,2,2,Mid,Mid
276,276,14,1,5262,5250,774,Egypt,50,50,7578,18,19,2,1,Mid,Def
277,277,1,14,5250,5262,774,Egypt,50,50,7578,19,18,1,2,Def,Mid
278,278,14,12,5262,3568,774,Egypt,50,50,7578,18,13,2,2,Mid,Mid
279,279,12,15,3568,5261,774,Egypt,50,50,7578,13,17,2,2,Mid,Mid
280,280,15,12,5261,3568,774,Egypt,50,50,7578,17,13,2,2,Mid,Mid
281,281,12,11,3568,5253,774,Egypt,50,50,7578,13,15,2,2,Mid,Mid
282,282,0,16,5267,5247,783,Uruguay,51,51,7578,20,2,0,2,GK,Mid
283,283,16,21,5247,5246,783,Uruguay,51,51,7578,2,12,2,3,Mid,Fw
284,284,4,15,4063,5261,774,Egypt,52,52,7578,10,17,1,2,Def,Mid
285,285,15,5,5261,5263,774,Egypt,52,52,7578,17,9,2,1,Mid,Def
286,286,5,12,5263,3568,774,Egypt,52,52,7578,9,13,1,2,Def,Mid
287,287,12,18,3568,5251,774,Egypt,52,52,7578,13,14,2,2,Mid,Mid
288,288,5,20,5248,5258,783,Uruguay,53,53,7578,8,7,1,2,Def,Mid
289,289,20,12,5258,5255,783,Uruguay,53,53,7578,7,3,2,2,Mid,Mid
290,290,12,23,5255,4319,783,Uruguay,53,53,7578,3,0,2,3,Mid,Fw
291,291,12,20,5255,5258,783,Uruguay,53,53,7578,3,7,2,2,Mid,Mid
292,292,18,22,5251,5252,774,Egypt,54,54,7578,14,11,2,3,Mid,Fw
293,293,4,1,5249,5264,783,Uruguay,55,55,7578,5,4,1,1,Def,Def
294,294,1,16,5264,5247,783,Uruguay,55,55,7578,4,2,1,2,Def,Mid
295,295,16,12,5247,5255,783,Uruguay,55,55,7578,2,3,2,2,Mid,Mid
296,296,0,22,5265,5252,774,Egypt,56,56,7578,21,11,0,3,GK,Fw
297,297,14,20,5260,5258,783,Uruguay,57,57,7578,6,7,2,2,Mid,Mid
298,298,12,14,3568,5262,774,Egypt,58,58,7578,13,18,2,2,Mid,Mid
299,299,14,11,5262,5253,774,Egypt,58,58,7578,18,15,2,2,Mid,Mid
300,300,1,18,5250,5251,774,Egypt,58,58,7578,19,14,1,2,Def,Mid
301,301,18,1,5251,5250,774,Egypt,58,58,7578,14,19,2,1,Mid,Def
302,302,1,18,5250,5251,774,Egypt,58,58,7578,19,14,1,2,Def,Mid
303,303,18,12,5251,3568,774,Egypt,58,58,7578,14,13,2,2,Mid,Mid
304,304,12,1,3568,5250,774,Egypt,58,58,7578,13,19,2,1,Mid,Def
305,305,20,12,5258,5255,783,Uruguay,59,59,7578,7,3,2,2,Mid,Mid
306,306,12,21,5255,5246,783,Uruguay,59,59,7578,3,12,2,3,Mid,Fw
307,307,1,4,5250,4063,774,Egypt,60,60,7578,19,10,1,1,Def,Def
308,308,4,15,4063,5261,774,Egypt,60,60,7578,10,17,1,2,Def,Mid
309,309,15,18,5261,5251,774,Egypt,60,60,7578,17,14,2,2,Mid,Mid
310,310,14,1,5260,5264,783,Uruguay,61,61,7578,6,4,2,1,Mid,Def
311,311,1,16,5264,5247,783,Uruguay,61,61,7578,4,2,1,2,Def,Mid
312,312,16,1,5247,5264,783,Uruguay,61,61,7578,2,4,2,1,Mid,Def
313,313,1,14,5264,5260,783,Uruguay,61,61,7578,4,6,1,2,Def,Mid
314,314,14,2,5260,5259,783,Uruguay,61,61,7578,6,1,2,1,Mid,Def
315,315,2,4,5259,5249,783,Uruguay,61,61,7578,1,5,1,1,Def,Def
316,316,4,14,5249,5260,783,Uruguay,61,61,7578,5,6,1,2,Def,Mid
