,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
203,203,5253,11,774,Egypt,14,2,Mid,4,RSM
204,204,5263,5,774,Egypt,14,1,Def,3,LSB
205,205,5265,0,774,Egypt,15,0,GK,0,GK
206,206,5251,18,774,Egypt,15,2,Mid,5,CM
207,207,3568,12,774,Egypt,15,2,Mid,5,CM
208,208,5261,15,774,Egypt,15,2,Mid,6,LSM
209,209,5263,5,774,Egypt,15,1,Def,3,LSB
210,210,3878,14,774,Egypt,15,2,Mid,5,CM
211,211,4063,4,774,Egypt,15,1,Def,2,CB
212,212,5252,22,774,Egypt,15,3,Fw,7,FW
213,213,5248,5,783,Uruguay,15,1,Def,3,LSB
214,214,5255,12,783,Uruguay,15,2,Mid,5,CM
215,215,5264,1,783,Uruguay,15,1,Def,1,RSB
216,216,5247,16,783,Uruguay,15,2,Mid,4,RSM
217,217,5260,14,783,Uruguay,15,2,Mid,5,CM
218,218,5253,11,774,Egypt,15,2,Mid,4,RSM
219,219,5250,1,774,Egypt,15,1,Def,1,RSB
220,220,4319,23,783,Uruguay,16,3,Fw,7,FW
221,221,5260,14,783,Uruguay,16,2,Mid,5,CM
222,222,5255,12,783,Uruguay,16,2,Mid,5,CM
223,223,5248,5,783,Uruguay,16,1,Def,3,LSB
224,224,5246,21,783,Uruguay,16,3,Fw,7,FW
225,225,5258,20,783,Uruguay,16,2,Mid,6,LSM
226,226,5259,2,783,Uruguay,16,1,Def,2,CB
227,227,5256,20,783,Uruguay,16,2,Mid,6,LSM
228,228,5249,4,783,Uruguay,16,1,Def,2,CB
229,229,5268,16,783,Uruguay,17,2,Mid,4,RSM
230,230,5264,1,783,Uruguay,17,1,Def,1,RSB
231,231,5255,12,783,Uruguay,17,2,Mid,5,CM
232,232,4319,23,783,Uruguay,17,3,Fw,7,FW
233,233,5246,21,783,Uruguay,17,3,Fw,7,FW
234,234,5256,20,783,Uruguay,17,2,Mid,6,LSM
235,235,5260,14,783,Uruguay,17,2,Mid,5,CM
236,236,5249,4,783,Uruguay,17,1,Def,2,CB
237,237,5267,0,783,Uruguay,17,0,GK,0,GK
238,238,5259,2,783,Uruguay,17,1,Def,2,CB
239,239,5248,5,783,Uruguay,17,1,Def,3,LSB
240,240,5249,4,783,Uruguay,18,1,Def,2,CB
241,241,5267,0,783,Uruguay,18,0,GK,0,GK
242,242,5248,5,783,Uruguay,18,1,Def,3,LSB
243,243,5260,14,783,Uruguay,18,2,Mid,5,CM
244,244,5259,2,783,Uruguay,18,1,Def,2,CB
245,245,5264,1,783,Uruguay,18,1,Def,1,RSB
246,246,4319,23,783,Uruguay,18,3,Fw,7,FW
247,247,5255,12,783,Uruguay,18,2,Mid,5,CM
248,248,5268,16,783,Uruguay,18,2,Mid,4,RSM
249,249,5256,20,783,Uruguay,18,2,Mid,6,LSM
250,250,5246,21,783,Uruguay,18,3,Fw,7,FW
251,251,5250,1,774,Egypt,19,1,Def,1,RSB
252,252,5251,18,774,Egypt,19,2,Mid,5,CM
253,253,3568,12,774,Egypt,19,2,Mid,5,CM
254,254,5257,22,774,Egypt,19,3,Fw,7,FW
255,255,5267,0,783,Uruguay,19,0,GK,0,GK
256,256,4319,23,783,Uruguay,19,3,Fw,7,FW
257,257,5246,21,783,Uruguay,19,3,Fw,7,FW
258,258,5264,1,783,Uruguay,19,1,Def,1,RSB
259,259,5255,12,783,Uruguay,19,2,Mid,5,CM
260,260,5256,20,783,Uruguay,19,2,Mid,6,LSM
261,261,5248,5,783,Uruguay,19,1,Def,3,LSB
262,262,5260,14,783,Uruguay,19,2,Mid,5,CM
263,263,5268,16,783,Uruguay,19,2,Mid,4,RSM
264,264,5249,4,783,Uruguay,19,1,Def,2,CB
265,265,5250,1,774,Egypt,20,1,Def,1,RSB
266,266,3878,14,774,Egypt,20,2,Mid,5,CM
267,267,5263,5,774,Egypt,20,1,Def,3,LSB
268,268,5253,11,774,Egypt,20,2,Mid,4,RSM
269,269,5257,22,774,Egypt,20,3,Fw,7,FW
270,270,3568,12,774,Egypt,20,2,Mid,5,CM
271,271,5251,18,774,Egypt,20,2,Mid,5,CM
272,272,5255,12,783,Uruguay,20,2,Mid,5,CM
273,273,5268,16,783,Uruguay,20,2,Mid,4,RSM
274,274,5264,1,783,Uruguay,20,1,Def,1,RSB
275,275,5260,14,783,Uruguay,20,2,Mid,5,CM
276,276,5256,20,783,Uruguay,20,2,Mid,6,LSM
277,277,5248,5,783,Uruguay,20,1,Def,3,LSB
278,278,4319,23,783,Uruguay,20,3,Fw,7,FW
279,279,5246,21,783,Uruguay,20,3,Fw,7,FW
280,280,5249,4,783,Uruguay,20,1,Def,2,CB
281,281,5267,0,783,Uruguay,20,0,GK,0,GK
282,282,5259,2,783,Uruguay,20,1,Def,2,CB
283,283,5259,2,783,Uruguay,21,1,Def,2,CB
284,284,5264,1,783,Uruguay,21,1,Def,1,RSB
285,285,5268,16,783,Uruguay,21,2,Mid,4,RSM
286,286,5255,12,783,Uruguay,21,2,Mid,5,CM
287,287,5260,14,783,Uruguay,21,2,Mid,5,CM
288,288,5246,21,783,Uruguay,21,3,Fw,7,FW
289,289,5248,5,783,Uruguay,21,1,Def,3,LSB
290,290,4319,23,783,Uruguay,21,3,Fw,7,FW
291,291,5256,20,783,Uruguay,21,2,Mid,6,LSM
292,292,5249,4,783,Uruguay,21,1,Def,2,CB
293,293,5267,0,783,Uruguay,21,0,GK,0,GK
294,294,4063,4,774,Egypt,22,1,Def,2,CB
295,295,5265,0,774,Egypt,22,0,GK,0,GK
296,296,5254,2,774,Egypt,22,1,Def,2,CB
297,297,3878,14,774,Egypt,22,2,Mid,5,CM
298,298,5250,1,774,Egypt,22,1,Def,1,RSB
299,299,5251,18,774,Egypt,22,2,Mid,5,CM
300,300,5253,11,774,Egypt,22,2,Mid,4,RSM
301,301,3568,12,774,Egypt,22,2,Mid,5,CM
302,302,5263,5,774,Egypt,22,1,Def,3,LSB
303,303,5257,22,774,Egypt,22,3,Fw,7,FW
304,304,5261,15,774,Egypt,22,2,Mid,6,LSM
305,305,5255,12,783,Uruguay,22,2,Mid,5,CM
306,306,5260,14,783,Uruguay,22,2,Mid,5,CM
307,307,5268,16,783,Uruguay,22,2,Mid,4,RSM
308,308,4319,23,783,Uruguay,22,3,Fw,7,FW
309,309,5248,5,783,Uruguay,22,1,Def,3,LSB
310,310,5249,4,783,Uruguay,22,1,Def,2,CB
311,311,5259,2,783,Uruguay,22,1,Def,2,CB
312,312,5256,20,783,Uruguay,22,2,Mid,6,LSM
313,313,5246,21,783,Uruguay,22,3,Fw,7,FW
314,314,5264,1,783,Uruguay,22,1,Def,1,RSB
315,315,5250,1,774,Egypt,23,1,Def,1,RSB
316,316,3568,12,774,Egypt,23,2,Mid,5,CM
317,317,5257,22,774,Egypt,23,3,Fw,7,FW
318,318,5261,15,774,Egypt,23,2,Mid,6,LSM
319,319,5251,18,774,Egypt,23,2,Mid,5,CM
320,320,5263,5,774,Egypt,23,1,Def,3,LSB
321,321,3878,14,774,Egypt,23,2,Mid,5,CM
322,322,3536,11,774,Egypt,23,2,Mid,4,RSM
323,323,5254,2,774,Egypt,23,1,Def,2,CB
324,324,5265,0,774,Egypt,23,0,GK,0,GK
325,325,5255,12,783,Uruguay,23,2,Mid,5,CM
326,326,5264,1,783,Uruguay,23,1,Def,1,RSB
327,327,5267,0,783,Uruguay,23,0,GK,0,GK
328,328,5259,2,783,Uruguay,23,1,Def,2,CB
329,329,5260,14,783,Uruguay,23,2,Mid,5,CM
330,330,4319,23,783,Uruguay,23,3,Fw,7,FW
331,331,5268,16,783,Uruguay,23,2,Mid,4,RSM
332,332,5249,4,783,Uruguay,23,1,Def,2,CB
333,333,5248,5,783,Uruguay,23,1,Def,3,LSB
334,334,5246,21,783,Uruguay,23,3,Fw,7,FW
335,335,5266,12,783,Uruguay,23,2,Mid,5,CM
336,336,5257,22,774,Egypt,24,3,Fw,7,FW
337,337,3878,14,774,Egypt,24,2,Mid,5,CM
338,338,5261,15,774,Egypt,24,2,Mid,6,LSM
339,339,5263,5,774,Egypt,24,1,Def,3,LSB
340,340,4063,4,774,Egypt,24,1,Def,2,CB
341,341,5254,2,774,Egypt,24,1,Def,2,CB
342,342,5248,5,783,Uruguay,24,1,Def,3,LSB
343,343,5260,14,783,Uruguay,24,2,Mid,5,CM
344,344,4319,23,783,Uruguay,24,3,Fw,7,FW
345,345,5256,20,783,Uruguay,24,2,Mid,6,LSM
346,346,5246,21,783,Uruguay,24,3,Fw,7,FW
347,347,5249,4,783,Uruguay,24,1,Def,2,CB
348,348,5267,0,783,Uruguay,24,0,GK,0,GK
349,349,5266,12,783,Uruguay,24,2,Mid,5,CM
350,350,5268,16,783,Uruguay,24,2,Mid,4,RSM
351,351,5264,1,783,Uruguay,24,1,Def,1,RSB
352,352,5259,2,783,Uruguay,24,1,Def,2,CB
353,353,5251,18,774,Egypt,24,2,Mid,5,CM
354,354,5560,18,794,Mexico,25,2,Mid,5,CM
355,355,5556,16,794,Mexico,25,2,Mid,4,RSM
356,356,5567,1,794,Mexico,25,1,Def,1,RSB
357,357,5563,10,794,Mexico,25,1,Def,6,LSM
358,358,5564,2,794,Mexico,25,1,Def,2,CB
359,359,5575,8,794,Mexico,25,1,Def,4,RSM
360,360,5573,4,794,Mexico,25,1,Def,2,CB
361,361,3058,22,794,Mexico,25,3,Fw,7,FW
362,362,5571,20,794,Mexico,25,2,Mid,6,LSM
363,363,5576,5,794,Mexico,25,1,Def,3,LSB
364,364,5577,0,794,Mexico,25,0,GK,0,GK
365,365,5563,10,794,Mexico,26,1,Def,6,LSM
366,366,5567,1,794,Mexico,26,1,Def,1,RSB
367,367,5564,2,794,Mexico,26,1,Def,2,CB
368,368,5573,4,794,Mexico,26,1,Def,2,CB
369,369,5556,16,794,Mexico,26,2,Mid,4,RSM
370,370,5560,18,794,Mexico,26,2,Mid,5,CM
371,371,5619,0,791,South Korea,26,0,GK,0,GK
372,372,5989,16,791,South Korea,26,2,Mid,4,RSM
373,373,5623,18,791,South Korea,26,2,Mid,5,CM
374,374,5988,8,791,South Korea,26,1,Def,4,RSM
375,375,5620,20,791,South Korea,26,2,Mid,6,LSM
376,376,5608,1,791,South Korea,26,1,Def,1,RSB
377,377,5577,0,794,Mexico,26,0,GK,0,GK
378,378,5576,5,794,Mexico,26,1,Def,3,LSB
379,379,5571,20,794,Mexico,26,2,Mid,6,LSM
380,380,5575,8,794,Mexico,26,1,Def,4,RSM
381,381,3058,22,794,Mexico,26,3,Fw,7,FW
382,382,3083,22,791,South Korea,27,3,Fw,7,FW
383,383,5608,1,791,South Korea,27,1,Def,1,RSB
384,384,5988,8,791,South Korea,27,1,Def,4,RSM
385,385,3605,10,791,South Korea,27,1,Def,6,LSM
386,386,5623,18,791,South Korea,27,2,Mid,5,CM
387,387,5604,4,791,South Korea,27,1,Def,2,CB
388,388,5610,5,791,South Korea,27,1,Def,3,LSB
389,389,5560,18,794,Mexico,27,2,Mid,5,CM
390,390,3058,22,794,Mexico,27,3,Fw,7,FW
391,391,5567,1,794,Mexico,27,1,Def,1,RSB
392,392,5563,10,794,Mexico,27,1,Def,6,LSM
393,393,5564,2,794,Mexico,27,1,Def,2,CB
394,394,5573,4,794,Mexico,27,1,Def,2,CB
395,395,5576,5,794,Mexico,27,1,Def,3,LSB
396,396,5577,0,794,Mexico,27,0,GK,0,GK
397,397,5575,8,794,Mexico,27,1,Def,4,RSM
398,398,5571,20,794,Mexico,27,2,Mid,6,LSM
399,399,5989,16,791,South Korea,27,2,Mid,4,RSM
400,400,5620,20,791,South Korea,27,2,Mid,6,LSM
401,401,5567,1,794,Mexico,28,1,Def,1,RSB
402,402,5556,16,794,Mexico,28,2,Mid,4,RSM
403,403,5575,8,794,Mexico,28,1,Def,4,RSM
404,404,5564,2,794,Mexico,28,1,Def,2,CB
405,405,5573,4,794,Mexico,28,1,Def,2,CB
406,406,5571,20,794,Mexico,28,2,Mid,6,LSM
407,407,5563,10,794,Mexico,28,1,Def,6,LSM
408,408,5576,5,794,Mexico,28,1,Def,3,LSB
409,409,5560,18,794,Mexico,28,2,Mid,5,CM
410,410,5620,20,791,South Korea,28,2,Mid,6,LSM
411,411,3083,22,791,South Korea,28,3,Fw,7,FW
412,412,3605,10,791,South Korea,28,1,Def,6,LSM
413,413,5623,18,791,South Korea,28,2,Mid,5,CM
414,414,3058,22,794,Mexico,28,3,Fw,7,FW
415,415,3083,22,791,South Korea,29,3,Fw,7,FW
416,416,3605,10,791,South Korea,29,1,Def,6,LSM
417,417,5606,2,791,South Korea,29,1,Def,2,CB
418,418,5604,4,791,South Korea,29,1,Def,2,CB
419,419,5619,0,791,South Korea,29,0,GK,0,GK
420,420,5608,1,791,South Korea,29,1,Def,1,RSB
421,421,5571,20,794,Mexico,29,2,Mid,6,LSM
422,422,5560,18,794,Mexico,29,2,Mid,5,CM
423,423,5563,10,794,Mexico,29,1,Def,6,LSM
424,424,5556,16,794,Mexico,29,2,Mid,4,RSM
425,425,5564,2,794,Mexico,29,1,Def,2,CB
426,426,5567,1,794,Mexico,29,1,Def,1,RSB
427,427,5577,0,794,Mexico,29,0,GK,0,GK
428,428,3058,22,794,Mexico,29,3,Fw,7,FW
429,429,5575,8,794,Mexico,29,1,Def,4,RSM
430,430,5576,5,794,Mexico,29,1,Def,3,LSB
431,431,5573,4,794,Mexico,29,1,Def,2,CB
432,432,5571,20,794,Mexico,30,2,Mid,6,LSM
433,433,5560,18,794,Mexico,30,2,Mid,5,CM
434,434,5563,10,794,Mexico,30,1,Def,6,LSM
435,435,5575,8,794,Mexico,30,1,Def,4,RSM
436,436,5564,2,794,Mexico,30,1,Def,2,CB
437,437,5577,0,794,Mexico,30,0,GK,0,GK
438,438,5573,4,794,Mexico,30,1,Def,2,CB
439,439,5567,1,794,Mexico,30,1,Def,1,RSB
440,440,5576,5,794,Mexico,30,1,Def,3,LSB
441,441,5556,16,794,Mexico,30,2,Mid,4,RSM
442,442,3058,22,794,Mexico,30,3,Fw,7,FW
443,443,5573,4,794,Mexico,31,1,Def,2,CB
444,444,5564,2,794,Mexico,31,1,Def,2,CB
445,445,5567,1,794,Mexico,31,1,Def,1,RSB
446,446,5575,8,794,Mexico,31,1,Def,4,RSM
447,447,5556,16,794,Mexico,31,2,Mid,4,RSM
448,448,5563,10,794,Mexico,31,1,Def,6,LSM
449,449,5571,20,794,Mexico,31,2,Mid,6,LSM
450,450,5606,2,791,South Korea,31,1,Def,2,CB
451,451,5988,8,791,South Korea,31,1,Def,4,RSM
452,452,5623,18,791,South Korea,31,2,Mid,5,CM
453,453,5610,5,791,South Korea,31,1,Def,3,LSB
454,454,3083,22,791,South Korea,31,3,Fw,7,FW
455,455,5604,4,791,South Korea,31,1,Def,2,CB
456,456,5608,1,791,South Korea,31,1,Def,1,RSB
457,457,5620,20,791,South Korea,31,2,Mid,6,LSM
458,458,5576,5,794,Mexico,32,1,Def,3,LSB
459,459,3058,22,794,Mexico,32,3,Fw,7,FW
460,460,5573,4,794,Mexico,32,1,Def,2,CB
461,461,5564,2,794,Mexico,32,1,Def,2,CB
462,462,5567,1,794,Mexico,32,1,Def,1,RSB
463,463,5560,18,794,Mexico,32,2,Mid,5,CM
464,464,5575,8,794,Mexico,32,1,Def,4,RSM
465,465,5556,16,794,Mexico,32,2,Mid,4,RSM
466,466,5563,10,794,Mexico,32,1,Def,6,LSM
467,467,5620,21,791,South Korea,32,3,Fw,7,FW
468,468,3083,23,791,South Korea,32,3,Fw,7,FW
469,469,5989,11,791,South Korea,32,2,Mid,4,RSM
470,470,5608,1,791,South Korea,32,1,Def,1,RSB
471,471,3605,10,791,South Korea,32,1,Def,6,LSM
472,472,5604,4,791,South Korea,32,1,Def,2,CB
