,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
173,173,4,21,5492,5487,771,France,21,7,8658,100,98
174,174,21,15,5487,4375,771,France,21,7,8658,98,101
175,175,0,8,3099,20004,771,France,22,8,8658,102,103
176,176,1,8,5476,20004,771,France,22,8,8658,104,103
177,177,8,1,20004,5476,771,France,22,8,8658,103,104
178,178,1,23,5476,3604,771,France,22,8,8658,104,105
179,179,23,21,3604,5487,771,France,22,8,8658,105,106
180,180,9,12,5469,5463,785,Croatia,23,8,8658,107,108
181,181,12,9,5463,5469,785,Croatia,23,8,8658,108,107
182,182,9,1,5469,5461,785,Croatia,23,8,8658,107,109
183,183,1,2,5461,3471,785,Croatia,23,8,8658,109,110
184,184,2,4,3471,5468,785,Croatia,23,8,8658,110,111
185,185,4,2,5468,3471,785,Croatia,23,8,8658,111,110
186,186,2,12,3471,5463,785,Croatia,23,8,8658,110,108
187,187,12,1,5463,5461,785,Croatia,23,8,8658,108,109
188,188,22,12,5472,5463,785,Croatia,23,8,8658,112,108
189,189,12,1,5463,5461,785,Croatia,23,8,8658,108,109
190,190,9,1,5469,5461,785,Croatia,23,8,8658,107,109
191,191,1,2,5461,3471,785,Croatia,23,8,8658,109,110
192,192,2,14,3471,5470,785,Croatia,23,8,8658,110,113
193,193,14,16,5470,5465,785,Croatia,23,8,8658,113,114
194,194,12,2,5463,3471,785,Croatia,23,8,8658,108,110
195,195,22,16,5472,5465,785,Croatia,24,8,8658,112,114
196,196,1,9,5461,5469,785,Croatia,24,8,8658,109,107
197,197,9,1,5469,5461,785,Croatia,24,8,8658,107,109
198,198,1,9,5461,5469,785,Croatia,24,8,8658,109,107
199,199,9,2,5469,3471,785,Croatia,24,8,8658,107,110
200,200,2,4,3471,5468,785,Croatia,24,8,8658,110,111
201,201,4,14,5468,5470,785,Croatia,24,8,8658,111,113
202,202,14,5,5470,5457,785,Croatia,24,8,8658,113,115
203,203,5,14,5457,5470,785,Croatia,24,8,8658,115,113
204,204,14,9,5470,5469,785,Croatia,24,8,8658,113,107
205,205,9,12,5469,5463,785,Croatia,24,8,8658,107,108
206,206,12,9,5463,5469,785,Croatia,24,8,8658,108,107
207,207,16,1,5465,5461,785,Croatia,24,8,8658,114,109
208,208,12,9,5463,5469,785,Croatia,24,8,8658,108,107
209,209,9,12,5469,5463,785,Croatia,24,8,8658,107,108
210,210,12,16,5463,5465,785,Croatia,24,8,8658,108,114
211,211,9,1,5469,5461,785,Croatia,25,9,8658,116,117
212,212,1,12,5461,5463,785,Croatia,25,9,8658,117,118
213,213,12,14,5463,5470,785,Croatia,25,9,8658,118,119
214,214,14,4,5470,5468,785,Croatia,25,9,8658,119,120
215,215,4,9,5468,5469,785,Croatia,25,9,8658,120,116
216,216,9,14,5469,5470,785,Croatia,25,9,8658,116,119
217,217,14,12,5470,5463,785,Croatia,25,9,8658,119,118
218,218,5,20,5457,5474,785,Croatia,25,9,8658,121,122
219,219,5,14,5457,5470,785,Croatia,25,9,8658,121,119
220,220,14,22,5470,5472,785,Croatia,25,9,8658,119,123
221,221,5,20,5457,5474,785,Croatia,25,9,8658,121,122
222,222,4,12,5468,5463,785,Croatia,25,9,8658,120,118
223,223,1,2,5461,3471,785,Croatia,26,9,8658,117,124
224,224,1,9,5461,5469,785,Croatia,26,9,8658,117,116
225,225,5,20,5457,5474,785,Croatia,26,9,8658,121,122
226,226,20,14,5474,5470,785,Croatia,26,9,8658,122,119
227,227,14,12,5470,5463,785,Croatia,26,9,8658,119,118
228,228,12,1,5463,5461,785,Croatia,26,9,8658,118,117
229,229,1,12,5461,5463,785,Croatia,26,9,8658,117,118
230,230,12,16,5463,5465,785,Croatia,26,9,8658,118,125
231,231,12,16,5463,5465,785,Croatia,26,9,8658,118,125
232,232,9,22,5469,5472,785,Croatia,27,9,8658,116,123
233,233,22,1,5472,5461,785,Croatia,27,9,8658,123,117
234,234,1,2,5461,3471,785,Croatia,27,9,8658,117,124
235,235,2,9,3471,5469,785,Croatia,27,9,8658,124,116
236,236,9,14,5469,5470,785,Croatia,27,9,8658,116,119
237,237,9,5,5469,5457,785,Croatia,27,9,8658,116,121
238,238,5,20,5457,5474,785,Croatia,27,9,8658,121,122
239,239,14,1,5470,5461,785,Croatia,27,9,8658,119,117
240,240,16,20,5465,5474,785,Croatia,27,9,8658,125,122
241,241,5,23,5484,3604,771,France,28,10,8658,126,127
242,242,23,10,3604,5737,771,France,28,10,8658,127,128
243,243,10,21,5737,5487,771,France,28,10,8658,128,129
244,244,11,21,3009,5487,771,France,28,10,8658,130,129
245,245,21,8,5487,20004,771,France,28,10,8658,129,131
246,246,8,15,20004,4375,771,France,29,10,8658,131,132
247,247,10,5,5737,5484,771,France,29,10,8658,128,126
248,248,5,8,5484,20004,771,France,29,10,8658,126,131
249,249,8,15,20004,4375,771,France,29,10,8658,131,132
250,250,23,1,3604,5476,771,France,29,10,8658,127,133
251,251,1,23,5476,3604,771,France,29,10,8658,133,127
252,252,15,21,4375,5487,771,France,30,10,8658,132,129
253,253,21,10,5487,5737,771,France,30,10,8658,129,128
254,254,8,5,20004,5484,771,France,30,10,8658,131,126
255,255,5,15,5484,4375,771,France,30,10,8658,126,132
256,256,15,8,4375,20004,771,France,30,10,8658,132,131
257,257,8,10,20004,5737,771,France,30,10,8658,131,128
258,258,10,8,5737,20004,771,France,30,10,8658,128,131
259,259,5,11,5484,3009,771,France,30,10,8658,126,130
260,260,9,12,5469,5463,785,Croatia,31,11,8658,134,135
261,261,12,9,5463,5469,785,Croatia,31,11,8658,135,134
262,262,9,1,5469,5461,785,Croatia,31,11,8658,134,136
263,263,1,9,5461,5469,785,Croatia,31,11,8658,136,134
264,264,9,20,5469,5474,785,Croatia,31,11,8658,134,137
265,265,21,10,5487,5737,771,France,32,11,8658,138,139
266,266,10,15,5737,4375,771,France,32,11,8658,139,140
267,267,15,5,4375,5484,771,France,32,11,8658,140,141
268,268,10,15,5737,4375,771,France,32,11,8658,139,140
269,269,5,15,5484,4375,771,France,32,11,8658,141,140
270,270,4,8,5492,20004,771,France,33,11,8658,142,143
271,271,8,11,20004,3009,771,France,33,11,8658,143,144
272,272,11,8,3009,20004,771,France,33,11,8658,144,143
273,273,8,10,20004,5737,771,France,33,11,8658,143,139
274,274,10,4,5737,5492,771,France,33,11,8658,139,142
275,275,4,10,5492,5737,771,France,33,11,8658,142,139
276,276,10,2,5737,5485,771,France,33,11,8658,139,145
277,277,2,1,5485,5476,771,France,33,11,8658,145,146
278,278,1,2,5476,5485,771,France,33,11,8658,146,145
279,279,2,10,5485,5737,771,France,33,11,8658,145,139
280,280,10,8,5737,20004,771,France,33,11,8658,139,143
281,281,8,10,20004,5737,771,France,33,11,8658,143,139
282,282,8,23,20004,3604,771,France,33,11,8658,143,147
283,283,1,20,5461,5474,785,Croatia,34,12,8658,148,149
284,284,20,22,5474,5472,785,Croatia,34,12,8658,149,150
285,285,14,12,5470,5463,785,Croatia,34,12,8658,151,152
286,286,12,22,5463,5472,785,Croatia,34,12,8658,152,150
287,287,22,20,5472,5474,785,Croatia,34,12,8658,150,149
288,288,20,12,5474,5463,785,Croatia,34,12,8658,149,152
289,289,12,1,5463,5461,785,Croatia,34,12,8658,152,148
290,290,1,20,5461,5474,785,Croatia,34,12,8658,148,149
291,291,20,12,5474,5463,785,Croatia,34,12,8658,149,152
292,292,12,9,5463,5469,785,Croatia,34,12,8658,152,153
293,293,9,14,5469,5470,785,Croatia,34,12,8658,153,151
294,294,14,2,5470,3471,785,Croatia,34,12,8658,151,154
295,295,2,14,3471,5470,785,Croatia,34,12,8658,154,151
296,296,14,5,5470,5457,785,Croatia,34,12,8658,151,155
297,297,5,9,5457,5469,785,Croatia,34,12,8658,155,153
298,298,9,1,5469,5461,785,Croatia,34,12,8658,153,148
299,299,0,10,3099,5737,771,France,35,12,8658,156,157
300,300,15,10,4375,5737,771,France,35,12,8658,158,157
301,301,0,21,3099,5487,771,France,35,12,8658,156,159
302,302,15,5,5480,5484,771,France,35,12,8658,160,161
303,303,5,21,5484,5487,771,France,35,12,8658,161,159
304,304,8,11,20004,3009,771,France,36,12,8658,162,163
305,305,11,1,3009,5476,771,France,36,12,8658,163,164
306,306,10,21,5737,5487,771,France,36,12,8658,157,159
307,307,21,15,5487,5480,771,France,36,12,8658,159,160
308,308,15,23,5480,3604,771,France,36,12,8658,160,165
309,309,23,8,3604,20004,771,France,36,12,8658,165,162
310,310,9,1,5469,5461,785,Croatia,37,13,8658,166,167
311,311,22,1,5472,5461,785,Croatia,37,13,8658,168,167
312,312,1,20,5461,5474,785,Croatia,37,13,8658,167,169
313,313,22,12,5472,5463,785,Croatia,37,13,8658,168,170
314,314,12,9,5463,5469,785,Croatia,37,13,8658,170,166
315,315,9,16,5469,5460,785,Croatia,37,13,8658,166,171
316,316,16,5,5460,5457,785,Croatia,37,13,8658,171,172
317,317,5,20,5457,5474,785,Croatia,37,13,8658,172,169
318,318,12,2,5463,3471,785,Croatia,38,13,8658,170,173
319,319,2,9,3471,5469,785,Croatia,38,13,8658,173,166
320,320,9,14,5469,5470,785,Croatia,38,13,8658,166,174
321,321,14,16,5470,5460,785,Croatia,38,13,8658,174,171
322,322,16,5,5460,5459,785,Croatia,38,13,8658,171,175
323,323,1,14,5461,5470,785,Croatia,38,13,8658,167,174
324,324,4,20,5468,5474,785,Croatia,38,13,8658,176,169
325,325,20,4,5474,5468,785,Croatia,38,13,8658,169,176
326,326,4,14,5468,5470,785,Croatia,38,13,8658,176,174
327,327,4,5,5468,5459,785,Croatia,39,13,8658,176,175
328,328,5,4,5459,5468,785,Croatia,39,13,8658,175,176
329,329,4,2,5468,3471,785,Croatia,39,13,8658,176,173
330,330,2,1,3471,5461,785,Croatia,39,13,8658,173,167
331,331,1,2,5461,3471,785,Croatia,39,13,8658,167,173
332,332,2,9,3471,5469,785,Croatia,39,13,8658,173,166
333,333,9,20,5469,5474,785,Croatia,39,13,8658,166,169
334,334,20,14,5474,5470,785,Croatia,39,13,8658,169,174
335,335,2,14,3471,5470,785,Croatia,39,13,8658,173,174
336,336,14,4,5470,5468,785,Croatia,39,13,8658,174,176
337,337,4,1,5468,5461,785,Croatia,39,13,8658,176,167
338,338,1,5,5461,5459,785,Croatia,39,13,8658,167,175
339,339,1,12,5461,5463,785,Croatia,40,14,8658,177,178
340,340,12,9,5463,5469,785,Croatia,40,14,8658,178,179
341,341,9,1,5469,5461,785,Croatia,40,14,8658,179,177
342,342,1,9,5461,5469,785,Croatia,40,14,8658,177,179
343,343,9,12,5469,5463,785,Croatia,40,14,8658,179,178
344,344,12,16,5463,5460,785,Croatia,40,14,8658,178,180
345,345,16,1,5460,5461,785,Croatia,40,14,8658,180,177
346,346,1,14,5461,5470,785,Croatia,40,14,8658,177,181
347,347,14,20,5470,5474,785,Croatia,40,14,8658,181,182
348,348,0,4,3444,5468,785,Croatia,40,14,8658,183,184
349,349,4,9,5468,5469,785,Croatia,40,14,8658,184,179
350,350,9,14,5469,5470,785,Croatia,40,14,8658,179,181
351,351,14,9,5470,5469,785,Croatia,40,14,8658,181,179
352,352,9,12,5469,5463,785,Croatia,40,14,8658,179,178
353,353,5,1,5459,5461,785,Croatia,40,14,8658,185,177
354,354,1,2,5461,3471,785,Croatia,40,14,8658,177,186
355,355,2,4,3471,5468,785,Croatia,40,14,8658,186,184
356,356,4,16,5468,5460,785,Croatia,40,14,8658,184,180
357,357,16,4,5460,5468,785,Croatia,40,14,8658,180,184
358,358,16,14,5460,5470,785,Croatia,40,14,8658,180,181
359,359,9,14,5469,5470,785,Croatia,41,14,8658,179,181
360,360,14,5,5470,5459,785,Croatia,41,14,8658,181,185
361,361,1,2,5461,3471,785,Croatia,41,14,8658,177,186
362,362,2,9,3471,5469,785,Croatia,41,14,8658,186,179
363,363,9,12,5469,5463,785,Croatia,41,14,8658,179,178
364,364,12,1,5463,5461,785,Croatia,41,14,8658,178,177
365,365,1,22,5461,5472,785,Croatia,41,14,8658,177,187
366,366,4,5,5492,5484,771,France,42,14,8658,188,189
367,367,5,10,5484,5737,771,France,42,14,8658,189,190
368,368,10,23,5737,5487,771,France,42,14,8658,190,191
369,369,23,15,5487,5480,771,France,42,14,8658,191,192
370,370,23,5,5487,5484,771,France,42,14,8658,191,189
371,371,5,23,5484,5487,771,France,42,14,8658,189,191
372,372,9,4,5469,5468,785,Croatia,43,15,8658,193,194
373,373,4,14,5468,5470,785,Croatia,43,15,8658,194,195
374,374,14,9,5470,5469,785,Croatia,43,15,8658,195,193
375,375,0,22,3444,5472,785,Croatia,43,15,8658,196,197
376,376,22,12,5472,5463,785,Croatia,43,15,8658,197,198
377,377,12,5,5463,5459,785,Croatia,43,15,8658,198,199
378,378,4,2,5468,3471,785,Croatia,44,15,8658,194,200
379,379,2,9,3471,5469,785,Croatia,44,15,8658,200,193
380,380,9,16,5469,5460,785,Croatia,44,15,8658,193,201
381,381,16,20,5460,5474,785,Croatia,44,15,8658,201,202
382,382,4,14,5468,5470,785,Croatia,44,15,8658,194,195
383,383,14,9,5470,5469,785,Croatia,44,15,8658,195,193
