,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
203,203,5263,5,774,Egypt,14,1,Def,3,LSB
204,204,5248,5,783,Uruguay,15,1,Def,3,LSB
205,205,5255,12,783,Uruguay,15,2,Mid,5,CM
206,206,5264,1,783,Uruguay,15,1,Def,1,RSB
207,207,5247,16,783,Uruguay,15,2,Mid,4,RSM
208,208,5260,14,783,Uruguay,15,2,Mid,5,CM
209,209,5261,15,774,Egypt,15,2,Mid,6,LSM
210,210,5251,18,774,Egypt,15,2,Mid,5,CM
211,211,5253,11,774,Egypt,15,2,Mid,4,RSM
212,212,5250,1,774,Egypt,15,1,Def,1,RSB
213,213,4319,23,783,Uruguay,15,3,Fw,7,FW
214,214,5246,21,783,Uruguay,15,3,Fw,7,FW
215,215,5255,12,783,Uruguay,16,2,Mid,5,CM
216,216,5258,20,783,Uruguay,16,2,Mid,6,LSM
217,217,5260,14,783,Uruguay,16,2,Mid,5,CM
218,218,5246,21,783,Uruguay,16,3,Fw,7,FW
219,219,5259,2,783,Uruguay,16,1,Def,2,CB
220,220,4319,23,783,Uruguay,16,3,Fw,7,FW
221,221,5256,20,783,Uruguay,16,2,Mid,6,LSM
222,222,5248,5,783,Uruguay,16,1,Def,3,LSB
223,223,5249,4,783,Uruguay,16,1,Def,2,CB
224,224,5268,16,783,Uruguay,16,2,Mid,4,RSM
225,225,5264,1,783,Uruguay,16,1,Def,1,RSB
226,226,5255,12,783,Uruguay,17,2,Mid,5,CM
227,227,5260,14,783,Uruguay,17,2,Mid,5,CM
228,228,4319,23,783,Uruguay,17,3,Fw,7,FW
229,229,5256,20,783,Uruguay,17,2,Mid,6,LSM
230,230,5268,16,783,Uruguay,17,2,Mid,4,RSM
231,231,5249,4,783,Uruguay,17,1,Def,2,CB
232,232,5267,0,783,Uruguay,17,0,GK,0,GK
233,233,5259,2,783,Uruguay,17,1,Def,2,CB
234,234,5248,5,783,Uruguay,17,1,Def,3,LSB
235,235,5246,21,783,Uruguay,17,3,Fw,7,FW
236,236,5264,1,783,Uruguay,17,1,Def,1,RSB
237,237,5259,2,783,Uruguay,18,1,Def,2,CB
238,238,5255,12,783,Uruguay,18,2,Mid,5,CM
239,239,5260,14,783,Uruguay,18,2,Mid,5,CM
240,240,5249,4,783,Uruguay,18,1,Def,2,CB
241,241,5267,0,783,Uruguay,18,0,GK,0,GK
242,242,5246,21,783,Uruguay,18,3,Fw,7,FW
243,243,5264,1,783,Uruguay,18,1,Def,1,RSB
244,244,5248,5,783,Uruguay,18,1,Def,3,LSB
245,245,5250,1,774,Egypt,18,1,Def,1,RSB
246,246,5251,18,774,Egypt,18,2,Mid,5,CM
247,247,3568,12,774,Egypt,18,2,Mid,5,CM
248,248,5257,22,774,Egypt,18,3,Fw,7,FW
249,249,5267,0,783,Uruguay,19,0,GK,0,GK
250,250,4319,23,783,Uruguay,19,3,Fw,7,FW
251,251,5246,21,783,Uruguay,19,3,Fw,7,FW
252,252,5264,1,783,Uruguay,19,1,Def,1,RSB
253,253,5255,12,783,Uruguay,19,2,Mid,5,CM
254,254,5256,20,783,Uruguay,19,2,Mid,6,LSM
255,255,5248,5,783,Uruguay,19,1,Def,3,LSB
256,256,5260,14,783,Uruguay,19,2,Mid,5,CM
257,257,5268,16,783,Uruguay,19,2,Mid,4,RSM
258,258,5249,4,783,Uruguay,19,1,Def,2,CB
259,259,5250,1,774,Egypt,19,1,Def,1,RSB
260,260,3878,14,774,Egypt,19,2,Mid,5,CM
261,261,5263,5,774,Egypt,19,1,Def,3,LSB
262,262,5253,11,774,Egypt,19,2,Mid,4,RSM
263,263,5257,22,774,Egypt,19,3,Fw,7,FW
264,264,3568,12,774,Egypt,19,2,Mid,5,CM
265,265,5251,18,774,Egypt,19,2,Mid,5,CM
266,266,5255,12,783,Uruguay,20,2,Mid,5,CM
267,267,5268,16,783,Uruguay,20,2,Mid,4,RSM
268,268,5264,1,783,Uruguay,20,1,Def,1,RSB
269,269,5260,14,783,Uruguay,20,2,Mid,5,CM
270,270,5256,20,783,Uruguay,20,2,Mid,6,LSM
271,271,5248,5,783,Uruguay,20,1,Def,3,LSB
272,272,4319,23,783,Uruguay,20,3,Fw,7,FW
273,273,5246,21,783,Uruguay,20,3,Fw,7,FW
274,274,5249,4,783,Uruguay,20,1,Def,2,CB
275,275,5267,0,783,Uruguay,20,0,GK,0,GK
276,276,5259,2,783,Uruguay,20,1,Def,2,CB
277,277,5259,2,783,Uruguay,21,1,Def,2,CB
278,278,5260,14,783,Uruguay,21,2,Mid,5,CM
279,279,5248,5,783,Uruguay,21,1,Def,3,LSB
280,280,4319,23,783,Uruguay,21,3,Fw,7,FW
281,281,5256,20,783,Uruguay,21,2,Mid,6,LSM
282,282,5255,12,783,Uruguay,21,2,Mid,5,CM
283,283,5264,1,783,Uruguay,21,1,Def,1,RSB
284,284,5249,4,783,Uruguay,21,1,Def,2,CB
285,285,5246,21,783,Uruguay,21,3,Fw,7,FW
286,286,5267,0,783,Uruguay,21,0,GK,0,GK
287,287,5268,16,783,Uruguay,21,2,Mid,4,RSM
288,288,4063,4,774,Egypt,21,1,Def,2,CB
289,289,5265,0,774,Egypt,21,0,GK,0,GK
290,290,5254,2,774,Egypt,21,1,Def,2,CB
291,291,3878,14,774,Egypt,21,2,Mid,5,CM
292,292,5250,1,774,Egypt,21,1,Def,1,RSB
293,293,5251,18,774,Egypt,21,2,Mid,5,CM
294,294,5253,11,774,Egypt,21,2,Mid,4,RSM
295,295,3568,12,774,Egypt,21,2,Mid,5,CM
296,296,5263,5,774,Egypt,21,1,Def,3,LSB
297,297,5257,22,774,Egypt,21,3,Fw,7,FW
298,298,5261,15,774,Egypt,21,2,Mid,6,LSM
299,299,5255,12,783,Uruguay,22,2,Mid,5,CM
300,300,5260,14,783,Uruguay,22,2,Mid,5,CM
301,301,5268,16,783,Uruguay,22,2,Mid,4,RSM
302,302,4319,23,783,Uruguay,22,3,Fw,7,FW
303,303,5248,5,783,Uruguay,22,1,Def,3,LSB
304,304,5249,4,783,Uruguay,22,1,Def,2,CB
305,305,5259,2,783,Uruguay,22,1,Def,2,CB
306,306,5256,20,783,Uruguay,22,2,Mid,6,LSM
307,307,5246,21,783,Uruguay,22,3,Fw,7,FW
308,308,5264,1,783,Uruguay,22,1,Def,1,RSB
309,309,5250,1,774,Egypt,22,1,Def,1,RSB
310,310,3568,12,774,Egypt,22,2,Mid,5,CM
311,311,5257,22,774,Egypt,22,3,Fw,7,FW
312,312,5261,15,774,Egypt,22,2,Mid,6,LSM
313,313,5251,18,774,Egypt,22,2,Mid,5,CM
314,314,5263,5,774,Egypt,22,1,Def,3,LSB
315,315,3878,14,774,Egypt,22,2,Mid,5,CM
316,316,3536,11,774,Egypt,22,2,Mid,4,RSM
317,317,5254,2,774,Egypt,22,1,Def,2,CB
318,318,5265,0,774,Egypt,22,0,GK,0,GK
319,319,5255,12,783,Uruguay,23,2,Mid,5,CM
320,320,5264,1,783,Uruguay,23,1,Def,1,RSB
321,321,5267,0,783,Uruguay,23,0,GK,0,GK
322,322,5259,2,783,Uruguay,23,1,Def,2,CB
323,323,5260,14,783,Uruguay,23,2,Mid,5,CM
324,324,4319,23,783,Uruguay,23,3,Fw,7,FW
325,325,5268,16,783,Uruguay,23,2,Mid,4,RSM
326,326,5249,4,783,Uruguay,23,1,Def,2,CB
327,327,5248,5,783,Uruguay,23,1,Def,3,LSB
328,328,5246,21,783,Uruguay,23,3,Fw,7,FW
329,329,5266,12,783,Uruguay,23,2,Mid,5,CM
330,330,5257,22,774,Egypt,23,3,Fw,7,FW
331,331,3878,14,774,Egypt,23,2,Mid,5,CM
332,332,5261,15,774,Egypt,23,2,Mid,6,LSM
333,333,5263,5,774,Egypt,23,1,Def,3,LSB
334,334,4063,4,774,Egypt,23,1,Def,2,CB
335,335,5254,2,774,Egypt,23,1,Def,2,CB
336,336,5251,18,774,Egypt,24,2,Mid,5,CM
337,337,5261,15,774,Egypt,24,2,Mid,6,LSM
338,338,5263,5,774,Egypt,24,1,Def,3,LSB
339,339,4063,4,774,Egypt,24,1,Def,2,CB
340,340,5257,22,774,Egypt,24,3,Fw,7,FW
341,341,5560,18,794,Mexico,24,2,Mid,5,CM
342,342,5556,16,794,Mexico,24,2,Mid,4,RSM
343,343,5567,1,794,Mexico,24,1,Def,1,RSB
344,344,5563,10,794,Mexico,24,1,Def,6,LSM
345,345,5564,2,794,Mexico,24,1,Def,2,CB
346,346,5575,8,794,Mexico,24,1,Def,4,RSM
347,347,5573,4,794,Mexico,24,1,Def,2,CB
348,348,3058,22,794,Mexico,24,3,Fw,7,FW
349,349,5571,20,794,Mexico,24,2,Mid,6,LSM
350,350,5576,5,794,Mexico,24,1,Def,3,LSB
351,351,5577,0,794,Mexico,24,0,GK,0,GK
352,352,5563,10,794,Mexico,25,1,Def,6,LSM
353,353,5573,4,794,Mexico,25,1,Def,2,CB
354,354,5564,2,794,Mexico,25,1,Def,2,CB
355,355,3058,22,794,Mexico,25,3,Fw,7,FW
356,356,5560,18,794,Mexico,25,2,Mid,5,CM
357,357,5556,16,794,Mexico,25,2,Mid,4,RSM
358,358,5567,1,794,Mexico,25,1,Def,1,RSB
359,359,5619,0,791,South Korea,25,0,GK,0,GK
360,360,5989,16,791,South Korea,25,2,Mid,4,RSM
361,361,5623,18,791,South Korea,25,2,Mid,5,CM
362,362,5988,8,791,South Korea,25,1,Def,4,RSM
363,363,5620,20,791,South Korea,25,2,Mid,6,LSM
364,364,5608,1,791,South Korea,25,1,Def,1,RSB
365,365,3083,22,791,South Korea,26,3,Fw,7,FW
366,366,5608,1,791,South Korea,26,1,Def,1,RSB
367,367,5988,8,791,South Korea,26,1,Def,4,RSM
368,368,3605,10,791,South Korea,26,1,Def,6,LSM
369,369,5623,18,791,South Korea,26,2,Mid,5,CM
370,370,5604,4,791,South Korea,26,1,Def,2,CB
371,371,5610,5,791,South Korea,26,1,Def,3,LSB
372,372,5560,18,794,Mexico,26,2,Mid,5,CM
373,373,3058,22,794,Mexico,26,3,Fw,7,FW
374,374,5567,1,794,Mexico,26,1,Def,1,RSB
375,375,5563,10,794,Mexico,26,1,Def,6,LSM
376,376,5564,2,794,Mexico,26,1,Def,2,CB
377,377,5573,4,794,Mexico,26,1,Def,2,CB
378,378,5576,5,794,Mexico,26,1,Def,3,LSB
379,379,5577,0,794,Mexico,26,0,GK,0,GK
380,380,5575,8,794,Mexico,26,1,Def,4,RSM
381,381,5571,20,794,Mexico,26,2,Mid,6,LSM
382,382,5989,16,791,South Korea,26,2,Mid,4,RSM
383,383,5620,20,791,South Korea,26,2,Mid,6,LSM
384,384,5620,20,791,South Korea,27,2,Mid,6,LSM
385,385,3083,22,791,South Korea,27,3,Fw,7,FW
386,386,3605,10,791,South Korea,27,1,Def,6,LSM
387,387,5623,18,791,South Korea,27,2,Mid,5,CM
388,388,5563,10,794,Mexico,27,1,Def,6,LSM
389,389,5560,18,794,Mexico,27,2,Mid,5,CM
390,390,5556,16,794,Mexico,27,2,Mid,4,RSM
391,391,3058,22,794,Mexico,27,3,Fw,7,FW
392,392,5571,20,794,Mexico,27,2,Mid,6,LSM
393,393,5606,2,791,South Korea,27,1,Def,2,CB
394,394,5604,4,791,South Korea,27,1,Def,2,CB
395,395,5619,0,791,South Korea,27,0,GK,0,GK
396,396,5608,1,791,South Korea,27,1,Def,1,RSB
397,397,5571,20,794,Mexico,28,2,Mid,6,LSM
398,398,5560,18,794,Mexico,28,2,Mid,5,CM
399,399,5563,10,794,Mexico,28,1,Def,6,LSM
400,400,5556,16,794,Mexico,28,2,Mid,4,RSM
401,401,5564,2,794,Mexico,28,1,Def,2,CB
402,402,5567,1,794,Mexico,28,1,Def,1,RSB
403,403,5577,0,794,Mexico,28,0,GK,0,GK
404,404,3058,22,794,Mexico,28,3,Fw,7,FW
405,405,5575,8,794,Mexico,28,1,Def,4,RSM
406,406,5573,4,794,Mexico,28,1,Def,2,CB
407,407,5576,5,794,Mexico,28,1,Def,3,LSB
408,408,5575,8,794,Mexico,29,1,Def,4,RSM
409,409,5576,5,794,Mexico,29,1,Def,3,LSB
410,410,5577,0,794,Mexico,29,0,GK,0,GK
411,411,5564,2,794,Mexico,29,1,Def,2,CB
412,412,5573,4,794,Mexico,29,1,Def,2,CB
413,413,5567,1,794,Mexico,29,1,Def,1,RSB
414,414,3058,22,794,Mexico,29,3,Fw,7,FW
415,415,5563,10,794,Mexico,29,1,Def,6,LSM
416,416,5560,18,794,Mexico,29,2,Mid,5,CM
417,417,5556,16,794,Mexico,29,2,Mid,4,RSM
418,418,5571,20,794,Mexico,29,2,Mid,6,LSM
419,419,5606,2,791,South Korea,29,1,Def,2,CB
420,420,5988,8,791,South Korea,29,1,Def,4,RSM
421,421,5623,18,791,South Korea,29,2,Mid,5,CM
422,422,5610,5,791,South Korea,29,1,Def,3,LSB
423,423,3083,22,791,South Korea,29,3,Fw,7,FW
424,424,5604,4,791,South Korea,29,1,Def,2,CB
425,425,5608,1,791,South Korea,30,1,Def,1,RSB
426,426,5606,2,791,South Korea,30,1,Def,2,CB
427,427,5988,8,791,South Korea,30,1,Def,4,RSM
428,428,5604,4,791,South Korea,30,1,Def,2,CB
429,429,5610,5,791,South Korea,30,1,Def,3,LSB
430,430,5623,18,791,South Korea,30,2,Mid,5,CM
431,431,5620,20,791,South Korea,30,2,Mid,6,LSM
432,432,5576,5,794,Mexico,30,1,Def,3,LSB
433,433,3058,22,794,Mexico,30,3,Fw,7,FW
434,434,5573,4,794,Mexico,30,1,Def,2,CB
435,435,5564,2,794,Mexico,30,1,Def,2,CB
436,436,5567,1,794,Mexico,30,1,Def,1,RSB
437,437,5560,18,794,Mexico,30,2,Mid,5,CM
438,438,5575,8,794,Mexico,30,1,Def,4,RSM
439,439,5556,16,794,Mexico,30,2,Mid,4,RSM
440,440,5563,10,794,Mexico,30,1,Def,6,LSM
441,441,3083,23,791,South Korea,30,3,Fw,7,FW
442,442,5989,11,791,South Korea,30,2,Mid,4,RSM
443,443,3605,10,791,South Korea,30,1,Def,6,LSM
444,444,5573,4,794,Mexico,31,1,Def,2,CB
445,445,5575,8,794,Mexico,31,1,Def,4,RSM
446,446,3058,22,794,Mexico,31,3,Fw,7,FW
447,447,5563,10,794,Mexico,31,1,Def,6,LSM
448,448,5560,18,794,Mexico,31,2,Mid,5,CM
449,449,5576,5,794,Mexico,31,1,Def,3,LSB
450,450,5564,2,794,Mexico,31,1,Def,2,CB
451,451,5567,1,794,Mexico,31,1,Def,1,RSB
452,452,5577,0,794,Mexico,31,0,GK,0,GK
453,453,5556,16,794,Mexico,31,2,Mid,4,RSM
454,454,5988,8,791,South Korea,31,1,Def,4,RSM
455,455,5620,20,791,South Korea,31,2,Mid,6,LSM
456,456,5610,5,791,South Korea,31,1,Def,3,LSB
457,457,5604,4,791,South Korea,31,1,Def,2,CB
458,458,3083,22,791,South Korea,31,3,Fw,7,FW
459,459,5623,18,791,South Korea,31,2,Mid,5,CM
460,460,3605,10,791,South Korea,31,1,Def,6,LSM
461,461,5606,2,791,South Korea,31,1,Def,2,CB
462,462,5608,1,791,South Korea,31,1,Def,1,RSB
463,463,5989,16,791,South Korea,31,2,Mid,4,RSM
464,464,5571,20,794,Mexico,32,2,Mid,6,LSM
465,465,5575,8,794,Mexico,32,1,Def,4,RSM
466,466,3058,22,794,Mexico,32,3,Fw,7,FW
467,467,5567,1,794,Mexico,32,1,Def,1,RSB
468,468,5564,2,794,Mexico,32,1,Def,2,CB
469,469,5573,4,794,Mexico,32,1,Def,2,CB
470,470,5576,5,794,Mexico,32,1,Def,3,LSB
471,471,5619,0,791,South Korea,32,0,GK,0,GK
472,472,5989,16,791,South Korea,32,2,Mid,4,RSM
473,473,5610,5,791,South Korea,32,1,Def,3,LSB
