,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
169,169,16,20,5465,5474,785,Croatia,10,4,8658,47,42
170,170,1,9,5461,5469,785,Croatia,10,4,8658,44,40
171,171,9,12,5469,5463,785,Croatia,10,4,8658,40,43
172,172,12,5,5463,5457,785,Croatia,10,4,8658,43,48
173,173,5,4,5457,5468,785,Croatia,10,4,8658,48,41
174,174,4,2,5468,3471,785,Croatia,10,4,8658,41,45
175,175,2,1,3471,5461,785,Croatia,10,4,8658,45,44
176,176,12,2,5463,3471,785,Croatia,10,4,8658,43,45
177,177,2,22,3471,5472,785,Croatia,10,4,8658,45,49
178,178,22,1,5472,5461,785,Croatia,10,4,8658,49,44
179,179,1,2,5461,3471,785,Croatia,10,4,8658,44,45
180,180,2,9,3471,5469,785,Croatia,10,4,8658,45,40
181,181,9,14,5469,5470,785,Croatia,10,4,8658,40,46
182,182,14,5,5470,5457,785,Croatia,10,4,8658,46,48
183,183,5,16,5457,5465,785,Croatia,10,4,8658,48,47
184,184,16,14,5465,5470,785,Croatia,10,4,8658,47,46
185,185,4,8,5492,20004,771,France,11,4,8658,50,51
186,186,8,11,20004,3009,771,France,11,4,8658,51,52
187,187,11,8,3009,20004,771,France,11,4,8658,52,51
188,188,8,10,20004,5737,771,France,11,4,8658,51,53
189,189,10,4,5737,5492,771,France,11,4,8658,53,50
190,190,4,10,5492,5737,771,France,11,4,8658,50,53
191,191,10,2,5737,5485,771,France,11,4,8658,53,54
192,192,2,1,5485,5476,771,France,11,4,8658,54,55
193,193,1,2,5476,5485,771,France,11,4,8658,55,54
194,194,2,10,5485,5737,771,France,11,4,8658,54,53
195,195,10,8,5737,20004,771,France,11,4,8658,53,51
196,196,8,10,20004,5737,771,France,11,4,8658,51,53
197,197,8,23,20004,3604,771,France,11,4,8658,51,56
198,198,1,20,5461,5474,785,Croatia,12,4,8658,44,42
199,199,20,22,5474,5472,785,Croatia,12,4,8658,42,49
200,200,14,12,5470,5463,785,Croatia,12,4,8658,46,43
201,201,12,22,5463,5472,785,Croatia,12,4,8658,43,49
202,202,22,20,5472,5474,785,Croatia,12,4,8658,49,42
203,203,20,12,5474,5463,785,Croatia,12,4,8658,42,43
204,204,12,1,5463,5461,785,Croatia,12,4,8658,43,44
205,205,1,20,5461,5474,785,Croatia,12,4,8658,44,42
206,206,20,12,5474,5463,785,Croatia,12,4,8658,42,43
207,207,12,9,5463,5469,785,Croatia,12,4,8658,43,40
208,208,9,14,5469,5470,785,Croatia,12,4,8658,40,46
209,209,14,2,5470,3471,785,Croatia,12,4,8658,46,45
210,210,2,14,3471,5470,785,Croatia,12,4,8658,45,46
211,211,14,5,5470,5457,785,Croatia,12,4,8658,46,48
212,212,5,9,5457,5469,785,Croatia,12,4,8658,48,40
213,213,9,1,5469,5461,785,Croatia,12,4,8658,40,44
214,214,12,9,5463,5469,785,Croatia,13,5,8658,57,58
215,215,9,4,5469,5468,785,Croatia,13,5,8658,58,59
216,216,4,12,5468,5463,785,Croatia,13,5,8658,59,57
217,217,12,16,5463,5460,785,Croatia,13,5,8658,57,60
218,218,16,14,5460,5470,785,Croatia,13,5,8658,60,61
219,219,14,22,5470,5472,785,Croatia,13,5,8658,61,62
220,220,2,12,3471,5463,785,Croatia,13,5,8658,63,57
221,221,12,9,5463,5469,785,Croatia,13,5,8658,57,58
222,222,9,12,5469,5463,785,Croatia,13,5,8658,58,57
223,223,12,1,5463,5461,785,Croatia,13,5,8658,57,64
224,224,1,9,5461,5469,785,Croatia,13,5,8658,64,58
225,225,9,2,5469,3471,785,Croatia,13,5,8658,58,63
226,226,2,14,3471,5470,785,Croatia,13,5,8658,63,61
227,227,14,5,5470,5457,785,Croatia,13,5,8658,61,65
228,228,5,14,5457,5470,785,Croatia,13,5,8658,65,61
229,229,14,1,5470,5461,785,Croatia,13,5,8658,61,64
230,230,1,12,5461,5463,785,Croatia,13,5,8658,64,57
231,231,12,22,5463,5472,785,Croatia,13,5,8658,57,62
232,232,4,22,5468,5472,785,Croatia,13,5,8658,59,62
233,233,0,2,3444,3471,785,Croatia,13,5,8658,66,63
234,234,2,1,3471,5461,785,Croatia,13,5,8658,63,64
235,235,1,9,5461,5469,785,Croatia,13,5,8658,64,58
236,236,9,16,5469,5460,785,Croatia,13,5,8658,58,60
237,237,16,9,5460,5469,785,Croatia,13,5,8658,60,58
238,238,9,5,5469,5457,785,Croatia,13,5,8658,58,65
239,239,14,2,5470,3471,785,Croatia,14,5,8658,61,63
240,240,2,9,3471,5469,785,Croatia,14,5,8658,63,58
241,241,9,12,5469,5463,785,Croatia,14,5,8658,58,57
242,242,12,2,5463,3471,785,Croatia,14,5,8658,57,63
243,243,2,4,3471,5468,785,Croatia,14,5,8658,63,59
244,244,4,12,5468,5463,785,Croatia,14,5,8658,59,57
245,245,12,9,5463,5469,785,Croatia,14,5,8658,57,58
246,246,9,20,5469,5474,785,Croatia,14,5,8658,58,67
247,247,4,2,5468,3471,785,Croatia,14,5,8658,59,63
248,248,2,14,3471,5470,785,Croatia,14,5,8658,63,61
249,249,14,12,5470,5463,785,Croatia,14,5,8658,61,57
250,250,12,9,5463,5469,785,Croatia,14,5,8658,57,58
251,251,9,1,5469,5461,785,Croatia,14,5,8658,58,64
252,252,1,9,5461,5469,785,Croatia,14,5,8658,64,58
253,253,9,16,5469,5460,785,Croatia,14,5,8658,58,60
254,254,16,5,5460,5457,785,Croatia,14,5,8658,60,65
255,255,5,14,5457,5470,785,Croatia,14,5,8658,65,61
256,256,22,12,5472,5463,785,Croatia,14,5,8658,62,57
257,257,12,20,5463,5474,785,Croatia,14,5,8658,57,67
258,258,20,1,5474,5461,785,Croatia,14,5,8658,67,64
259,259,1,12,5461,5463,785,Croatia,14,5,8658,64,57
260,260,12,2,5463,3471,785,Croatia,14,5,8658,57,63
261,261,2,14,3471,5470,785,Croatia,14,5,8658,63,61
262,262,0,4,3444,5468,785,Croatia,14,5,8658,66,59
263,263,4,1,5468,5461,785,Croatia,14,5,8658,59,64
264,264,1,22,5461,5472,785,Croatia,14,5,8658,64,62
265,265,4,5,5468,5459,785,Croatia,15,5,8658,59,68
266,266,5,4,5459,5468,785,Croatia,15,5,8658,68,59
267,267,4,2,5468,3471,785,Croatia,15,5,8658,59,63
268,268,2,1,3471,5461,785,Croatia,15,5,8658,63,64
269,269,1,2,5461,3471,785,Croatia,15,5,8658,64,63
270,270,2,9,3471,5469,785,Croatia,15,5,8658,63,58
271,271,9,20,5469,5474,785,Croatia,15,5,8658,58,67
272,272,20,14,5474,5470,785,Croatia,15,5,8658,67,61
273,273,2,14,3471,5470,785,Croatia,15,5,8658,63,61
274,274,14,4,5470,5468,785,Croatia,15,5,8658,61,59
275,275,4,1,5468,5461,785,Croatia,15,5,8658,59,64
276,276,1,5,5461,5459,785,Croatia,15,5,8658,64,68
277,277,1,12,5461,5463,785,Croatia,16,6,8658,69,70
278,278,12,9,5463,5469,785,Croatia,16,6,8658,70,71
279,279,9,1,5469,5461,785,Croatia,16,6,8658,71,69
280,280,1,9,5461,5469,785,Croatia,16,6,8658,69,71
281,281,9,12,5469,5463,785,Croatia,16,6,8658,71,70
282,282,12,16,5463,5460,785,Croatia,16,6,8658,70,72
283,283,16,1,5460,5461,785,Croatia,16,6,8658,72,69
284,284,1,14,5461,5470,785,Croatia,16,6,8658,69,73
285,285,14,20,5470,5474,785,Croatia,16,6,8658,73,74
286,286,0,4,3444,5468,785,Croatia,16,6,8658,75,76
287,287,4,9,5468,5469,785,Croatia,16,6,8658,76,71
288,288,9,14,5469,5470,785,Croatia,16,6,8658,71,73
289,289,14,9,5470,5469,785,Croatia,16,6,8658,73,71
290,290,9,12,5469,5463,785,Croatia,16,6,8658,71,70
291,291,5,1,5459,5461,785,Croatia,16,6,8658,77,69
292,292,1,2,5461,3471,785,Croatia,16,6,8658,69,78
293,293,2,4,3471,5468,785,Croatia,16,6,8658,78,76
294,294,4,16,5468,5460,785,Croatia,16,6,8658,76,72
295,295,16,4,5460,5468,785,Croatia,16,6,8658,72,76
296,296,16,14,5460,5470,785,Croatia,16,6,8658,72,73
