,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
203,203,5623,18,791,South Korea,12,2,Mid,5,CM
204,204,5620,20,791,South Korea,12,2,Mid,6,LSM
205,205,5576,5,794,Mexico,12,1,Def,3,LSB
206,206,3058,22,794,Mexico,12,3,Fw,7,FW
207,207,5560,18,794,Mexico,12,2,Mid,5,CM
208,208,5620,21,791,South Korea,13,3,Fw,7,FW
209,209,3083,23,791,South Korea,13,3,Fw,7,FW
210,210,5989,11,791,South Korea,13,2,Mid,4,RSM
211,211,5608,1,791,South Korea,13,1,Def,1,RSB
212,212,3605,10,791,South Korea,13,1,Def,6,LSM
213,213,5604,4,791,South Korea,13,1,Def,2,CB
214,214,5610,5,791,South Korea,13,1,Def,3,LSB
215,215,5623,15,791,South Korea,13,2,Mid,6,LSM
216,216,5988,8,791,South Korea,13,1,Def,4,RSM
217,217,5606,2,791,South Korea,13,1,Def,2,CB
218,218,5573,4,794,Mexico,13,1,Def,2,CB
219,219,5575,8,794,Mexico,13,1,Def,4,RSM
220,220,3058,22,794,Mexico,13,3,Fw,7,FW
221,221,5563,10,794,Mexico,13,1,Def,6,LSM
222,222,5560,18,794,Mexico,13,2,Mid,5,CM
223,223,5576,5,794,Mexico,13,1,Def,3,LSB
224,224,5564,2,794,Mexico,13,1,Def,2,CB
225,225,5567,1,794,Mexico,13,1,Def,1,RSB
226,226,5577,0,794,Mexico,13,0,GK,0,GK
227,227,5556,16,794,Mexico,13,2,Mid,4,RSM
228,228,5619,0,791,South Korea,14,0,GK,0,GK
229,229,5989,16,791,South Korea,14,2,Mid,4,RSM
230,230,5610,5,791,South Korea,14,1,Def,3,LSB
231,231,5988,8,791,South Korea,14,1,Def,4,RSM
232,232,3605,10,791,South Korea,14,1,Def,6,LSM
233,233,3083,22,791,South Korea,14,3,Fw,7,FW
234,234,5608,1,791,South Korea,14,1,Def,1,RSB
235,235,5623,18,791,South Korea,14,2,Mid,5,CM
236,236,5606,2,791,South Korea,14,1,Def,2,CB
237,237,5616,15,791,South Korea,14,2,Mid,6,LSM
238,238,5604,4,791,South Korea,14,1,Def,2,CB
239,239,5620,23,791,South Korea,14,3,Fw,7,FW
240,240,5577,0,794,Mexico,15,0,GK,0,GK
241,241,5573,4,794,Mexico,15,1,Def,2,CB
242,242,5564,2,794,Mexico,15,1,Def,2,CB
243,243,5558,10,794,Mexico,15,1,Def,6,LSM
244,244,5567,1,794,Mexico,15,1,Def,1,RSB
245,245,3058,22,794,Mexico,15,3,Fw,7,FW
246,246,5560,18,794,Mexico,15,2,Mid,5,CM
247,247,3605,14,791,South Korea,15,2,Mid,5,CM
248,248,5616,15,791,South Korea,15,2,Mid,6,LSM
249,249,3083,21,791,South Korea,15,3,Fw,7,FW
250,250,5623,12,791,South Korea,15,2,Mid,5,CM
251,251,5989,11,791,South Korea,15,2,Mid,4,RSM
252,252,5608,1,791,South Korea,15,1,Def,1,RSB
253,253,5619,0,791,South Korea,15,0,GK,0,GK
254,254,5604,4,791,South Korea,15,1,Def,2,CB
255,255,5610,5,791,South Korea,15,1,Def,3,LSB
256,256,5575,8,794,Mexico,15,1,Def,4,RSM
257,257,5985,20,794,Mexico,15,2,Mid,6,LSM
258,258,5604,4,791,South Korea,16,1,Def,2,CB
259,259,5616,15,791,South Korea,16,2,Mid,6,LSM
260,260,5618,12,791,South Korea,16,2,Mid,5,CM
261,261,5623,11,791,South Korea,16,2,Mid,4,RSM
262,262,5606,2,791,South Korea,16,1,Def,2,CB
263,263,3083,23,791,South Korea,16,3,Fw,7,FW
264,264,5620,21,791,South Korea,16,3,Fw,7,FW
265,265,5610,5,791,South Korea,16,1,Def,3,LSB
266,266,3605,14,791,South Korea,16,2,Mid,5,CM
267,267,5608,1,791,South Korea,16,1,Def,1,RSB
268,268,5567,16,794,Mexico,16,2,Mid,4,RSM
269,269,5556,1,794,Mexico,16,1,Def,1,RSB
270,270,5564,2,794,Mexico,16,1,Def,2,CB
271,271,5573,4,794,Mexico,16,1,Def,2,CB
272,272,5987,14,794,Mexico,16,2,Mid,5,CM
273,273,5558,9,794,Mexico,16,1,Def,5,CM
274,274,5575,12,794,Mexico,16,2,Mid,5,CM
275,275,3058,22,794,Mexico,16,3,Fw,7,FW
276,276,5576,5,794,Mexico,16,1,Def,3,LSB
277,277,5985,20,794,Mexico,16,2,Mid,6,LSM
278,278,3605,14,791,South Korea,17,2,Mid,5,CM
279,279,5616,15,791,South Korea,17,2,Mid,6,LSM
280,280,3083,23,791,South Korea,17,3,Fw,7,FW
281,281,5986,5,791,South Korea,17,1,Def,3,LSB
282,282,5604,4,791,South Korea,17,1,Def,2,CB
283,283,5606,2,791,South Korea,17,1,Def,2,CB
284,284,5608,1,791,South Korea,17,1,Def,1,RSB
285,285,5618,12,791,South Korea,17,2,Mid,5,CM
286,286,5623,11,791,South Korea,17,2,Mid,4,RSM
287,287,5558,9,794,Mexico,17,1,Def,5,CM
288,288,5575,12,794,Mexico,17,2,Mid,5,CM
289,289,5567,16,794,Mexico,17,2,Mid,4,RSM
290,290,5576,5,794,Mexico,17,1,Def,3,LSB
291,291,5573,4,794,Mexico,17,1,Def,2,CB
292,292,5985,20,794,Mexico,17,2,Mid,6,LSM
293,293,5564,2,794,Mexico,17,1,Def,2,CB
294,294,5577,0,794,Mexico,17,0,GK,0,GK
295,295,5183,5,799,Saudi Arabia,17,1,Def,3,LSB
296,296,5190,22,799,Saudi Arabia,17,3,Fw,7,FW
297,297,5178,18,799,Saudi Arabia,17,2,Mid,5,CM
298,298,5185,12,799,Saudi Arabia,17,2,Mid,5,CM
299,299,5191,1,799,Saudi Arabia,17,1,Def,1,RSB
300,300,5173,14,799,Saudi Arabia,17,2,Mid,5,CM
301,301,5184,2,799,Saudi Arabia,17,1,Def,2,CB
302,302,5188,16,799,Saudi Arabia,17,2,Mid,4,RSM
303,303,5187,20,799,Saudi Arabia,17,2,Mid,6,LSM
304,304,5178,18,799,Saudi Arabia,18,2,Mid,5,CM
305,305,5183,5,799,Saudi Arabia,18,1,Def,3,LSB
306,306,5187,20,799,Saudi Arabia,18,2,Mid,6,LSM
307,307,5173,14,799,Saudi Arabia,18,2,Mid,5,CM
308,308,5715,4,799,Saudi Arabia,18,1,Def,2,CB
309,309,5714,0,799,Saudi Arabia,18,0,GK,0,GK
310,310,5191,1,799,Saudi Arabia,18,1,Def,1,RSB
311,311,5188,16,799,Saudi Arabia,18,2,Mid,4,RSM
312,312,5185,12,799,Saudi Arabia,18,2,Mid,5,CM
313,313,5267,0,783,Uruguay,18,0,GK,0,GK
314,314,5249,4,783,Uruguay,18,1,Def,2,CB
315,315,5260,14,783,Uruguay,18,2,Mid,5,CM
316,316,5264,1,783,Uruguay,18,1,Def,1,RSB
317,317,5268,16,783,Uruguay,18,2,Mid,4,RSM
318,318,5256,20,783,Uruguay,18,2,Mid,6,LSM
319,319,5255,12,783,Uruguay,18,2,Mid,5,CM
320,320,5259,2,783,Uruguay,18,1,Def,2,CB
321,321,5248,5,783,Uruguay,18,1,Def,3,LSB
322,322,5246,23,783,Uruguay,18,3,Fw,7,FW
323,323,5184,2,799,Saudi Arabia,18,1,Def,2,CB
324,324,5173,14,799,Saudi Arabia,19,2,Mid,5,CM
325,325,5191,1,799,Saudi Arabia,19,1,Def,1,RSB
326,326,5188,16,799,Saudi Arabia,19,2,Mid,4,RSM
327,327,5184,2,799,Saudi Arabia,19,1,Def,2,CB
328,328,5185,12,799,Saudi Arabia,19,2,Mid,5,CM
329,329,5187,20,799,Saudi Arabia,19,2,Mid,6,LSM
330,330,5183,5,799,Saudi Arabia,19,1,Def,3,LSB
331,331,5715,4,799,Saudi Arabia,19,1,Def,2,CB
332,332,5178,18,799,Saudi Arabia,19,2,Mid,5,CM
333,333,5190,22,799,Saudi Arabia,19,3,Fw,7,FW
334,334,5255,12,783,Uruguay,19,2,Mid,5,CM
335,335,5248,5,783,Uruguay,19,1,Def,3,LSB
336,336,5259,2,783,Uruguay,19,1,Def,2,CB
337,337,5264,1,783,Uruguay,19,1,Def,1,RSB
338,338,4319,21,783,Uruguay,19,3,Fw,7,FW
339,339,5256,20,783,Uruguay,19,2,Mid,6,LSM
340,340,5246,23,783,Uruguay,19,3,Fw,7,FW
341,341,5268,16,783,Uruguay,19,2,Mid,4,RSM
342,342,5714,0,799,Saudi Arabia,20,0,GK,0,GK
343,343,5173,14,799,Saudi Arabia,20,2,Mid,5,CM
344,344,5183,5,799,Saudi Arabia,20,1,Def,3,LSB
345,345,5188,16,799,Saudi Arabia,20,2,Mid,4,RSM
346,346,5185,12,799,Saudi Arabia,20,2,Mid,5,CM
347,347,5715,4,799,Saudi Arabia,20,1,Def,2,CB
348,348,5187,20,799,Saudi Arabia,20,2,Mid,6,LSM
349,349,5191,1,799,Saudi Arabia,20,1,Def,1,RSB
350,350,5178,18,799,Saudi Arabia,20,2,Mid,5,CM
351,351,5255,12,783,Uruguay,20,2,Mid,5,CM
352,352,5264,1,783,Uruguay,20,1,Def,1,RSB
353,353,5260,14,783,Uruguay,20,2,Mid,5,CM
354,354,5246,23,783,Uruguay,20,3,Fw,7,FW
355,355,5268,16,783,Uruguay,20,2,Mid,4,RSM
356,356,4319,21,783,Uruguay,20,3,Fw,7,FW
357,357,5184,2,799,Saudi Arabia,20,1,Def,2,CB
358,358,5187,20,799,Saudi Arabia,21,2,Mid,6,LSM
359,359,5191,1,799,Saudi Arabia,21,1,Def,1,RSB
360,360,5185,12,799,Saudi Arabia,21,2,Mid,5,CM
361,361,5714,0,799,Saudi Arabia,21,0,GK,0,GK
362,362,5715,4,799,Saudi Arabia,21,1,Def,2,CB
363,363,5173,14,799,Saudi Arabia,21,2,Mid,5,CM
364,364,5183,5,799,Saudi Arabia,21,1,Def,3,LSB
365,365,5190,22,799,Saudi Arabia,21,3,Fw,7,FW
366,366,5184,2,799,Saudi Arabia,21,1,Def,2,CB
367,367,5188,16,799,Saudi Arabia,21,2,Mid,4,RSM
368,368,5178,18,799,Saudi Arabia,21,2,Mid,5,CM
369,369,5259,2,783,Uruguay,22,1,Def,2,CB
370,370,5260,14,783,Uruguay,22,2,Mid,5,CM
371,371,5248,5,783,Uruguay,22,1,Def,3,LSB
372,372,5256,20,783,Uruguay,22,2,Mid,6,LSM
373,373,5246,23,783,Uruguay,22,3,Fw,7,FW
374,374,5255,12,783,Uruguay,22,2,Mid,5,CM
375,375,5264,1,783,Uruguay,22,1,Def,1,RSB
376,376,5268,16,783,Uruguay,22,2,Mid,4,RSM
377,377,5249,4,783,Uruguay,22,1,Def,2,CB
378,378,4319,21,783,Uruguay,22,3,Fw,7,FW
379,379,5246,23,783,Uruguay,23,3,Fw,7,FW
380,380,4319,21,783,Uruguay,23,3,Fw,7,FW
381,381,5249,4,783,Uruguay,23,1,Def,2,CB
382,382,5259,2,783,Uruguay,23,1,Def,2,CB
383,383,5255,12,783,Uruguay,23,2,Mid,5,CM
384,384,5264,1,783,Uruguay,23,1,Def,1,RSB
385,385,5267,0,783,Uruguay,23,0,GK,0,GK
386,386,5260,14,783,Uruguay,23,2,Mid,5,CM
387,387,5248,5,783,Uruguay,23,1,Def,3,LSB
388,388,5268,16,783,Uruguay,23,2,Mid,4,RSM
389,389,5256,20,783,Uruguay,23,2,Mid,6,LSM
390,390,5178,18,799,Saudi Arabia,23,2,Mid,5,CM
391,391,5173,14,799,Saudi Arabia,23,2,Mid,5,CM
392,392,5715,4,799,Saudi Arabia,23,1,Def,2,CB
393,393,5716,12,799,Saudi Arabia,23,2,Mid,5,CM
394,394,5188,16,799,Saudi Arabia,23,2,Mid,4,RSM
395,395,5187,20,799,Saudi Arabia,23,2,Mid,6,LSM
396,396,5183,5,799,Saudi Arabia,23,1,Def,3,LSB
397,397,5191,1,799,Saudi Arabia,23,1,Def,1,RSB
398,398,5190,22,799,Saudi Arabia,23,3,Fw,7,FW
399,399,5248,5,783,Uruguay,24,1,Def,3,LSB
400,400,5246,23,783,Uruguay,24,3,Fw,7,FW
401,401,5256,20,783,Uruguay,24,2,Mid,6,LSM
402,402,5260,14,783,Uruguay,24,2,Mid,5,CM
403,403,5249,4,783,Uruguay,24,1,Def,2,CB
404,404,5255,12,783,Uruguay,24,2,Mid,5,CM
405,405,5268,16,783,Uruguay,24,2,Mid,4,RSM
406,406,5264,1,783,Uruguay,24,1,Def,1,RSB
407,407,5259,2,783,Uruguay,24,1,Def,2,CB
408,408,5714,0,799,Saudi Arabia,24,0,GK,0,GK
409,409,5173,14,799,Saudi Arabia,24,2,Mid,5,CM
410,410,5191,1,799,Saudi Arabia,24,1,Def,1,RSB
411,411,5716,12,799,Saudi Arabia,24,2,Mid,5,CM
412,412,5188,16,799,Saudi Arabia,24,2,Mid,4,RSM
413,413,5178,18,799,Saudi Arabia,24,2,Mid,5,CM
414,414,5190,22,799,Saudi Arabia,24,3,Fw,7,FW
415,415,5715,4,799,Saudi Arabia,24,1,Def,2,CB
416,416,5246,23,783,Uruguay,25,3,Fw,7,FW
417,417,5260,14,783,Uruguay,25,2,Mid,5,CM
418,418,5717,20,783,Uruguay,25,2,Mid,6,LSM
419,419,5248,5,783,Uruguay,25,1,Def,3,LSB
420,420,5266,12,783,Uruguay,25,2,Mid,5,CM
421,421,5259,2,783,Uruguay,25,1,Def,2,CB
422,422,5249,4,783,Uruguay,25,1,Def,2,CB
423,423,5268,16,783,Uruguay,25,2,Mid,4,RSM
424,424,5173,14,799,Saudi Arabia,25,2,Mid,5,CM
425,425,5178,18,799,Saudi Arabia,25,2,Mid,5,CM
426,426,5183,5,799,Saudi Arabia,25,1,Def,3,LSB
427,427,5188,16,799,Saudi Arabia,25,2,Mid,4,RSM
428,428,5187,20,799,Saudi Arabia,25,2,Mid,6,LSM
429,429,5191,1,799,Saudi Arabia,25,1,Def,1,RSB
430,430,5716,12,799,Saudi Arabia,25,2,Mid,5,CM
431,431,5267,0,783,Uruguay,25,0,GK,0,GK
432,432,5264,1,783,Uruguay,25,1,Def,1,RSB
433,433,4319,21,783,Uruguay,25,3,Fw,7,FW
434,434,5178,18,799,Saudi Arabia,26,2,Mid,5,CM
435,435,5715,4,799,Saudi Arabia,26,1,Def,2,CB
436,436,5714,0,799,Saudi Arabia,26,0,GK,0,GK
437,437,5190,22,799,Saudi Arabia,26,3,Fw,7,FW
438,438,5187,20,799,Saudi Arabia,26,2,Mid,6,LSM
439,439,5183,5,799,Saudi Arabia,26,1,Def,3,LSB
440,440,5173,14,799,Saudi Arabia,26,2,Mid,5,CM
441,441,5191,1,799,Saudi Arabia,26,1,Def,1,RSB
442,442,5716,12,799,Saudi Arabia,26,2,Mid,5,CM
443,443,5260,14,783,Uruguay,26,2,Mid,5,CM
444,444,5717,20,783,Uruguay,26,2,Mid,6,LSM
445,445,5248,5,783,Uruguay,26,1,Def,3,LSB
446,446,5246,23,783,Uruguay,26,3,Fw,7,FW
447,447,4319,21,783,Uruguay,26,3,Fw,7,FW
448,448,5264,1,783,Uruguay,26,1,Def,1,RSB
449,449,5259,2,783,Uruguay,26,1,Def,2,CB
450,450,5249,4,783,Uruguay,26,1,Def,2,CB
451,451,5266,12,783,Uruguay,26,2,Mid,5,CM
452,452,5188,16,799,Saudi Arabia,26,2,Mid,4,RSM
453,453,5184,2,799,Saudi Arabia,26,1,Def,2,CB
454,454,5716,12,799,Saudi Arabia,27,2,Mid,5,CM
455,455,5178,18,799,Saudi Arabia,27,2,Mid,5,CM
456,456,5183,5,799,Saudi Arabia,27,1,Def,3,LSB
457,457,5715,4,799,Saudi Arabia,27,1,Def,2,CB
458,458,5187,20,799,Saudi Arabia,27,2,Mid,6,LSM
459,459,5173,14,799,Saudi Arabia,27,2,Mid,5,CM
460,460,5191,1,799,Saudi Arabia,27,1,Def,1,RSB
461,461,5259,2,783,Uruguay,27,1,Def,2,CB
