,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid,newfpos,newtpos,newfposname,newtposname
55,55,5,15,5263,5261,774,Egypt,4,4,7578,10,9,1,2,Def,Mid
56,56,15,5,5261,5263,774,Egypt,4,4,7578,9,10,2,1,Mid,Def
57,57,5,4,5263,4063,774,Egypt,4,4,7578,10,13,1,1,Def,Def
58,58,4,2,4063,5254,774,Egypt,4,4,7578,13,17,1,1,Def,Def
59,59,2,1,5254,5250,774,Egypt,4,4,7578,17,16,1,1,Def,Def
60,60,1,12,5250,3568,774,Egypt,4,4,7578,16,18,1,2,Def,Mid
61,61,12,14,3568,5262,774,Egypt,4,4,7578,18,11,2,2,Mid,Mid
62,62,14,5,5262,5263,774,Egypt,4,4,7578,11,10,2,1,Mid,Def
63,63,5,4,5263,4063,774,Egypt,4,4,7578,10,13,1,1,Def,Def
64,64,4,12,4063,3568,774,Egypt,4,4,7578,13,18,1,2,Def,Mid
65,65,12,4,3568,4063,774,Egypt,4,4,7578,18,13,2,1,Mid,Def
66,66,4,18,4063,5251,774,Egypt,4,4,7578,13,12,1,2,Def,Mid
67,67,14,1,5262,5250,774,Egypt,4,4,7578,11,16,2,1,Mid,Def
68,68,1,14,5250,5262,774,Egypt,4,4,7578,16,11,1,2,Def,Mid
69,69,14,18,5262,5251,774,Egypt,4,4,7578,11,12,2,2,Mid,Mid
70,70,5,23,5248,4319,783,Uruguay,5,5,7578,8,0,1,3,Def,Fw
71,71,23,1,4319,5264,783,Uruguay,5,5,7578,0,4,3,1,Fw,Def
72,72,1,2,5264,5259,783,Uruguay,5,5,7578,4,1,1,1,Def,Def
73,73,2,12,5259,5255,783,Uruguay,5,5,7578,1,3,1,2,Def,Mid
74,74,12,2,5255,5259,783,Uruguay,5,5,7578,3,1,2,1,Mid,Def
75,75,2,4,5259,5249,783,Uruguay,5,5,7578,1,5,1,1,Def,Def
76,76,4,12,5249,5255,783,Uruguay,5,5,7578,5,3,1,2,Def,Mid
77,77,14,4,5260,5249,783,Uruguay,5,5,7578,6,5,2,1,Mid,Def
78,78,4,2,5249,5259,783,Uruguay,5,5,7578,5,1,1,1,Def,Def
79,79,2,12,5259,5255,783,Uruguay,5,5,7578,1,3,1,2,Def,Mid
80,80,12,21,5255,5246,783,Uruguay,5,5,7578,3,20,2,3,Mid,Fw
81,81,21,1,5246,5264,783,Uruguay,5,5,7578,20,4,3,1,Fw,Def
82,82,1,21,5264,5246,783,Uruguay,5,5,7578,4,20,1,3,Def,Fw
83,83,1,4,5264,5249,783,Uruguay,5,5,7578,4,5,1,1,Def,Def
84,84,4,12,5249,5255,783,Uruguay,5,5,7578,5,3,1,2,Def,Mid
85,85,12,21,5255,5246,783,Uruguay,5,5,7578,3,20,2,3,Mid,Fw
86,86,4,12,5249,5255,783,Uruguay,6,6,7578,5,3,1,2,Def,Mid
87,87,12,0,5255,5267,783,Uruguay,6,6,7578,3,21,2,0,Mid,GK
88,88,0,2,5267,5259,783,Uruguay,6,6,7578,21,1,0,1,GK,Def
89,89,2,14,5259,5260,783,Uruguay,6,6,7578,1,6,1,2,Def,Mid
90,90,14,4,5260,5249,783,Uruguay,6,6,7578,6,5,2,1,Mid,Def
91,91,4,2,5249,5259,783,Uruguay,6,6,7578,5,1,1,1,Def,Def
92,92,2,12,5259,5255,783,Uruguay,6,6,7578,1,3,1,2,Def,Mid
93,93,12,23,5255,4319,783,Uruguay,6,6,7578,3,0,2,3,Mid,Fw
94,94,1,16,5264,5247,783,Uruguay,6,6,7578,4,2,1,2,Def,Mid
95,95,16,12,5247,5255,783,Uruguay,6,6,7578,2,3,2,2,Mid,Mid
96,96,12,20,5255,5258,783,Uruguay,6,6,7578,3,7,2,2,Mid,Mid
97,97,1,4,5264,5249,783,Uruguay,7,7,7578,4,5,1,1,Def,Def
98,98,4,2,5249,5259,783,Uruguay,7,7,7578,5,1,1,1,Def,Def
99,99,2,14,5259,5260,783,Uruguay,7,7,7578,1,6,1,2,Def,Mid
100,100,14,5,5260,5248,783,Uruguay,7,7,7578,6,8,2,1,Mid,Def
101,101,5,4,5248,5249,783,Uruguay,7,7,7578,8,5,1,1,Def,Def
102,102,4,12,5249,5255,783,Uruguay,7,7,7578,5,3,1,2,Def,Mid
103,103,12,16,5255,5247,783,Uruguay,7,7,7578,3,2,2,2,Mid,Mid
104,104,1,4,5264,5249,783,Uruguay,7,7,7578,4,5,1,1,Def,Def
105,105,4,21,5249,5246,783,Uruguay,7,7,7578,5,20,1,3,Def,Fw
106,106,21,16,5246,5247,783,Uruguay,7,7,7578,20,2,3,2,Fw,Mid
107,107,16,12,5247,5255,783,Uruguay,7,7,7578,2,3,2,2,Mid,Mid
108,108,12,20,5255,5258,783,Uruguay,7,7,7578,3,7,2,2,Mid,Mid
109,109,16,1,5247,5264,783,Uruguay,8,8,7578,2,4,2,1,Mid,Def
110,110,1,2,5264,5259,783,Uruguay,8,8,7578,4,1,1,1,Def,Def
111,111,2,14,5259,5260,783,Uruguay,8,8,7578,1,6,1,2,Def,Mid
112,112,14,12,5260,5255,783,Uruguay,8,8,7578,6,3,2,2,Mid,Mid
113,113,12,1,5255,5264,783,Uruguay,8,8,7578,3,4,2,1,Mid,Def
114,114,1,14,5264,5260,783,Uruguay,8,8,7578,4,6,1,2,Def,Mid
115,115,14,20,5260,5258,783,Uruguay,8,8,7578,6,7,2,2,Mid,Mid
116,116,20,14,5258,5260,783,Uruguay,8,8,7578,7,6,2,2,Mid,Mid
117,117,14,21,5260,5246,783,Uruguay,8,8,7578,6,20,2,3,Mid,Fw
118,118,21,16,5246,5247,783,Uruguay,8,8,7578,20,2,3,2,Fw,Mid
119,119,1,2,5264,5259,783,Uruguay,8,8,7578,4,1,1,1,Def,Def
120,120,2,14,5259,5260,783,Uruguay,8,8,7578,1,6,1,2,Def,Mid
121,121,14,5,5260,5248,783,Uruguay,8,8,7578,6,8,2,1,Mid,Def
122,122,5,20,5248,5258,783,Uruguay,8,8,7578,8,7,1,2,Def,Mid
123,123,20,23,5258,4319,783,Uruguay,8,8,7578,7,0,2,3,Mid,Fw
124,124,23,21,4319,5246,783,Uruguay,8,8,7578,0,20,3,3,Fw,Fw
125,125,15,5,5261,5263,774,Egypt,9,9,7578,9,10,2,1,Mid,Def
126,126,5,14,5263,5262,774,Egypt,9,9,7578,10,11,1,2,Def,Mid
127,127,14,12,5262,3568,774,Egypt,9,9,7578,11,18,2,2,Mid,Mid
128,128,12,18,3568,5251,774,Egypt,9,9,7578,18,12,2,2,Mid,Mid
129,129,18,14,5251,5262,774,Egypt,9,9,7578,12,11,2,2,Mid,Mid
130,130,14,1,5262,5250,774,Egypt,9,9,7578,11,16,2,1,Mid,Def
131,131,1,14,5250,5262,774,Egypt,9,9,7578,16,11,1,2,Def,Mid
132,132,14,12,5262,3568,774,Egypt,9,9,7578,11,18,2,2,Mid,Mid
133,133,12,15,3568,5261,774,Egypt,9,9,7578,18,9,2,2,Mid,Mid
134,134,15,12,5261,3568,774,Egypt,9,9,7578,9,18,2,2,Mid,Mid
135,135,12,11,3568,5253,774,Egypt,9,9,7578,18,15,2,2,Mid,Mid
136,136,14,1,5260,5264,783,Uruguay,10,10,7578,6,4,2,1,Mid,Def
137,137,1,16,5264,5247,783,Uruguay,10,10,7578,4,2,1,2,Def,Mid
138,138,16,1,5247,5264,783,Uruguay,10,10,7578,2,4,2,1,Mid,Def
139,139,1,14,5264,5260,783,Uruguay,10,10,7578,4,6,1,2,Def,Mid
140,140,14,2,5260,5259,783,Uruguay,10,10,7578,6,1,2,1,Mid,Def
141,141,2,4,5259,5249,783,Uruguay,10,10,7578,1,5,1,1,Def,Def
142,142,4,14,5249,5260,783,Uruguay,10,10,7578,5,6,1,2,Def,Mid
143,143,12,14,5255,5260,783,Uruguay,10,10,7578,3,6,2,2,Mid,Mid
144,144,14,20,5260,5258,783,Uruguay,10,10,7578,6,7,2,2,Mid,Mid
145,145,20,14,5258,5260,783,Uruguay,10,10,7578,7,6,2,2,Mid,Mid
146,146,14,2,5260,5259,783,Uruguay,10,10,7578,6,1,2,1,Mid,Def
147,147,2,20,5259,5258,783,Uruguay,10,10,7578,1,7,1,2,Def,Mid
148,148,21,20,5246,5258,783,Uruguay,10,10,7578,20,7,3,2,Fw,Mid
149,149,4,0,5249,5267,783,Uruguay,11,11,7578,5,21,1,0,Def,GK
150,150,0,14,5267,5260,783,Uruguay,11,11,7578,21,6,0,2,GK,Mid
151,151,14,4,5260,5249,783,Uruguay,11,11,7578,6,5,2,1,Mid,Def
152,152,4,20,5249,5258,783,Uruguay,11,11,7578,5,7,1,2,Def,Mid
153,153,20,16,5258,5247,783,Uruguay,11,11,7578,7,2,2,2,Mid,Mid
154,154,16,1,5247,5264,783,Uruguay,11,11,7578,2,4,2,1,Mid,Def
155,155,1,12,5264,5255,783,Uruguay,11,11,7578,4,3,1,2,Def,Mid
156,156,14,12,5260,5255,783,Uruguay,11,11,7578,6,3,2,2,Mid,Mid
157,157,12,16,5255,5247,783,Uruguay,11,11,7578,3,2,2,2,Mid,Mid
158,158,16,1,5247,5264,783,Uruguay,11,11,7578,2,4,2,1,Mid,Def
159,159,1,4,5264,5249,783,Uruguay,12,12,7578,4,5,1,1,Def,Def
160,160,4,12,5249,5255,783,Uruguay,12,12,7578,5,3,1,2,Def,Mid
161,161,12,1,5255,5264,783,Uruguay,12,12,7578,3,4,2,1,Mid,Def
162,162,1,2,5264,5259,783,Uruguay,12,12,7578,4,1,1,1,Def,Def
163,163,2,14,5259,5260,783,Uruguay,12,12,7578,1,6,1,2,Def,Mid
164,164,14,20,5260,5258,783,Uruguay,12,12,7578,6,7,2,2,Mid,Mid
165,165,20,4,5258,5249,783,Uruguay,12,12,7578,7,5,2,1,Mid,Def
166,166,4,12,5249,5255,783,Uruguay,12,12,7578,5,3,1,2,Def,Mid
167,167,12,14,5255,5260,783,Uruguay,12,12,7578,3,6,2,2,Mid,Mid
168,168,14,2,5260,5259,783,Uruguay,12,12,7578,6,1,2,1,Mid,Def
169,169,2,14,5259,5260,783,Uruguay,12,12,7578,1,6,1,2,Def,Mid
170,170,14,4,5260,5249,783,Uruguay,12,12,7578,6,5,2,1,Mid,Def
171,171,4,20,5249,5258,783,Uruguay,12,12,7578,5,7,1,2,Def,Mid
172,172,12,16,5255,5247,783,Uruguay,13,13,7578,3,2,2,2,Mid,Mid
173,173,16,20,5247,5258,783,Uruguay,13,13,7578,2,7,2,2,Mid,Mid
174,174,1,12,5264,5255,783,Uruguay,13,13,7578,4,3,1,2,Def,Mid
175,175,12,14,5255,5260,783,Uruguay,13,13,7578,3,6,2,2,Mid,Mid
176,176,0,4,5267,5249,783,Uruguay,13,13,7578,21,5,0,1,GK,Def
177,177,4,2,5249,5259,783,Uruguay,13,13,7578,5,1,1,1,Def,Def
178,178,2,12,5259,5255,783,Uruguay,13,13,7578,1,3,1,2,Def,Mid
179,179,12,14,5255,5260,783,Uruguay,13,13,7578,3,6,2,2,Mid,Mid
180,180,14,23,5260,4319,783,Uruguay,13,13,7578,6,0,2,3,Mid,Fw
181,181,23,21,4319,5246,783,Uruguay,13,13,7578,0,20,3,3,Fw,Fw
182,182,2,4,5259,5249,783,Uruguay,14,14,7578,1,5,1,1,Def,Def
183,183,4,12,5249,5255,783,Uruguay,14,14,7578,5,3,1,2,Def,Mid
184,184,12,16,5255,5247,783,Uruguay,14,14,7578,3,2,2,2,Mid,Mid
185,185,16,12,5247,5255,783,Uruguay,14,14,7578,2,3,2,2,Mid,Mid
186,186,14,2,5260,5259,783,Uruguay,14,14,7578,6,1,2,1,Mid,Def
187,187,2,4,5259,5249,783,Uruguay,14,14,7578,1,5,1,1,Def,Def
188,188,4,5,5249,5248,783,Uruguay,14,14,7578,5,8,1,1,Def,Def
189,189,5,12,5248,5255,783,Uruguay,14,14,7578,8,3,1,2,Def,Mid
190,190,12,14,5255,5260,783,Uruguay,14,14,7578,3,6,2,2,Mid,Mid
191,191,14,1,5260,5264,783,Uruguay,14,14,7578,6,4,2,1,Mid,Def
192,192,1,16,5264,5247,783,Uruguay,14,14,7578,4,2,1,2,Def,Mid
193,193,16,14,5247,5260,783,Uruguay,14,14,7578,2,6,2,2,Mid,Mid
194,194,14,2,5260,5259,783,Uruguay,14,14,7578,6,1,2,1,Mid,Def
195,195,2,21,5259,5246,783,Uruguay,14,14,7578,1,20,1,3,Def,Fw
196,196,14,11,5262,5253,774,Egypt,15,15,7578,11,15,2,2,Mid,Mid
197,197,11,18,5253,5251,774,Egypt,15,15,7578,15,12,2,2,Mid,Mid
198,198,14,5,5262,5263,774,Egypt,15,15,7578,11,10,2,1,Mid,Def
199,199,5,15,5263,5261,774,Egypt,15,15,7578,10,9,1,2,Def,Mid
200,200,15,14,5261,5262,774,Egypt,15,15,7578,9,11,2,2,Mid,Mid
201,201,14,5,5262,5263,774,Egypt,15,15,7578,11,10,2,1,Mid,Def
202,202,5,15,5263,5261,774,Egypt,15,15,7578,10,9,1,2,Def,Mid
203,203,15,4,5261,4063,774,Egypt,15,15,7578,9,13,2,1,Mid,Def
204,204,4,2,4063,5254,774,Egypt,15,15,7578,13,17,1,1,Def,Def
205,205,2,1,5254,5250,774,Egypt,15,15,7578,17,16,1,1,Def,Def
206,206,1,18,5250,5251,774,Egypt,15,15,7578,16,12,1,2,Def,Mid
207,207,18,22,5251,5252,774,Egypt,15,15,7578,12,14,2,3,Mid,Fw
208,208,0,4,5265,4063,774,Egypt,16,16,7578,19,13,0,1,GK,Def
209,209,4,14,4063,3878,774,Egypt,16,16,7578,13,22,1,2,Def,Mid
210,210,14,18,3878,5251,774,Egypt,16,16,7578,22,12,2,2,Mid,Mid
211,211,18,1,5251,5250,774,Egypt,16,16,7578,12,16,2,1,Mid,Def
212,212,1,12,5250,3568,774,Egypt,16,16,7578,16,18,1,2,Def,Mid
213,213,12,11,3568,5253,774,Egypt,16,16,7578,18,15,2,2,Mid,Mid
214,214,11,18,5253,5251,774,Egypt,16,16,7578,15,12,2,2,Mid,Mid
215,215,18,12,5251,3568,774,Egypt,16,16,7578,12,18,2,2,Mid,Mid
216,216,12,18,3568,5251,774,Egypt,16,16,7578,18,12,2,2,Mid,Mid
217,217,18,12,5251,3568,774,Egypt,16,16,7578,12,18,2,2,Mid,Mid
218,218,12,14,3568,3878,774,Egypt,16,16,7578,18,22,2,2,Mid,Mid
219,219,14,5,3878,5263,774,Egypt,16,16,7578,22,10,2,1,Mid,Def
220,220,5,22,5263,5252,774,Egypt,16,16,7578,10,14,1,3,Def,Fw
221,221,0,18,5265,5251,774,Egypt,17,17,7578,19,12,0,2,GK,Mid
222,222,12,15,3568,5261,774,Egypt,17,17,7578,18,9,2,2,Mid,Mid
223,223,15,5,5261,5263,774,Egypt,17,17,7578,9,10,2,1,Mid,Def
224,224,5,15,5263,5261,774,Egypt,17,17,7578,10,9,1,2,Def,Mid
225,225,15,12,5261,3568,774,Egypt,17,17,7578,9,18,2,2,Mid,Mid
226,226,12,15,3568,5261,774,Egypt,17,17,7578,18,9,2,2,Mid,Mid
227,227,15,14,5261,3878,774,Egypt,17,17,7578,9,22,2,2,Mid,Mid
228,228,14,12,3878,3568,774,Egypt,17,17,7578,22,18,2,2,Mid,Mid
229,229,12,4,3568,4063,774,Egypt,17,17,7578,18,13,2,1,Mid,Def
230,230,4,5,4063,5263,774,Egypt,17,17,7578,13,10,1,1,Def,Def
231,231,5,22,5263,5252,774,Egypt,17,17,7578,10,14,1,3,Def,Fw
232,232,5,12,5248,5255,783,Uruguay,18,18,7578,8,3,1,2,Def,Mid
233,233,12,1,5255,5264,783,Uruguay,18,18,7578,3,4,2,1,Mid,Def
234,234,1,16,5264,5247,783,Uruguay,18,18,7578,4,2,1,2,Def,Mid
235,235,16,1,5247,5264,783,Uruguay,18,18,7578,2,4,2,1,Mid,Def
236,236,1,16,5264,5247,783,Uruguay,18,18,7578,4,2,1,2,Def,Mid
237,237,16,14,5247,5260,783,Uruguay,18,18,7578,2,6,2,2,Mid,Mid
238,238,14,1,5260,5264,783,Uruguay,18,18,7578,6,4,2,1,Mid,Def
239,239,1,16,5264,5247,783,Uruguay,18,18,7578,4,2,1,2,Def,Mid
240,240,16,12,5247,5255,783,Uruguay,18,18,7578,2,3,2,2,Mid,Mid
241,241,12,1,5255,5264,783,Uruguay,18,18,7578,3,4,2,1,Mid,Def
242,242,1,14,5264,5260,783,Uruguay,18,18,7578,4,6,1,2,Def,Mid
243,243,5,1,5248,5264,783,Uruguay,18,18,7578,8,4,1,1,Def,Def
244,244,1,16,5264,5247,783,Uruguay,18,18,7578,4,2,1,2,Def,Mid
245,245,16,1,5247,5264,783,Uruguay,18,18,7578,2,4,2,1,Mid,Def
246,246,12,14,5255,5260,783,Uruguay,19,19,7578,3,6,2,2,Mid,Mid
247,247,14,23,5260,4319,783,Uruguay,19,19,7578,6,0,2,3,Mid,Fw
248,248,23,20,4319,5256,783,Uruguay,19,19,7578,0,23,3,2,Fw,Mid
249,249,20,16,5256,5268,783,Uruguay,19,19,7578,23,24,2,2,Mid,Mid
250,250,16,20,5268,5256,783,Uruguay,19,19,7578,24,23,2,2,Mid,Mid
251,251,20,14,5256,5260,783,Uruguay,19,19,7578,23,6,2,2,Mid,Mid
252,252,14,20,5260,5256,783,Uruguay,19,19,7578,6,23,2,2,Mid,Mid
253,253,20,14,5256,5260,783,Uruguay,19,19,7578,23,6,2,2,Mid,Mid
254,254,14,12,5260,5255,783,Uruguay,19,19,7578,6,3,2,2,Mid,Mid
255,255,12,16,5255,5268,783,Uruguay,19,19,7578,3,24,2,2,Mid,Mid
256,256,16,20,5268,5256,783,Uruguay,19,19,7578,24,23,2,2,Mid,Mid
257,257,20,4,5256,5249,783,Uruguay,19,19,7578,23,5,2,1,Mid,Def
258,258,4,0,5249,5267,783,Uruguay,19,19,7578,5,21,1,0,Def,GK
259,259,0,2,5267,5259,783,Uruguay,19,19,7578,21,1,0,1,GK,Def
260,260,2,14,5259,5260,783,Uruguay,19,19,7578,1,6,1,2,Def,Mid
261,261,14,20,5260,5256,783,Uruguay,19,19,7578,6,23,2,2,Mid,Mid
262,262,20,5,5256,5248,783,Uruguay,19,19,7578,23,8,2,1,Mid,Def
263,263,5,14,5248,5260,783,Uruguay,19,19,7578,8,6,1,2,Def,Mid
264,264,14,21,5260,5246,783,Uruguay,19,19,7578,6,20,2,3,Mid,Fw
265,265,4,0,5249,5267,783,Uruguay,20,20,7578,5,21,1,0,Def,GK
266,266,0,5,5267,5248,783,Uruguay,20,20,7578,21,8,0,1,GK,Def
267,267,5,14,5248,5260,783,Uruguay,20,20,7578,8,6,1,2,Def,Mid
268,268,14,2,5260,5259,783,Uruguay,20,20,7578,6,1,2,1,Mid,Def
269,269,2,1,5259,5264,783,Uruguay,20,20,7578,1,4,1,1,Def,Def
270,270,1,14,5264,5260,783,Uruguay,20,20,7578,4,6,1,2,Def,Mid
271,271,14,4,5260,5249,783,Uruguay,20,20,7578,6,5,2,1,Mid,Def
272,272,4,5,5249,5248,783,Uruguay,20,20,7578,5,8,1,1,Def,Def
273,273,5,23,5248,4319,783,Uruguay,20,20,7578,8,0,1,3,Def,Fw
274,274,5,4,5248,5249,783,Uruguay,20,20,7578,8,5,1,1,Def,Def
275,275,4,2,5249,5259,783,Uruguay,20,20,7578,5,1,1,1,Def,Def
276,276,2,1,5259,5264,783,Uruguay,20,20,7578,1,4,1,1,Def,Def
277,277,12,16,5255,5268,783,Uruguay,20,20,7578,3,24,2,2,Mid,Mid
278,278,16,23,5268,4319,783,Uruguay,20,20,7578,24,0,2,3,Mid,Fw
279,279,23,20,4319,5256,783,Uruguay,20,20,7578,0,23,3,2,Fw,Mid
280,280,20,21,5256,5246,783,Uruguay,20,20,7578,23,20,2,3,Mid,Fw
281,281,21,20,5246,5256,783,Uruguay,20,20,7578,20,23,3,2,Fw,Mid
282,282,2,12,5259,5255,783,Uruguay,21,21,7578,1,3,1,2,Def,Mid
283,283,12,2,5255,5259,783,Uruguay,21,21,7578,3,1,2,1,Mid,Def
284,284,2,14,5259,5260,783,Uruguay,21,21,7578,1,6,1,2,Def,Mid
285,285,14,2,5260,5259,783,Uruguay,21,21,7578,6,1,2,1,Mid,Def
286,286,2,4,5259,5249,783,Uruguay,21,21,7578,1,5,1,1,Def,Def
287,287,4,0,5249,5267,783,Uruguay,21,21,7578,5,21,1,0,Def,GK
288,288,0,4,5267,5249,783,Uruguay,21,21,7578,21,5,0,1,GK,Def
289,289,4,12,5249,5255,783,Uruguay,21,21,7578,5,3,1,2,Def,Mid
290,290,12,2,5255,5259,783,Uruguay,21,21,7578,3,1,2,1,Mid,Def
291,291,2,14,5259,5260,783,Uruguay,21,21,7578,1,6,1,2,Def,Mid
292,292,14,21,5260,5246,783,Uruguay,21,21,7578,6,20,2,3,Mid,Fw
293,293,5,4,5248,5249,783,Uruguay,22,22,7578,8,5,1,1,Def,Def
294,294,1,12,5264,5255,783,Uruguay,22,22,7578,4,3,1,2,Def,Mid
295,295,12,1,5255,5264,783,Uruguay,22,22,7578,3,4,2,1,Mid,Def
296,296,1,16,5264,5268,783,Uruguay,22,22,7578,4,24,1,2,Def,Mid
297,297,16,1,5268,5264,783,Uruguay,22,22,7578,24,4,2,1,Mid,Def
298,298,1,4,5264,5249,783,Uruguay,22,22,7578,4,5,1,1,Def,Def
299,299,4,20,5249,5256,783,Uruguay,22,22,7578,5,23,1,2,Def,Mid
300,300,20,21,5256,5246,783,Uruguay,22,22,7578,23,20,2,3,Mid,Fw
301,301,21,20,5246,5256,783,Uruguay,22,22,7578,20,23,3,2,Fw,Mid
302,302,20,1,5256,5264,783,Uruguay,22,22,7578,23,4,2,1,Mid,Def
303,303,1,16,5264,5268,783,Uruguay,22,22,7578,4,24,1,2,Def,Mid
304,304,16,23,5268,4319,783,Uruguay,22,22,7578,24,0,2,3,Mid,Fw
305,305,1,14,5250,3878,774,Egypt,23,23,7578,16,22,1,2,Def,Mid
306,306,14,5,3878,5263,774,Egypt,23,23,7578,22,10,2,1,Mid,Def
307,307,5,11,5263,5253,774,Egypt,23,23,7578,10,15,1,2,Def,Mid
308,308,11,22,5253,5257,774,Egypt,23,23,7578,15,25,2,3,Mid,Fw
309,309,5,14,5263,3878,774,Egypt,23,23,7578,10,22,1,2,Def,Mid
310,310,14,5,3878,5263,774,Egypt,23,23,7578,22,10,2,1,Mid,Def
311,311,5,11,5263,5253,774,Egypt,23,23,7578,10,15,1,2,Def,Mid
312,312,11,12,5253,3568,774,Egypt,23,23,7578,15,18,2,2,Mid,Mid
313,313,12,18,3568,5251,774,Egypt,23,23,7578,18,12,2,2,Mid,Mid
314,314,22,18,5257,5251,774,Egypt,23,23,7578,25,12,3,2,Fw,Mid
315,315,18,12,5251,3568,774,Egypt,23,23,7578,12,18,2,2,Mid,Mid
