,gid,plaid,posid,teamid,teamname,newpos,newposname
58,58,5185,12,799,Saudi Arabia,2,Mid
59,59,5191,1,799,Saudi Arabia,1,Def
60,60,5173,14,799,Saudi Arabia,2,Mid
61,61,5184,2,799,Saudi Arabia,1,Def
62,62,5188,16,799,Saudi Arabia,2,Mid
63,63,5187,20,799,Saudi Arabia,2,Mid
64,64,5715,4,799,Saudi Arabia,1,Def
65,65,5714,0,799,Saudi Arabia,0,GK
66,66,5716,12,799,Saudi Arabia,2,Mid
67,67,5717,20,783,Uruguay,2,Mid
68,68,5266,12,783,Uruguay,2,Mid
69,69,5713,16,799,Saudi Arabia,2,Mid
70,70,5196,22,799,Saudi Arabia,3,Fw
71,71,3176,6,782,Belgium,1,Def
72,72,20005,2,782,Belgium,1,Def
73,73,5639,3,782,Belgium,1,Def
74,74,5642,14,782,Belgium,2,Mid
75,75,3077,4,782,Belgium,1,Def
76,76,5633,7,782,Belgium,1,Def
77,77,3509,0,782,Belgium,0,GK
78,78,3621,19,782,Belgium,2,Mid
79,79,3089,12,782,Belgium,2,Mid
80,80,3289,22,782,Belgium,3,Fw
81,81,5630,17,782,Belgium,2,Mid
82,82,5634,5,798,Panama,1,Def
83,83,5646,14,798,Panama,2,Mid
84,84,5638,4,798,Panama,1,Def
85,85,5645,12,798,Panama,2,Mid
86,86,5640,9,798,Panama,1,Def
87,87,5635,2,798,Panama,1,Def
88,88,5631,22,798,Panama,3,Fw
89,89,5628,20,798,Panama,2,Mid
90,90,5641,1,798,Panama,1,Def
91,91,5637,16,798,Panama,2,Mid
92,92,5636,0,798,Panama,0,GK
93,93,5629,16,798,Panama,2,Mid
94,94,5644,20,798,Panama,2,Mid
95,95,5643,22,798,Panama,3,Fw
96,96,3037,9,782,Belgium,1,Def
97,97,5632,16,782,Belgium,2,Mid
98,98,5669,0,789,Poland,0,GK
99,99,5670,4,789,Poland,1,Def
100,100,5668,22,789,Poland,3,Fw
101,101,4626,3,789,Poland,1,Def
102,102,5658,2,789,Poland,1,Def
103,103,5660,16,789,Poland,2,Mid
104,104,5673,11,789,Poland,2,Mid
105,105,3494,4,769,Colombia,1,Def
106,106,6196,2,769,Colombia,1,Def
107,107,5696,1,769,Colombia,1,Def
108,108,5689,16,769,Colombia,2,Mid
109,109,3445,22,769,Colombia,3,Fw
110,110,5686,10,769,Colombia,1,Def
111,111,5692,18,769,Colombia,2,Mid
112,112,6192,8,769,Colombia,1,Def
113,113,5695,20,769,Colombia,2,Mid
114,114,5691,5,769,Colombia,1,Def
115,115,4276,0,769,Colombia,0,GK
116,116,6195,14,789,Poland,2,Mid
117,117,5672,15,789,Poland,2,Mid
118,118,6193,8,769,Colombia,1,Def
119,119,3637,12,789,Poland,2,Mid
120,120,5667,20,789,Poland,2,Mid
121,121,5688,22,769,Colombia,3,Fw
122,122,5678,18,769,Colombia,2,Mid
123,123,20004,14,771,France,2,Mid
124,124,4375,20,771,France,2,Mid
125,125,5487,18,771,France,2,Mid
126,126,5484,5,771,France,1,Def
127,127,5492,4,771,France,1,Def
128,128,5485,2,771,France,1,Def
129,129,5476,1,771,France,1,Def
130,130,3961,12,771,France,2,Mid
131,131,3604,22,771,France,3,Fw
132,132,3009,16,771,France,2,Mid
133,133,3632,11,784,Peru,2,Mid
134,134,5529,10,784,Peru,1,Def
135,135,5530,2,784,Peru,1,Def
136,136,5532,4,784,Peru,1,Def
137,137,5519,18,784,Peru,2,Mid
138,138,5518,5,784,Peru,1,Def
139,139,5535,22,784,Peru,3,Fw
140,140,5526,8,784,Peru,1,Def
141,141,5521,1,784,Peru,1,Def
142,142,5525,15,784,Peru,2,Mid
143,143,5528,0,784,Peru,0,GK
144,144,5738,4,784,Peru,1,Def
145,145,5531,18,784,Peru,2,Mid
146,146,3099,0,771,France,0,GK
147,147,5477,16,771,France,2,Mid
148,148,5533,20,784,Peru,2,Mid
149,149,5675,4,787,Senegal,1,Def
150,150,5661,23,787,Senegal,3,Fw
151,151,3436,12,787,Senegal,2,Mid
152,152,5664,2,787,Senegal,1,Def
153,153,5674,1,787,Senegal,1,Def
154,154,2941,16,787,Senegal,2,Mid
155,155,5671,14,787,Senegal,2,Mid
156,156,3629,20,787,Senegal,2,Mid
157,157,5659,0,787,Senegal,0,GK
158,158,3603,21,787,Senegal,3,Fw
159,159,3404,5,787,Senegal,1,Def
160,160,5662,2,789,Poland,1,Def
161,161,5663,16,789,Poland,2,Mid
162,162,5665,18,789,Poland,2,Mid
163,163,5676,21,787,Senegal,3,Fw
164,164,5666,16,789,Poland,2,Mid
165,165,5624,14,790,Sweden,2,Mid
166,166,4417,23,790,Sweden,3,Fw
167,167,5621,5,790,Sweden,1,Def
168,168,4709,2,790,Sweden,1,Def
169,169,5617,12,790,Sweden,2,Mid
170,170,5607,4,790,Sweden,1,Def
171,171,5613,11,790,Sweden,2,Mid
172,172,11098,21,790,Sweden,3,Fw
173,173,5612,1,790,Sweden,1,Def
174,174,5625,15,790,Sweden,2,Mid
175,175,5622,0,790,Sweden,0,GK
176,176,5626,22,791,South Korea,3,Fw
177,177,5627,14,791,South Korea,2,Mid
178,178,5609,5,791,South Korea,1,Def
179,179,5198,22,772,Spain,3,Fw
180,180,5203,9,772,Spain,1,Def
181,181,5201,4,772,Spain,1,Def
182,182,5211,5,772,Spain,1,Def
183,183,5213,2,772,Spain,1,Def
184,184,5216,14,772,Spain,2,Mid
185,185,3064,16,772,Spain,2,Mid
186,186,4926,20,772,Spain,2,Mid
187,187,5202,1,772,Spain,1,Def
188,188,3333,0,772,Spain,0,GK
189,189,5199,12,772,Spain,2,Mid
190,190,20016,2,780,Portugal,1,Def
191,191,3193,16,780,Portugal,2,Mid
192,192,3329,1,780,Portugal,1,Def
193,193,5207,23,780,Portugal,3,Fw
194,194,5214,14,780,Portugal,2,Mid
195,195,5209,5,780,Portugal,1,Def
196,196,5204,15,780,Portugal,2,Mid
197,197,3960,4,780,Portugal,1,Def
198,198,5205,0,780,Portugal,0,GK
199,199,3168,12,780,Portugal,2,Mid
200,200,4367,21,780,Portugal,3,Fw
201,201,5208,14,772,Spain,2,Mid
202,202,4272,15,780,Portugal,2,Mid
203,203,5215,16,780,Portugal,2,Mid
204,204,5217,22,772,Spain,3,Fw
205,205,5218,21,780,Portugal,3,Fw
206,206,5200,16,772,Spain,2,Mid
207,207,5587,18,786,Serbia,2,Mid
208,208,4269,22,786,Serbia,3,Fw
209,209,5589,8,786,Serbia,1,Def
210,210,5596,5,786,Serbia,1,Def
211,211,5591,20,786,Serbia,2,Mid
212,212,5601,0,786,Serbia,0,GK
213,213,5588,1,786,Serbia,1,Def
214,214,3831,16,786,Serbia,2,Mid
215,215,3381,10,786,Serbia,1,Def
216,216,5551,4,781,Brazil,1,Def
217,217,4320,20,781,Brazil,2,Mid
218,218,6320,5,781,Brazil,1,Def
219,219,3501,14,781,Brazil,2,Mid
220,220,5542,12,781,Brazil,2,Mid
221,221,3295,2,781,Brazil,1,Def
222,222,3202,22,781,Brazil,3,Fw
223,223,6321,4,786,Serbia,1,Def
224,224,5603,2,786,Serbia,1,Def
225,225,5539,9,781,Brazil,1,Def
226,226,3472,16,781,Brazil,2,Mid
227,227,5838,1,781,Brazil,1,Def
228,228,3054,12,781,Brazil,2,Mid
229,229,5833,20,786,Serbia,2,Mid
230,230,6318,18,786,Serbia,2,Mid
231,231,5553,14,781,Brazil,2,Mid
232,232,6319,22,786,Serbia,3,Fw
233,233,3186,20,770,Germany,2,Mid
234,234,5574,10,770,Germany,1,Def
235,235,6040,5,770,Germany,1,Def
236,236,3167,4,770,Germany,1,Def
237,237,5578,2,770,Germany,1,Def
238,238,5579,1,770,Germany,1,Def
239,239,6039,8,770,Germany,1,Def
240,240,5559,18,770,Germany,2,Mid
241,241,5562,16,770,Germany,2,Mid
242,242,5557,22,770,Germany,3,Fw
243,243,5570,0,770,Germany,0,GK
244,244,3702,2,790,Sweden,1,Def
245,245,10287,8,770,Germany,1,Def
246,246,5565,20,770,Germany,2,Mid
247,247,5540,12,773,Switzerland,2,Mid
248,248,5537,2,773,Switzerland,1,Def
249,249,3533,16,773,Switzerland,2,Mid
250,250,3500,14,773,Switzerland,2,Mid
251,251,5554,18,773,Switzerland,2,Mid
252,252,5541,1,773,Switzerland,1,Def
253,253,5549,4,773,Switzerland,1,Def
254,254,5544,5,773,Switzerland,1,Def
255,255,5548,20,773,Switzerland,2,Mid
256,256,5543,24,773,Switzerland,3,Fw
257,257,5550,0,773,Switzerland,0,GK
258,258,5594,1,786,Serbia,1,Def
259,259,5580,4,786,Serbia,1,Def
260,260,3455,12,786,Serbia,2,Mid
261,261,5545,18,773,Switzerland,2,Mid
262,262,5834,24,773,Switzerland,3,Fw
263,263,3094,14,768,England,2,Mid
264,264,3244,3,768,England,1,Def
265,265,3205,2,768,England,1,Def
266,266,3532,9,768,England,1,Def
267,267,3336,4,768,England,1,Def
268,268,3612,15,768,England,2,Mid
269,269,3308,11,768,England,2,Mid
270,270,3293,12,768,England,2,Mid
271,271,3233,21,768,England,3,Fw
272,272,5655,1,777,Tunisia,1,Def
273,273,5656,2,777,Tunisia,1,Def
274,274,5654,11,777,Tunisia,2,Mid
275,275,3767,9,777,Tunisia,1,Def
276,276,5647,5,777,Tunisia,1,Def
277,277,3557,15,777,Tunisia,2,Mid
278,278,5650,12,777,Tunisia,2,Mid
279,279,5649,14,777,Tunisia,2,Mid
280,280,10955,23,768,England,3,Fw
281,281,3468,0,768,England,0,GK
282,282,5648,0,777,Tunisia,0,GK
283,283,5651,4,777,Tunisia,1,Def
284,284,3196,22,777,Tunisia,3,Fw
285,285,3504,14,768,England,2,Mid
286,286,3318,21,768,England,3,Fw
287,287,3602,4,779,Argentina,1,Def
288,288,5507,5,779,Argentina,1,Def
289,289,3090,2,779,Argentina,1,Def
290,290,5742,1,779,Argentina,1,Def
291,291,5496,20,779,Argentina,2,Mid
292,292,5503,22,779,Argentina,3,Fw
293,293,5506,9,779,Argentina,1,Def
294,294,6312,0,779,Argentina,0,GK
295,295,5741,12,779,Argentina,2,Mid
296,296,2995,16,779,Argentina,2,Mid
297,297,5504,14,779,Argentina,2,Mid
298,298,6349,4,779,Argentina,1,Def
299,299,5499,16,779,Argentina,2,Mid
300,300,3237,22,779,Argentina,3,Fw
301,301,5480,20,771,France,2,Mid
302,302,5552,5,781,Brazil,1,Def
303,303,3101,4,782,Belgium,1,Def
304,304,4831,14,782,Belgium,2,Mid
305,305,3296,12,782,Belgium,2,Mid
306,306,5547,0,781,Brazil,0,GK
307,307,3535,22,781,Brazil,3,Fw
308,308,5837,16,781,Brazil,2,Mid
309,309,3471,2,785,Croatia,1,Def
310,310,5469,9,785,Croatia,1,Def
311,311,5463,12,785,Croatia,2,Mid
312,312,5468,4,785,Croatia,1,Def
313,313,5457,5,785,Croatia,1,Def
314,314,5470,14,785,Croatia,2,Mid
315,315,5472,22,785,Croatia,3,Fw
316,316,5461,1,785,Croatia,1,Def
317,317,5474,15,785,Croatia,2,Mid
318,318,3444,0,785,Croatia,0,GK
319,319,5465,11,785,Croatia,2,Mid
320,320,3815,0,776,Denmark,0,GK
321,321,5534,2,776,Denmark,1,Def
322,322,3959,12,776,Denmark,2,Mid
323,323,3027,4,776,Denmark,1,Def
324,324,4763,1,776,Denmark,1,Def
325,325,5536,16,776,Denmark,2,Mid
326,326,3043,24,776,Denmark,3,Fw
327,327,4447,20,776,Denmark,2,Mid
328,328,5732,22,776,Denmark,3,Fw
329,329,6355,5,776,Denmark,1,Def
330,330,5527,14,776,Denmark,2,Mid
331,331,5520,12,776,Denmark,2,Mid
332,332,5522,22,776,Denmark,3,Fw
333,333,5456,9,785,Croatia,1,Def
334,334,6308,5,785,Croatia,1,Def
335,335,5460,15,785,Croatia,2,Mid
336,336,6356,14,776,Denmark,2,Mid
337,337,5516,20,776,Denmark,2,Mid
338,338,6305,15,785,Croatia,2,Mid
339,339,5454,0,775,Nigeria,0,GK
340,340,5462,15,775,Nigeria,2,Mid
341,341,5830,4,775,Nigeria,1,Def
342,342,5455,3,775,Nigeria,1,Def
343,343,5467,2,775,Nigeria,1,Def
344,344,5475,13,775,Nigeria,2,Mid
345,345,5466,14,775,Nigeria,2,Mid
346,346,5473,21,775,Nigeria,3,Fw
347,347,3708,23,775,Nigeria,3,Fw
348,348,3963,11,775,Nigeria,2,Mid
349,349,3338,12,775,Nigeria,2,Mid
350,350,5832,15,775,Nigeria,2,Mid
351,351,5501,5,793,Iceland,1,Def
352,352,5829,23,793,Iceland,3,Fw
353,353,5514,21,793,Iceland,3,Fw
354,354,5509,15,793,Iceland,2,Mid
355,355,5505,2,793,Iceland,1,Def
356,356,5508,1,793,Iceland,1,Def
357,357,5495,11,793,Iceland,2,Mid
358,358,3944,10,793,Iceland,1,Def
359,359,5515,8,793,Iceland,1,Def
360,360,5498,0,793,Iceland,0,GK
361,361,5500,23,793,Iceland,3,Fw
362,362,5831,4,793,Iceland,1,Def
363,363,5502,8,793,Iceland,1,Def
364,364,5458,21,775,Nigeria,3,Fw
365,365,3647,18,775,Nigeria,2,Mid
366,366,5471,1,775,Nigeria,1,Def
367,367,5459,22,785,Croatia,3,Fw
368,368,5598,4,795,Costa Rica,1,Def
369,369,5592,20,795,Costa Rica,2,Mid
370,370,5602,6,795,Costa Rica,1,Def
371,371,5595,16,795,Costa Rica,2,Mid
372,372,5582,12,795,Costa Rica,2,Mid
373,373,5590,2,795,Costa Rica,1,Def
374,374,5599,14,795,Costa Rica,2,Mid
375,375,5836,7,795,Costa Rica,1,Def
376,376,5586,22,795,Costa Rica,3,Fw
377,377,5597,0,795,Costa Rica,0,GK
378,378,5584,3,795,Costa Rica,1,Def
379,379,5561,2,794,Mexico,1,Def
380,380,5566,12,770,Germany,2,Mid
381,381,5572,4,770,Germany,1,Def
382,382,5569,5,770,Germany,1,Def
383,383,3496,18,770,Germany,2,Mid
384,384,5555,15,770,Germany,2,Mid
385,385,5523,8,784,Peru,1,Def
386,386,3281,14,792,Australia,2,Mid
387,387,3240,0,792,Australia,0,GK
388,388,5478,2,792,Australia,1,Def
389,389,5489,12,792,Australia,2,Mid
390,390,5482,1,792,Australia,1,Def
391,391,5488,4,792,Australia,1,Def
392,392,5479,5,792,Australia,1,Def
393,393,5494,15,792,Australia,2,Mid
394,394,5491,18,792,Australia,2,Mid
395,395,5481,11,792,Australia,2,Mid
396,396,5493,22,792,Australia,3,Fw
397,397,5483,15,792,Australia,2,Mid
398,398,6314,22,792,Australia,3,Fw
399,399,5490,18,792,Australia,2,Mid
400,400,6313,11,784,Peru,2,Mid
401,401,6315,8,784,Peru,1,Def
402,402,5685,12,769,Colombia,2,Mid
403,403,3684,12,787,Senegal,2,Mid
404,404,3145,20,787,Senegal,2,Mid
405,405,6335,1,787,Senegal,1,Def
406,406,6334,18,769,Colombia,2,Mid
407,407,6342,0,777,Tunisia,0,GK
408,408,6345,2,777,Tunisia,1,Def
409,409,6347,12,777,Tunisia,2,Mid
410,410,5936,1,777,Tunisia,1,Def
411,411,3252,5,777,Tunisia,1,Def
412,412,6346,1,798,Panama,1,Def
413,413,6344,5,798,Panama,1,Def
414,414,6138,14,798,Panama,2,Mid
415,415,6348,14,777,Tunisia,2,Mid
416,416,6328,4,795,Costa Rica,1,Def
417,417,5585,20,795,Costa Rica,2,Mid
418,418,5581,22,795,Costa Rica,3,Fw
419,419,5538,8,773,Switzerland,1,Def
420,420,5486,22,792,Australia,3,Fw
421,421,2948,20,771,France,2,Mid
422,422,6300,2,783,Uruguay,1,Def
423,423,6299,18,796,Russia,2,Mid
424,424,6298,1,796,Russia,1,Def
425,425,5182,16,796,Russia,2,Mid
426,426,5181,10,796,Russia,1,Def
427,427,5171,8,796,Russia,1,Def
428,428,5175,2,796,Russia,1,Def
429,429,5174,4,796,Russia,1,Def
430,430,5677,5,796,Russia,1,Def
431,431,5186,20,796,Russia,2,Mid
432,432,5172,0,796,Russia,0,GK
433,433,5195,22,796,Russia,3,Fw
434,434,5170,1,796,Russia,1,Def
435,435,5179,8,796,Russia,1,Def
436,436,5194,20,796,Russia,2,Mid
437,437,6357,9,794,Mexico,1,Def
438,438,5568,22,794,Mexico,3,Fw
439,439,5524,5,776,Denmark,1,Def
440,440,5600,7,795,Costa Rica,1,Def
441,441,5593,20,795,Costa Rica,2,Mid
442,442,3300,2,778,Japan,1,Def
443,443,5681,8,778,Japan,1,Def
444,444,5690,5,778,Japan,1,Def
445,445,5682,4,778,Japan,1,Def
446,446,3530,1,778,Japan,1,Def
447,447,5693,10,778,Japan,1,Def
448,448,5684,18,778,Japan,2,Mid
449,449,5687,20,778,Japan,2,Mid
450,450,5697,16,778,Japan,2,Mid
451,451,5679,22,778,Japan,3,Fw
452,452,3175,0,778,Japan,0,GK
453,453,5694,10,778,Japan,1,Def
454,454,5683,16,778,Japan,2,Mid
455,455,5513,11,779,Argentina,2,Mid
456,456,19597,15,779,Argentina,2,Mid
457,457,3659,0,779,Argentina,0,GK
458,458,5497,22,779,Argentina,3,Fw
459,459,5743,8,779,Argentina,1,Def
460,460,6351,23,783,Uruguay,3,Fw
461,461,5737,10,771,France,1,Def
462,462,6307,4,785,Croatia,1,Def
463,463,5739,2,785,Croatia,1,Def
464,464,6309,1,785,Croatia,1,Def
465,465,5511,4,793,Iceland,1,Def
466,466,3720,16,793,Iceland,2,Mid
467,467,5512,8,793,Iceland,1,Def
468,468,6310,12,785,Croatia,2,Mid
469,469,5510,12,779,Argentina,2,Mid
470,470,5719,11,772,Spain,2,Mid
471,471,6353,5,796,Russia,1,Def
472,472,5721,1,772,Spain,1,Def
473,473,5718,11,772,Spain,2,Mid
474,474,2974,14,777,Tunisia,2,Mid
475,475,4826,2,777,Tunisia,1,Def
476,476,3457,23,782,Belgium,3,Fw
477,477,2954,17,782,Belgium,2,Mid
478,478,5517,12,776,Denmark,2,Mid
479,479,5221,2,788,Morocco,1,Def
480,480,5237,15,788,Morocco,2,Mid
481,481,5232,12,788,Morocco,2,Mid
482,482,5242,14,788,Morocco,2,Mid
483,483,5245,5,788,Morocco,1,Def
484,484,5233,0,788,Morocco,0,GK
485,485,5219,4,788,Morocco,1,Def
486,486,5236,9,788,Morocco,1,Def
487,487,5726,22,788,Morocco,3,Fw
488,488,5727,1,788,Morocco,1,Def
489,489,5724,14,788,Morocco,2,Mid
490,490,6301,22,788,Morocco,3,Fw
491,491,3063,1,781,Brazil,1,Def
492,492,5464,23,775,Nigeria,3,Fw
493,493,6352,1,780,Portugal,1,Def
494,494,3707,12,780,Portugal,2,Mid
495,495,6350,12,780,Portugal,2,Mid
496,496,3262,0,789,Poland,0,GK
497,497,4685,5,789,Poland,1,Def
498,498,6336,20,789,Poland,2,Mid
499,499,3034,2,789,Poland,1,Def
500,500,6338,4,778,Japan,1,Def
501,501,6191,15,778,Japan,2,Mid
502,502,6339,11,778,Japan,2,Mid
503,503,6337,21,778,Japan,3,Fw
504,504,3810,23,778,Japan,3,Fw
505,505,5229,22,788,Morocco,3,Fw
506,506,3302,1,788,Morocco,1,Def
507,507,5244,2,788,Morocco,1,Def
508,508,5243,20,788,Morocco,2,Mid
509,509,5235,1,797,Iran,1,Def
510,510,5239,11,797,Iran,2,Mid
511,511,5224,22,797,Iran,3,Fw
512,512,5231,15,797,Iran,2,Mid
513,513,5230,5,797,Iran,1,Def
514,514,5222,4,797,Iran,1,Def
515,515,5241,14,797,Iran,2,Mid
516,516,5227,0,797,Iran,0,GK
517,517,5220,2,797,Iran,1,Def
518,518,5238,12,797,Iran,2,Mid
519,519,5720,5,797,Iran,1,Def
520,520,5228,4,797,Iran,1,Def
521,521,5193,5,796,Russia,1,Def
522,522,5177,15,796,Russia,2,Mid
523,523,5180,18,796,Russia,2,Mid
524,524,5197,4,799,Saudi Arabia,1,Def
525,525,5192,11,799,Saudi Arabia,2,Mid
526,526,5189,0,799,Saudi Arabia,0,GK
527,527,5176,21,799,Saudi Arabia,3,Fw
528,528,5725,23,788,Morocco,3,Fw
529,529,6317,14,794,Mexico,2,Mid
530,530,6316,21,794,Mexico,3,Fw
531,531,5722,9,797,Iran,1,Def
532,532,5225,12,797,Iran,2,Mid
533,533,5226,15,797,Iran,2,Mid
534,534,4597,12,768,England,2,Mid
535,535,3594,15,768,England,2,Mid
536,536,10960,23,768,England,3,Fw
537,537,6140,16,798,Panama,2,Mid
538,538,6139,4,798,Panama,1,Def
539,539,3314,2,768,England,1,Def
540,540,3664,11,768,England,2,Mid
541,541,3645,4,768,England,1,Def
542,542,10956,9,768,England,1,Def
543,543,6332,4,782,Belgium,1,Def
544,544,6330,20,782,Belgium,2,Mid
545,545,6331,2,782,Belgium,1,Def
546,546,6359,2,773,Switzerland,1,Def
547,547,5546,1,773,Switzerland,1,Def
548,548,5835,22,773,Switzerland,3,Fw
549,549,6358,1,790,Sweden,1,Def
550,550,3576,20,790,Sweden,2,Mid
551,551,6038,23,790,Sweden,3,Fw
552,552,6322,2,770,Germany,1,Def
553,553,6324,16,770,Germany,2,Mid
554,554,6323,2,791,South Korea,1,Def
555,555,5680,4,769,Colombia,1,Def
556,556,3279,15,769,Colombia,2,Mid
557,557,3531,16,774,Egypt,2,Mid
558,558,3543,0,771,France,0,GK
559,559,3446,1,771,France,1,Def
560,560,3245,20,771,France,2,Mid
561,561,2999,4,771,France,1,Def
562,562,3261,5,771,France,1,Def
563,563,6303,15,776,Denmark,2,Mid
564,564,6302,22,776,Denmark,3,Fw
565,565,4277,12,787,Senegal,2,Mid
566,566,6292,0,774,Egypt,0,GK
567,567,6290,4,799,Saudi Arabia,1,Def
568,568,6291,0,799,Saudi Arabia,0,GK
