,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid,newfpos,newtpos,newfposname,newtposname
55,55,12,14,3568,5262,774,Egypt,5,5,7578,13,16,2,2,Mid,Mid
56,56,14,4,5262,4063,774,Egypt,5,5,7578,16,11,2,1,Mid,Def
57,57,4,2,4063,5254,774,Egypt,5,5,7578,11,12,1,1,Def,Def
58,58,2,18,5254,5251,774,Egypt,5,5,7578,12,17,1,2,Def,Mid
59,59,14,4,5262,4063,774,Egypt,6,6,7578,16,11,2,1,Mid,Def
60,60,4,2,4063,5254,774,Egypt,6,6,7578,11,12,1,1,Def,Def
61,61,2,14,5254,5262,774,Egypt,6,6,7578,12,16,1,2,Def,Mid
62,62,14,2,5262,5254,774,Egypt,6,6,7578,16,12,2,1,Mid,Def
63,63,2,4,5254,4063,774,Egypt,6,6,7578,12,11,1,1,Def,Def
64,64,4,18,4063,5251,774,Egypt,6,6,7578,11,17,1,2,Def,Mid
65,65,18,22,5251,5252,774,Egypt,6,6,7578,17,18,2,3,Mid,Fw
66,66,11,18,5253,5251,774,Egypt,7,7,7578,14,17,2,2,Mid,Mid
67,67,1,11,5250,5253,774,Egypt,7,7,7578,19,14,1,2,Def,Mid
68,68,14,2,5262,5254,774,Egypt,7,7,7578,16,12,2,1,Mid,Def
69,69,1,12,5250,3568,774,Egypt,7,7,7578,19,13,1,2,Def,Mid
70,70,12,11,3568,5253,774,Egypt,7,7,7578,13,14,2,2,Mid,Mid
71,71,1,14,5250,5262,774,Egypt,7,7,7578,19,16,1,2,Def,Mid
72,72,14,12,5262,3568,774,Egypt,7,7,7578,16,13,2,2,Mid,Mid
73,73,12,1,3568,5250,774,Egypt,7,7,7578,13,19,2,1,Mid,Def
74,74,1,11,5250,5253,774,Egypt,7,7,7578,19,14,1,2,Def,Mid
75,75,11,14,5253,5262,774,Egypt,7,7,7578,14,16,2,2,Mid,Mid
76,76,1,2,5250,5254,774,Egypt,7,7,7578,19,12,1,1,Def,Def
77,77,2,4,5254,4063,774,Egypt,7,7,7578,12,11,1,1,Def,Def
78,78,4,18,4063,5251,774,Egypt,7,7,7578,11,17,1,2,Def,Mid
79,79,18,15,5251,5261,774,Egypt,7,7,7578,17,15,2,2,Mid,Mid
80,80,15,11,5261,5253,774,Egypt,7,7,7578,15,14,2,2,Mid,Mid
81,81,12,18,3568,5251,774,Egypt,7,7,7578,13,17,2,2,Mid,Mid
82,82,0,4,5265,4063,774,Egypt,8,8,7578,20,11,0,1,GK,Def
83,83,4,14,4063,5262,774,Egypt,8,8,7578,11,16,1,2,Def,Mid
84,84,14,12,5262,3568,774,Egypt,8,8,7578,16,13,2,2,Mid,Mid
85,85,12,5,3568,5263,774,Egypt,8,8,7578,13,10,2,1,Mid,Def
86,86,5,15,5263,5261,774,Egypt,8,8,7578,10,15,1,2,Def,Mid
87,87,15,5,5261,5263,774,Egypt,8,8,7578,15,10,2,1,Mid,Def
88,88,5,4,5263,4063,774,Egypt,8,8,7578,10,11,1,1,Def,Def
89,89,4,2,4063,5254,774,Egypt,8,8,7578,11,12,1,1,Def,Def
90,90,2,1,5254,5250,774,Egypt,8,8,7578,12,19,1,1,Def,Def
91,91,1,12,5250,3568,774,Egypt,8,8,7578,19,13,1,2,Def,Mid
92,92,12,14,3568,5262,774,Egypt,8,8,7578,13,16,2,2,Mid,Mid
93,93,14,5,5262,5263,774,Egypt,8,8,7578,16,10,2,1,Mid,Def
94,94,5,4,5263,4063,774,Egypt,8,8,7578,10,11,1,1,Def,Def
95,95,4,12,4063,3568,774,Egypt,8,8,7578,11,13,1,2,Def,Mid
96,96,12,4,3568,4063,774,Egypt,8,8,7578,13,11,2,1,Mid,Def
97,97,4,18,4063,5251,774,Egypt,8,8,7578,11,17,1,2,Def,Mid
98,98,14,1,5262,5250,774,Egypt,8,8,7578,16,19,2,1,Mid,Def
99,99,1,14,5250,5262,774,Egypt,8,8,7578,19,16,1,2,Def,Mid
100,100,14,18,5262,5251,774,Egypt,8,8,7578,16,17,2,2,Mid,Mid
101,101,5,23,5248,4319,783,Uruguay,9,9,7578,8,0,1,3,Def,Fw
102,102,23,1,4319,5264,783,Uruguay,9,9,7578,0,4,3,1,Fw,Def
103,103,1,2,5264,5259,783,Uruguay,9,9,7578,4,1,1,1,Def,Def
104,104,2,12,5259,5255,783,Uruguay,9,9,7578,1,3,1,2,Def,Mid
105,105,12,2,5255,5259,783,Uruguay,9,9,7578,3,1,2,1,Mid,Def
106,106,2,4,5259,5249,783,Uruguay,9,9,7578,1,5,1,1,Def,Def
107,107,4,12,5249,5255,783,Uruguay,9,9,7578,5,3,1,2,Def,Mid
108,108,14,4,5260,5249,783,Uruguay,9,9,7578,6,5,2,1,Mid,Def
109,109,4,2,5249,5259,783,Uruguay,9,9,7578,5,1,1,1,Def,Def
110,110,2,12,5259,5255,783,Uruguay,9,9,7578,1,3,1,2,Def,Mid
111,111,12,21,5255,5246,783,Uruguay,9,9,7578,3,9,2,3,Mid,Fw
112,112,21,1,5246,5264,783,Uruguay,9,9,7578,9,4,3,1,Fw,Def
113,113,1,21,5264,5246,783,Uruguay,9,9,7578,4,9,1,3,Def,Fw
114,114,1,4,5264,5249,783,Uruguay,9,9,7578,4,5,1,1,Def,Def
115,115,4,12,5249,5255,783,Uruguay,9,9,7578,5,3,1,2,Def,Mid
116,116,12,21,5255,5246,783,Uruguay,9,9,7578,3,9,2,3,Mid,Fw
117,117,18,2,5251,5254,774,Egypt,10,10,7578,17,12,2,1,Mid,Def
118,118,11,18,5253,5251,774,Egypt,10,10,7578,14,17,2,2,Mid,Mid
119,119,18,15,5251,5261,774,Egypt,10,10,7578,17,15,2,2,Mid,Mid
120,120,1,11,5250,5253,774,Egypt,10,10,7578,19,14,1,2,Def,Mid
121,121,11,18,5253,5251,774,Egypt,10,10,7578,14,17,2,2,Mid,Mid
122,122,1,18,5250,5251,774,Egypt,10,10,7578,19,17,1,2,Def,Mid
123,123,4,12,5249,5255,783,Uruguay,11,11,7578,5,3,1,2,Def,Mid
124,124,12,0,5255,5267,783,Uruguay,11,11,7578,3,21,2,0,Mid,GK
125,125,0,2,5267,5259,783,Uruguay,11,11,7578,21,1,0,1,GK,Def
126,126,2,14,5259,5260,783,Uruguay,11,11,7578,1,6,1,2,Def,Mid
127,127,14,4,5260,5249,783,Uruguay,11,11,7578,6,5,2,1,Mid,Def
128,128,4,2,5249,5259,783,Uruguay,11,11,7578,5,1,1,1,Def,Def
129,129,2,12,5259,5255,783,Uruguay,11,11,7578,1,3,1,2,Def,Mid
130,130,12,23,5255,4319,783,Uruguay,11,11,7578,3,0,2,3,Mid,Fw
131,131,1,16,5264,5247,783,Uruguay,11,11,7578,4,2,1,2,Def,Mid
132,132,16,12,5247,5255,783,Uruguay,11,11,7578,2,3,2,2,Mid,Mid
133,133,12,20,5255,5258,783,Uruguay,11,11,7578,3,7,2,2,Mid,Mid
134,134,2,12,5259,5255,783,Uruguay,12,12,7578,1,3,1,2,Def,Mid
135,135,12,4,5255,5249,783,Uruguay,12,12,7578,3,5,2,1,Mid,Def
136,136,4,14,5249,5260,783,Uruguay,12,12,7578,5,6,1,2,Def,Mid
137,137,14,2,5260,5259,783,Uruguay,12,12,7578,6,1,2,1,Mid,Def
138,138,14,2,5260,5259,783,Uruguay,12,12,7578,6,1,2,1,Mid,Def
139,139,2,1,5259,5264,783,Uruguay,12,12,7578,1,4,1,1,Def,Def
140,140,1,14,5264,5260,783,Uruguay,12,12,7578,4,6,1,2,Def,Mid
141,141,14,1,5260,5264,783,Uruguay,12,12,7578,6,4,2,1,Mid,Def
142,142,1,14,5264,5260,783,Uruguay,12,12,7578,4,6,1,2,Def,Mid
143,143,0,14,5267,5260,783,Uruguay,13,13,7578,21,6,0,2,GK,Mid
144,144,14,12,5260,5255,783,Uruguay,13,13,7578,6,3,2,2,Mid,Mid
145,145,12,4,5255,5249,783,Uruguay,13,13,7578,3,5,2,1,Mid,Def
146,146,4,5,5249,5248,783,Uruguay,13,13,7578,5,8,1,1,Def,Def
147,147,5,12,5248,5255,783,Uruguay,13,13,7578,8,3,1,2,Def,Mid
148,148,12,2,5255,5259,783,Uruguay,13,13,7578,3,1,2,1,Mid,Def
149,149,12,20,5255,5258,783,Uruguay,13,13,7578,3,7,2,2,Mid,Mid
150,150,5,12,5248,5255,783,Uruguay,14,14,7578,8,3,1,2,Def,Mid
151,151,12,1,5255,5264,783,Uruguay,14,14,7578,3,4,2,1,Mid,Def
152,152,1,16,5264,5247,783,Uruguay,14,14,7578,4,2,1,2,Def,Mid
153,153,16,23,5247,4319,783,Uruguay,14,14,7578,2,0,2,3,Mid,Fw
154,154,23,21,4319,5246,783,Uruguay,14,14,7578,0,9,3,3,Fw,Fw
155,155,14,16,5260,5247,783,Uruguay,14,14,7578,6,2,2,2,Mid,Mid
156,156,16,20,5247,5258,783,Uruguay,14,14,7578,2,7,2,2,Mid,Mid
157,157,1,5,5264,5248,783,Uruguay,14,14,7578,4,8,1,1,Def,Def
158,158,1,18,5250,5251,774,Egypt,15,15,7578,19,17,1,2,Def,Mid
159,159,18,1,5251,5250,774,Egypt,15,15,7578,17,19,2,1,Mid,Def
160,160,1,11,5250,5253,774,Egypt,15,15,7578,19,14,1,2,Def,Mid
161,161,4,0,4063,5265,774,Egypt,15,15,7578,11,20,1,0,Def,GK
162,162,0,18,5265,5251,774,Egypt,15,15,7578,20,17,0,2,GK,Mid
163,163,1,4,5264,5249,783,Uruguay,16,16,7578,4,5,1,1,Def,Def
164,164,4,2,5249,5259,783,Uruguay,16,16,7578,5,1,1,1,Def,Def
165,165,2,14,5259,5260,783,Uruguay,16,16,7578,1,6,1,2,Def,Mid
166,166,14,5,5260,5248,783,Uruguay,16,16,7578,6,8,2,1,Mid,Def
167,167,5,4,5248,5249,783,Uruguay,16,16,7578,8,5,1,1,Def,Def
168,168,4,12,5249,5255,783,Uruguay,16,16,7578,5,3,1,2,Def,Mid
169,169,12,16,5255,5247,783,Uruguay,16,16,7578,3,2,2,2,Mid,Mid
170,170,1,4,5264,5249,783,Uruguay,16,16,7578,4,5,1,1,Def,Def
171,171,4,21,5249,5246,783,Uruguay,16,16,7578,5,9,1,3,Def,Fw
172,172,21,16,5246,5247,783,Uruguay,16,16,7578,9,2,3,2,Fw,Mid
173,173,16,12,5247,5255,783,Uruguay,16,16,7578,2,3,2,2,Mid,Mid
174,174,12,20,5255,5258,783,Uruguay,16,16,7578,3,7,2,2,Mid,Mid
175,175,16,1,5247,5264,783,Uruguay,17,17,7578,2,4,2,1,Mid,Def
176,176,1,2,5264,5259,783,Uruguay,17,17,7578,4,1,1,1,Def,Def
177,177,2,14,5259,5260,783,Uruguay,17,17,7578,1,6,1,2,Def,Mid
178,178,14,12,5260,5255,783,Uruguay,17,17,7578,6,3,2,2,Mid,Mid
179,179,12,1,5255,5264,783,Uruguay,17,17,7578,3,4,2,1,Mid,Def
180,180,1,14,5264,5260,783,Uruguay,17,17,7578,4,6,1,2,Def,Mid
181,181,14,20,5260,5258,783,Uruguay,17,17,7578,6,7,2,2,Mid,Mid
182,182,20,14,5258,5260,783,Uruguay,17,17,7578,7,6,2,2,Mid,Mid
183,183,14,21,5260,5246,783,Uruguay,17,17,7578,6,9,2,3,Mid,Fw
184,184,21,16,5246,5247,783,Uruguay,17,17,7578,9,2,3,2,Fw,Mid
185,185,1,2,5264,5259,783,Uruguay,17,17,7578,4,1,1,1,Def,Def
186,186,2,14,5259,5260,783,Uruguay,17,17,7578,1,6,1,2,Def,Mid
187,187,14,5,5260,5248,783,Uruguay,17,17,7578,6,8,2,1,Mid,Def
188,188,5,20,5248,5258,783,Uruguay,17,17,7578,8,7,1,2,Def,Mid
189,189,20,23,5258,4319,783,Uruguay,17,17,7578,7,0,2,3,Mid,Fw
190,190,23,21,4319,5246,783,Uruguay,17,17,7578,0,9,3,3,Fw,Fw
191,191,15,5,5261,5263,774,Egypt,18,18,7578,15,10,2,1,Mid,Def
192,192,5,14,5263,5262,774,Egypt,18,18,7578,10,16,1,2,Def,Mid
193,193,14,12,5262,3568,774,Egypt,18,18,7578,16,13,2,2,Mid,Mid
194,194,12,18,3568,5251,774,Egypt,18,18,7578,13,17,2,2,Mid,Mid
195,195,18,14,5251,5262,774,Egypt,18,18,7578,17,16,2,2,Mid,Mid
196,196,14,1,5262,5250,774,Egypt,18,18,7578,16,19,2,1,Mid,Def
197,197,1,14,5250,5262,774,Egypt,18,18,7578,19,16,1,2,Def,Mid
198,198,14,12,5262,3568,774,Egypt,18,18,7578,16,13,2,2,Mid,Mid
199,199,12,15,3568,5261,774,Egypt,18,18,7578,13,15,2,2,Mid,Mid
200,200,15,12,5261,3568,774,Egypt,18,18,7578,15,13,2,2,Mid,Mid
201,201,12,11,3568,5253,774,Egypt,18,18,7578,13,14,2,2,Mid,Mid
202,202,12,14,3568,5262,774,Egypt,19,19,7578,13,16,2,2,Mid,Mid
203,203,14,11,5262,5253,774,Egypt,19,19,7578,16,14,2,2,Mid,Mid
204,204,1,18,5250,5251,774,Egypt,19,19,7578,19,17,1,2,Def,Mid
205,205,18,1,5251,5250,774,Egypt,19,19,7578,17,19,2,1,Mid,Def
206,206,1,18,5250,5251,774,Egypt,19,19,7578,19,17,1,2,Def,Mid
207,207,18,12,5251,3568,774,Egypt,19,19,7578,17,13,2,2,Mid,Mid
208,208,12,1,3568,5250,774,Egypt,19,19,7578,13,19,2,1,Mid,Def
209,209,14,1,5260,5264,783,Uruguay,20,20,7578,6,4,2,1,Mid,Def
210,210,1,16,5264,5247,783,Uruguay,20,20,7578,4,2,1,2,Def,Mid
211,211,16,1,5247,5264,783,Uruguay,20,20,7578,2,4,2,1,Mid,Def
212,212,1,14,5264,5260,783,Uruguay,20,20,7578,4,6,1,2,Def,Mid
213,213,14,2,5260,5259,783,Uruguay,20,20,7578,6,1,2,1,Mid,Def
214,214,2,4,5259,5249,783,Uruguay,20,20,7578,1,5,1,1,Def,Def
215,215,4,14,5249,5260,783,Uruguay,20,20,7578,5,6,1,2,Def,Mid
216,216,12,14,5255,5260,783,Uruguay,20,20,7578,3,6,2,2,Mid,Mid
217,217,14,20,5260,5258,783,Uruguay,20,20,7578,6,7,2,2,Mid,Mid
218,218,20,14,5258,5260,783,Uruguay,20,20,7578,7,6,2,2,Mid,Mid
219,219,14,2,5260,5259,783,Uruguay,20,20,7578,6,1,2,1,Mid,Def
220,220,2,20,5259,5258,783,Uruguay,20,20,7578,1,7,1,2,Def,Mid
221,221,21,20,5246,5258,783,Uruguay,20,20,7578,9,7,3,2,Fw,Mid
222,222,0,15,5265,5261,774,Egypt,21,21,7578,20,15,0,2,GK,Mid
223,223,15,18,5261,5251,774,Egypt,21,21,7578,15,17,2,2,Mid,Mid
224,224,15,12,5261,3568,774,Egypt,21,21,7578,15,13,2,2,Mid,Mid
225,225,12,5,3568,5263,774,Egypt,21,21,7578,13,10,2,1,Mid,Def
226,226,5,15,5263,5261,774,Egypt,21,21,7578,10,15,1,2,Def,Mid
227,227,2,14,5254,5262,774,Egypt,22,22,7578,12,16,1,2,Def,Mid
228,228,4,5,4063,5263,774,Egypt,22,22,7578,11,10,1,1,Def,Def
229,229,5,18,5263,5251,774,Egypt,22,22,7578,10,17,1,2,Def,Mid
230,230,18,15,5251,5261,774,Egypt,22,22,7578,17,15,2,2,Mid,Mid
231,231,15,18,5261,5251,774,Egypt,22,22,7578,15,17,2,2,Mid,Mid
232,232,18,15,5251,5261,774,Egypt,22,22,7578,17,15,2,2,Mid,Mid
233,233,15,18,5261,5251,774,Egypt,22,22,7578,15,17,2,2,Mid,Mid
234,234,18,22,5251,5252,774,Egypt,22,22,7578,17,18,2,3,Mid,Fw
235,235,4,2,5249,5259,783,Uruguay,23,23,7578,5,1,1,1,Def,Def
236,236,2,14,5259,5260,783,Uruguay,23,23,7578,1,6,1,2,Def,Mid
237,237,14,5,5260,5248,783,Uruguay,23,23,7578,6,8,2,1,Mid,Def
238,238,5,14,5248,5260,783,Uruguay,23,23,7578,8,6,1,2,Def,Mid
239,239,14,20,5260,5258,783,Uruguay,23,23,7578,6,7,2,2,Mid,Mid
240,240,20,4,5258,5249,783,Uruguay,23,23,7578,7,5,2,1,Mid,Def
241,241,4,12,5249,5255,783,Uruguay,23,23,7578,5,3,1,2,Def,Mid
242,242,12,20,5255,5258,783,Uruguay,23,23,7578,3,7,2,2,Mid,Mid
243,243,5,20,5248,5258,783,Uruguay,23,23,7578,8,7,1,2,Def,Mid
244,244,12,1,5255,5264,783,Uruguay,24,24,7578,3,4,2,1,Mid,Def
245,245,1,16,5264,5247,783,Uruguay,24,24,7578,4,2,1,2,Def,Mid
246,246,16,21,5247,5246,783,Uruguay,24,24,7578,2,9,2,3,Mid,Fw
247,247,21,14,5246,5260,783,Uruguay,24,24,7578,9,6,3,2,Fw,Mid
248,248,21,20,5246,5258,783,Uruguay,24,24,7578,9,7,3,2,Fw,Mid
249,249,20,16,5258,5247,783,Uruguay,24,24,7578,7,2,2,2,Mid,Mid
250,250,16,21,5247,5246,783,Uruguay,24,24,7578,2,9,2,3,Mid,Fw
251,251,0,18,5265,5251,774,Egypt,25,25,7578,20,17,0,2,GK,Mid
252,252,18,5,5251,5263,774,Egypt,25,25,7578,17,10,2,1,Mid,Def
253,253,5,4,5263,4063,774,Egypt,25,25,7578,10,11,1,1,Def,Def
254,254,4,14,4063,5262,774,Egypt,25,25,7578,11,16,1,2,Def,Mid
255,255,14,4,5262,4063,774,Egypt,25,25,7578,16,11,2,1,Mid,Def
256,256,4,0,5249,5267,783,Uruguay,26,26,7578,5,21,1,0,Def,GK
257,257,0,14,5267,5260,783,Uruguay,26,26,7578,21,6,0,2,GK,Mid
258,258,14,4,5260,5249,783,Uruguay,26,26,7578,6,5,2,1,Mid,Def
259,259,4,20,5249,5258,783,Uruguay,26,26,7578,5,7,1,2,Def,Mid
260,260,20,16,5258,5247,783,Uruguay,26,26,7578,7,2,2,2,Mid,Mid
261,261,16,1,5247,5264,783,Uruguay,26,26,7578,2,4,2,1,Mid,Def
262,262,1,12,5264,5255,783,Uruguay,26,26,7578,4,3,1,2,Def,Mid
263,263,14,12,5260,5255,783,Uruguay,26,26,7578,6,3,2,2,Mid,Mid
264,264,12,16,5255,5247,783,Uruguay,26,26,7578,3,2,2,2,Mid,Mid
265,265,16,1,5247,5264,783,Uruguay,26,26,7578,2,4,2,1,Mid,Def
266,266,1,4,5264,5249,783,Uruguay,27,27,7578,4,5,1,1,Def,Def
267,267,4,12,5249,5255,783,Uruguay,27,27,7578,5,3,1,2,Def,Mid
268,268,12,1,5255,5264,783,Uruguay,27,27,7578,3,4,2,1,Mid,Def
269,269,1,2,5264,5259,783,Uruguay,27,27,7578,4,1,1,1,Def,Def
270,270,2,14,5259,5260,783,Uruguay,27,27,7578,1,6,1,2,Def,Mid
271,271,14,20,5260,5258,783,Uruguay,27,27,7578,6,7,2,2,Mid,Mid
272,272,20,4,5258,5249,783,Uruguay,27,27,7578,7,5,2,1,Mid,Def
273,273,4,12,5249,5255,783,Uruguay,27,27,7578,5,3,1,2,Def,Mid
274,274,12,14,5255,5260,783,Uruguay,27,27,7578,3,6,2,2,Mid,Mid
275,275,14,2,5260,5259,783,Uruguay,27,27,7578,6,1,2,1,Mid,Def
276,276,2,14,5259,5260,783,Uruguay,27,27,7578,1,6,1,2,Def,Mid
277,277,14,4,5260,5249,783,Uruguay,27,27,7578,6,5,2,1,Mid,Def
278,278,4,20,5249,5258,783,Uruguay,27,27,7578,5,7,1,2,Def,Mid
279,279,12,16,5255,5247,783,Uruguay,28,28,7578,3,2,2,2,Mid,Mid
280,280,16,20,5247,5258,783,Uruguay,28,28,7578,2,7,2,2,Mid,Mid
281,281,1,12,5264,5255,783,Uruguay,28,28,7578,4,3,1,2,Def,Mid
282,282,12,14,5255,5260,783,Uruguay,28,28,7578,3,6,2,2,Mid,Mid
283,283,0,4,5267,5249,783,Uruguay,28,28,7578,21,5,0,1,GK,Def
284,284,4,2,5249,5259,783,Uruguay,28,28,7578,5,1,1,1,Def,Def
285,285,2,12,5259,5255,783,Uruguay,28,28,7578,1,3,1,2,Def,Mid
286,286,12,14,5255,5260,783,Uruguay,28,28,7578,3,6,2,2,Mid,Mid
287,287,14,23,5260,4319,783,Uruguay,28,28,7578,6,0,2,3,Mid,Fw
288,288,23,21,4319,5246,783,Uruguay,28,28,7578,0,9,3,3,Fw,Fw
289,289,12,15,3568,5261,774,Egypt,29,29,7578,13,15,2,2,Mid,Mid
290,290,5,14,5263,5262,774,Egypt,29,29,7578,10,16,1,2,Def,Mid
291,291,14,18,5262,5251,774,Egypt,29,29,7578,16,17,2,2,Mid,Mid
292,292,18,22,5251,5252,774,Egypt,29,29,7578,17,18,2,3,Mid,Fw
293,293,5,18,5263,5251,774,Egypt,29,29,7578,10,17,1,2,Def,Mid
294,294,18,15,5251,5261,774,Egypt,29,29,7578,17,15,2,2,Mid,Mid
295,295,15,18,5261,5251,774,Egypt,29,29,7578,15,17,2,2,Mid,Mid
296,296,18,22,5251,5252,774,Egypt,29,29,7578,17,18,2,3,Mid,Fw
297,297,2,4,5259,5249,783,Uruguay,30,30,7578,1,5,1,1,Def,Def
298,298,4,12,5249,5255,783,Uruguay,30,30,7578,5,3,1,2,Def,Mid
299,299,12,16,5255,5247,783,Uruguay,30,30,7578,3,2,2,2,Mid,Mid
300,300,16,12,5247,5255,783,Uruguay,30,30,7578,2,3,2,2,Mid,Mid
301,301,14,2,5260,5259,783,Uruguay,30,30,7578,6,1,2,1,Mid,Def
302,302,2,4,5259,5249,783,Uruguay,30,30,7578,1,5,1,1,Def,Def
303,303,4,5,5249,5248,783,Uruguay,30,30,7578,5,8,1,1,Def,Def
304,304,5,12,5248,5255,783,Uruguay,30,30,7578,8,3,1,2,Def,Mid
305,305,12,14,5255,5260,783,Uruguay,30,30,7578,3,6,2,2,Mid,Mid
306,306,14,1,5260,5264,783,Uruguay,30,30,7578,6,4,2,1,Mid,Def
307,307,1,16,5264,5247,783,Uruguay,30,30,7578,4,2,1,2,Def,Mid
308,308,16,14,5247,5260,783,Uruguay,30,30,7578,2,6,2,2,Mid,Mid
309,309,14,2,5260,5259,783,Uruguay,30,30,7578,6,1,2,1,Mid,Def
310,310,2,21,5259,5246,783,Uruguay,30,30,7578,1,9,1,3,Def,Fw
311,311,5,15,5263,5261,774,Egypt,31,31,7578,10,15,1,2,Def,Mid
312,312,15,12,5261,3568,774,Egypt,31,31,7578,15,13,2,2,Mid,Mid
313,313,12,18,3568,5251,774,Egypt,31,31,7578,13,17,2,2,Mid,Mid
314,314,18,1,5251,5250,774,Egypt,31,31,7578,17,19,2,1,Mid,Def
315,315,1,18,5250,5251,774,Egypt,31,31,7578,19,17,1,2,Def,Mid
316,316,14,12,5262,3568,774,Egypt,31,31,7578,16,13,2,2,Mid,Mid
