,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid,newfpos,newtpos,newfposname,newtposname
55,55,12,14,5255,5260,783,Uruguay,3,3,7578,3,6,2,2,Mid,Mid
56,56,14,4,5260,5249,783,Uruguay,3,3,7578,6,5,2,1,Mid,Def
57,57,4,21,5249,5246,783,Uruguay,3,3,7578,5,15,1,3,Def,Fw
58,58,14,20,5260,5258,783,Uruguay,3,3,7578,6,7,2,2,Mid,Mid
59,59,20,21,5258,5246,783,Uruguay,3,3,7578,7,15,2,3,Mid,Fw
60,60,21,23,5246,4319,783,Uruguay,3,3,7578,15,0,3,3,Fw,Fw
61,61,11,18,5253,5251,774,Egypt,4,4,7578,17,12,2,2,Mid,Mid
62,62,1,11,5250,5253,774,Egypt,4,4,7578,18,17,1,2,Def,Mid
63,63,14,2,5262,5254,774,Egypt,4,4,7578,11,19,2,1,Mid,Def
64,64,1,12,5250,3568,774,Egypt,4,4,7578,18,20,1,2,Def,Mid
65,65,12,11,3568,5253,774,Egypt,4,4,7578,20,17,2,2,Mid,Mid
66,66,1,14,5250,5262,774,Egypt,4,4,7578,18,11,1,2,Def,Mid
67,67,14,12,5262,3568,774,Egypt,4,4,7578,11,20,2,2,Mid,Mid
68,68,12,1,3568,5250,774,Egypt,4,4,7578,20,18,2,1,Mid,Def
69,69,1,11,5250,5253,774,Egypt,4,4,7578,18,17,1,2,Def,Mid
70,70,11,14,5253,5262,774,Egypt,4,4,7578,17,11,2,2,Mid,Mid
71,71,1,2,5250,5254,774,Egypt,4,4,7578,18,19,1,1,Def,Def
72,72,2,4,5254,4063,774,Egypt,4,4,7578,19,13,1,1,Def,Def
73,73,4,18,4063,5251,774,Egypt,4,4,7578,13,12,1,2,Def,Mid
74,74,18,15,5251,5261,774,Egypt,4,4,7578,12,9,2,2,Mid,Mid
75,75,15,11,5261,5253,774,Egypt,4,4,7578,9,17,2,2,Mid,Mid
76,76,12,18,3568,5251,774,Egypt,4,4,7578,20,12,2,2,Mid,Mid
77,77,0,4,5265,4063,774,Egypt,5,5,7578,21,13,0,1,GK,Def
78,78,4,14,4063,5262,774,Egypt,5,5,7578,13,11,1,2,Def,Mid
79,79,14,12,5262,3568,774,Egypt,5,5,7578,11,20,2,2,Mid,Mid
80,80,12,5,3568,5263,774,Egypt,5,5,7578,20,10,2,1,Mid,Def
81,81,5,15,5263,5261,774,Egypt,5,5,7578,10,9,1,2,Def,Mid
82,82,15,5,5261,5263,774,Egypt,5,5,7578,9,10,2,1,Mid,Def
83,83,5,4,5263,4063,774,Egypt,5,5,7578,10,13,1,1,Def,Def
84,84,4,2,4063,5254,774,Egypt,5,5,7578,13,19,1,1,Def,Def
85,85,2,1,5254,5250,774,Egypt,5,5,7578,19,18,1,1,Def,Def
86,86,1,12,5250,3568,774,Egypt,5,5,7578,18,20,1,2,Def,Mid
87,87,12,14,3568,5262,774,Egypt,5,5,7578,20,11,2,2,Mid,Mid
88,88,14,5,5262,5263,774,Egypt,5,5,7578,11,10,2,1,Mid,Def
89,89,5,4,5263,4063,774,Egypt,5,5,7578,10,13,1,1,Def,Def
90,90,4,12,4063,3568,774,Egypt,5,5,7578,13,20,1,2,Def,Mid
91,91,12,4,3568,4063,774,Egypt,5,5,7578,20,13,2,1,Mid,Def
92,92,4,18,4063,5251,774,Egypt,5,5,7578,13,12,1,2,Def,Mid
93,93,14,1,5262,5250,774,Egypt,5,5,7578,11,18,2,1,Mid,Def
94,94,1,14,5250,5262,774,Egypt,5,5,7578,18,11,1,2,Def,Mid
95,95,14,18,5262,5251,774,Egypt,5,5,7578,11,12,2,2,Mid,Mid
96,96,5,23,5248,4319,783,Uruguay,6,6,7578,8,0,1,3,Def,Fw
97,97,23,1,4319,5264,783,Uruguay,6,6,7578,0,4,3,1,Fw,Def
98,98,1,2,5264,5259,783,Uruguay,6,6,7578,4,1,1,1,Def,Def
99,99,2,12,5259,5255,783,Uruguay,6,6,7578,1,3,1,2,Def,Mid
100,100,12,2,5255,5259,783,Uruguay,6,6,7578,3,1,2,1,Mid,Def
101,101,2,4,5259,5249,783,Uruguay,6,6,7578,1,5,1,1,Def,Def
102,102,4,12,5249,5255,783,Uruguay,6,6,7578,5,3,1,2,Def,Mid
103,103,14,4,5260,5249,783,Uruguay,6,6,7578,6,5,2,1,Mid,Def
104,104,4,2,5249,5259,783,Uruguay,6,6,7578,5,1,1,1,Def,Def
105,105,2,12,5259,5255,783,Uruguay,6,6,7578,1,3,1,2,Def,Mid
106,106,12,21,5255,5246,783,Uruguay,6,6,7578,3,15,2,3,Mid,Fw
107,107,21,1,5246,5264,783,Uruguay,6,6,7578,15,4,3,1,Fw,Def
108,108,1,21,5264,5246,783,Uruguay,6,6,7578,4,15,1,3,Def,Fw
109,109,1,4,5264,5249,783,Uruguay,6,6,7578,4,5,1,1,Def,Def
110,110,4,12,5249,5255,783,Uruguay,6,6,7578,5,3,1,2,Def,Mid
111,111,12,21,5255,5246,783,Uruguay,6,6,7578,3,15,2,3,Mid,Fw
112,112,4,12,5249,5255,783,Uruguay,7,7,7578,5,3,1,2,Def,Mid
113,113,12,0,5255,5267,783,Uruguay,7,7,7578,3,16,2,0,Mid,GK
114,114,0,2,5267,5259,783,Uruguay,7,7,7578,16,1,0,1,GK,Def
115,115,2,14,5259,5260,783,Uruguay,7,7,7578,1,6,1,2,Def,Mid
116,116,14,4,5260,5249,783,Uruguay,7,7,7578,6,5,2,1,Mid,Def
117,117,4,2,5249,5259,783,Uruguay,7,7,7578,5,1,1,1,Def,Def
118,118,2,12,5259,5255,783,Uruguay,7,7,7578,1,3,1,2,Def,Mid
119,119,12,23,5255,4319,783,Uruguay,7,7,7578,3,0,2,3,Mid,Fw
120,120,1,16,5264,5247,783,Uruguay,7,7,7578,4,2,1,2,Def,Mid
121,121,16,12,5247,5255,783,Uruguay,7,7,7578,2,3,2,2,Mid,Mid
122,122,12,20,5255,5258,783,Uruguay,7,7,7578,3,7,2,2,Mid,Mid
123,123,1,4,5264,5249,783,Uruguay,8,8,7578,4,5,1,1,Def,Def
124,124,4,2,5249,5259,783,Uruguay,8,8,7578,5,1,1,1,Def,Def
125,125,2,14,5259,5260,783,Uruguay,8,8,7578,1,6,1,2,Def,Mid
126,126,14,5,5260,5248,783,Uruguay,8,8,7578,6,8,2,1,Mid,Def
127,127,5,4,5248,5249,783,Uruguay,8,8,7578,8,5,1,1,Def,Def
128,128,4,12,5249,5255,783,Uruguay,8,8,7578,5,3,1,2,Def,Mid
129,129,12,16,5255,5247,783,Uruguay,8,8,7578,3,2,2,2,Mid,Mid
130,130,1,4,5264,5249,783,Uruguay,8,8,7578,4,5,1,1,Def,Def
131,131,4,21,5249,5246,783,Uruguay,8,8,7578,5,15,1,3,Def,Fw
132,132,21,16,5246,5247,783,Uruguay,8,8,7578,15,2,3,2,Fw,Mid
133,133,16,12,5247,5255,783,Uruguay,8,8,7578,2,3,2,2,Mid,Mid
134,134,12,20,5255,5258,783,Uruguay,8,8,7578,3,7,2,2,Mid,Mid
135,135,16,1,5247,5264,783,Uruguay,9,9,7578,2,4,2,1,Mid,Def
136,136,1,2,5264,5259,783,Uruguay,9,9,7578,4,1,1,1,Def,Def
137,137,2,14,5259,5260,783,Uruguay,9,9,7578,1,6,1,2,Def,Mid
138,138,14,12,5260,5255,783,Uruguay,9,9,7578,6,3,2,2,Mid,Mid
139,139,12,1,5255,5264,783,Uruguay,9,9,7578,3,4,2,1,Mid,Def
140,140,1,14,5264,5260,783,Uruguay,9,9,7578,4,6,1,2,Def,Mid
141,141,14,20,5260,5258,783,Uruguay,9,9,7578,6,7,2,2,Mid,Mid
142,142,20,14,5258,5260,783,Uruguay,9,9,7578,7,6,2,2,Mid,Mid
143,143,14,21,5260,5246,783,Uruguay,9,9,7578,6,15,2,3,Mid,Fw
144,144,21,16,5246,5247,783,Uruguay,9,9,7578,15,2,3,2,Fw,Mid
145,145,1,2,5264,5259,783,Uruguay,9,9,7578,4,1,1,1,Def,Def
146,146,2,14,5259,5260,783,Uruguay,9,9,7578,1,6,1,2,Def,Mid
147,147,14,5,5260,5248,783,Uruguay,9,9,7578,6,8,2,1,Mid,Def
148,148,5,20,5248,5258,783,Uruguay,9,9,7578,8,7,1,2,Def,Mid
149,149,20,23,5258,4319,783,Uruguay,9,9,7578,7,0,2,3,Mid,Fw
150,150,23,21,4319,5246,783,Uruguay,9,9,7578,0,15,3,3,Fw,Fw
151,151,15,5,5261,5263,774,Egypt,10,10,7578,9,10,2,1,Mid,Def
152,152,5,14,5263,5262,774,Egypt,10,10,7578,10,11,1,2,Def,Mid
153,153,14,12,5262,3568,774,Egypt,10,10,7578,11,20,2,2,Mid,Mid
154,154,12,18,3568,5251,774,Egypt,10,10,7578,20,12,2,2,Mid,Mid
155,155,18,14,5251,5262,774,Egypt,10,10,7578,12,11,2,2,Mid,Mid
156,156,14,1,5262,5250,774,Egypt,10,10,7578,11,18,2,1,Mid,Def
157,157,1,14,5250,5262,774,Egypt,10,10,7578,18,11,1,2,Def,Mid
158,158,14,12,5262,3568,774,Egypt,10,10,7578,11,20,2,2,Mid,Mid
159,159,12,15,3568,5261,774,Egypt,10,10,7578,20,9,2,2,Mid,Mid
160,160,15,12,5261,3568,774,Egypt,10,10,7578,9,20,2,2,Mid,Mid
161,161,12,11,3568,5253,774,Egypt,10,10,7578,20,17,2,2,Mid,Mid
162,162,14,1,5260,5264,783,Uruguay,11,11,7578,6,4,2,1,Mid,Def
163,163,1,16,5264,5247,783,Uruguay,11,11,7578,4,2,1,2,Def,Mid
164,164,16,1,5247,5264,783,Uruguay,11,11,7578,2,4,2,1,Mid,Def
165,165,1,14,5264,5260,783,Uruguay,11,11,7578,4,6,1,2,Def,Mid
166,166,14,2,5260,5259,783,Uruguay,11,11,7578,6,1,2,1,Mid,Def
167,167,2,4,5259,5249,783,Uruguay,11,11,7578,1,5,1,1,Def,Def
168,168,4,14,5249,5260,783,Uruguay,11,11,7578,5,6,1,2,Def,Mid
169,169,12,14,5255,5260,783,Uruguay,11,11,7578,3,6,2,2,Mid,Mid
170,170,14,20,5260,5258,783,Uruguay,11,11,7578,6,7,2,2,Mid,Mid
171,171,20,14,5258,5260,783,Uruguay,11,11,7578,7,6,2,2,Mid,Mid
172,172,14,2,5260,5259,783,Uruguay,11,11,7578,6,1,2,1,Mid,Def
173,173,2,20,5259,5258,783,Uruguay,11,11,7578,1,7,1,2,Def,Mid
174,174,21,20,5246,5258,783,Uruguay,11,11,7578,15,7,3,2,Fw,Mid
175,175,4,0,5249,5267,783,Uruguay,12,12,7578,5,16,1,0,Def,GK
176,176,0,14,5267,5260,783,Uruguay,12,12,7578,16,6,0,2,GK,Mid
177,177,14,4,5260,5249,783,Uruguay,12,12,7578,6,5,2,1,Mid,Def
178,178,4,20,5249,5258,783,Uruguay,12,12,7578,5,7,1,2,Def,Mid
179,179,20,16,5258,5247,783,Uruguay,12,12,7578,7,2,2,2,Mid,Mid
180,180,16,1,5247,5264,783,Uruguay,12,12,7578,2,4,2,1,Mid,Def
181,181,1,12,5264,5255,783,Uruguay,12,12,7578,4,3,1,2,Def,Mid
182,182,14,12,5260,5255,783,Uruguay,12,12,7578,6,3,2,2,Mid,Mid
183,183,12,16,5255,5247,783,Uruguay,12,12,7578,3,2,2,2,Mid,Mid
184,184,16,1,5247,5264,783,Uruguay,12,12,7578,2,4,2,1,Mid,Def
185,185,1,4,5264,5249,783,Uruguay,13,13,7578,4,5,1,1,Def,Def
186,186,4,12,5249,5255,783,Uruguay,13,13,7578,5,3,1,2,Def,Mid
187,187,12,1,5255,5264,783,Uruguay,13,13,7578,3,4,2,1,Mid,Def
188,188,1,2,5264,5259,783,Uruguay,13,13,7578,4,1,1,1,Def,Def
189,189,2,14,5259,5260,783,Uruguay,13,13,7578,1,6,1,2,Def,Mid
190,190,14,20,5260,5258,783,Uruguay,13,13,7578,6,7,2,2,Mid,Mid
191,191,20,4,5258,5249,783,Uruguay,13,13,7578,7,5,2,1,Mid,Def
192,192,4,12,5249,5255,783,Uruguay,13,13,7578,5,3,1,2,Def,Mid
193,193,12,14,5255,5260,783,Uruguay,13,13,7578,3,6,2,2,Mid,Mid
194,194,14,2,5260,5259,783,Uruguay,13,13,7578,6,1,2,1,Mid,Def
195,195,2,14,5259,5260,783,Uruguay,13,13,7578,1,6,1,2,Def,Mid
196,196,14,4,5260,5249,783,Uruguay,13,13,7578,6,5,2,1,Mid,Def
197,197,4,20,5249,5258,783,Uruguay,13,13,7578,5,7,1,2,Def,Mid
198,198,12,16,5255,5247,783,Uruguay,14,14,7578,3,2,2,2,Mid,Mid
199,199,16,20,5247,5258,783,Uruguay,14,14,7578,2,7,2,2,Mid,Mid
200,200,1,12,5264,5255,783,Uruguay,14,14,7578,4,3,1,2,Def,Mid
201,201,12,14,5255,5260,783,Uruguay,14,14,7578,3,6,2,2,Mid,Mid
202,202,0,4,5267,5249,783,Uruguay,14,14,7578,16,5,0,1,GK,Def
203,203,4,2,5249,5259,783,Uruguay,14,14,7578,5,1,1,1,Def,Def
204,204,2,12,5259,5255,783,Uruguay,14,14,7578,1,3,1,2,Def,Mid
205,205,12,14,5255,5260,783,Uruguay,14,14,7578,3,6,2,2,Mid,Mid
206,206,14,23,5260,4319,783,Uruguay,14,14,7578,6,0,2,3,Mid,Fw
207,207,23,21,4319,5246,783,Uruguay,14,14,7578,0,15,3,3,Fw,Fw
208,208,2,4,5259,5249,783,Uruguay,15,15,7578,1,5,1,1,Def,Def
209,209,4,12,5249,5255,783,Uruguay,15,15,7578,5,3,1,2,Def,Mid
210,210,12,16,5255,5247,783,Uruguay,15,15,7578,3,2,2,2,Mid,Mid
211,211,16,12,5247,5255,783,Uruguay,15,15,7578,2,3,2,2,Mid,Mid
212,212,14,2,5260,5259,783,Uruguay,15,15,7578,6,1,2,1,Mid,Def
213,213,2,4,5259,5249,783,Uruguay,15,15,7578,1,5,1,1,Def,Def
214,214,4,5,5249,5248,783,Uruguay,15,15,7578,5,8,1,1,Def,Def
215,215,5,12,5248,5255,783,Uruguay,15,15,7578,8,3,1,2,Def,Mid
216,216,12,14,5255,5260,783,Uruguay,15,15,7578,3,6,2,2,Mid,Mid
217,217,14,1,5260,5264,783,Uruguay,15,15,7578,6,4,2,1,Mid,Def
218,218,1,16,5264,5247,783,Uruguay,15,15,7578,4,2,1,2,Def,Mid
219,219,16,14,5247,5260,783,Uruguay,15,15,7578,2,6,2,2,Mid,Mid
220,220,14,2,5260,5259,783,Uruguay,15,15,7578,6,1,2,1,Mid,Def
221,221,2,21,5259,5246,783,Uruguay,15,15,7578,1,15,1,3,Def,Fw
222,222,14,11,5262,5253,774,Egypt,16,16,7578,11,17,2,2,Mid,Mid
223,223,11,18,5253,5251,774,Egypt,16,16,7578,17,12,2,2,Mid,Mid
224,224,14,5,5262,5263,774,Egypt,16,16,7578,11,10,2,1,Mid,Def
225,225,5,15,5263,5261,774,Egypt,16,16,7578,10,9,1,2,Def,Mid
226,226,15,14,5261,5262,774,Egypt,16,16,7578,9,11,2,2,Mid,Mid
227,227,14,5,5262,5263,774,Egypt,16,16,7578,11,10,2,1,Mid,Def
228,228,5,15,5263,5261,774,Egypt,16,16,7578,10,9,1,2,Def,Mid
229,229,15,4,5261,4063,774,Egypt,16,16,7578,9,13,2,1,Mid,Def
230,230,4,2,4063,5254,774,Egypt,16,16,7578,13,19,1,1,Def,Def
231,231,2,1,5254,5250,774,Egypt,16,16,7578,19,18,1,1,Def,Def
232,232,1,18,5250,5251,774,Egypt,16,16,7578,18,12,1,2,Def,Mid
233,233,18,22,5251,5252,774,Egypt,16,16,7578,12,14,2,3,Mid,Fw
234,234,0,4,5265,4063,774,Egypt,17,17,7578,21,13,0,1,GK,Def
235,235,4,14,4063,3878,774,Egypt,17,17,7578,13,22,1,2,Def,Mid
236,236,14,18,3878,5251,774,Egypt,17,17,7578,22,12,2,2,Mid,Mid
237,237,18,1,5251,5250,774,Egypt,17,17,7578,12,18,2,1,Mid,Def
238,238,1,12,5250,3568,774,Egypt,17,17,7578,18,20,1,2,Def,Mid
239,239,12,11,3568,5253,774,Egypt,17,17,7578,20,17,2,2,Mid,Mid
240,240,11,18,5253,5251,774,Egypt,17,17,7578,17,12,2,2,Mid,Mid
241,241,18,12,5251,3568,774,Egypt,17,17,7578,12,20,2,2,Mid,Mid
242,242,12,18,3568,5251,774,Egypt,17,17,7578,20,12,2,2,Mid,Mid
243,243,18,12,5251,3568,774,Egypt,17,17,7578,12,20,2,2,Mid,Mid
244,244,12,14,3568,3878,774,Egypt,17,17,7578,20,22,2,2,Mid,Mid
245,245,14,5,3878,5263,774,Egypt,17,17,7578,22,10,2,1,Mid,Def
246,246,5,22,5263,5252,774,Egypt,17,17,7578,10,14,1,3,Def,Fw
247,247,0,18,5265,5251,774,Egypt,18,18,7578,21,12,0,2,GK,Mid
248,248,12,15,3568,5261,774,Egypt,18,18,7578,20,9,2,2,Mid,Mid
249,249,15,5,5261,5263,774,Egypt,18,18,7578,9,10,2,1,Mid,Def
250,250,5,15,5263,5261,774,Egypt,18,18,7578,10,9,1,2,Def,Mid
251,251,15,12,5261,3568,774,Egypt,18,18,7578,9,20,2,2,Mid,Mid
252,252,12,15,3568,5261,774,Egypt,18,18,7578,20,9,2,2,Mid,Mid
253,253,15,14,5261,3878,774,Egypt,18,18,7578,9,22,2,2,Mid,Mid
254,254,14,12,3878,3568,774,Egypt,18,18,7578,22,20,2,2,Mid,Mid
255,255,12,4,3568,4063,774,Egypt,18,18,7578,20,13,2,1,Mid,Def
256,256,4,5,4063,5263,774,Egypt,18,18,7578,13,10,1,1,Def,Def
257,257,5,22,5263,5252,774,Egypt,18,18,7578,10,14,1,3,Def,Fw
258,258,5,12,5248,5255,783,Uruguay,19,19,7578,8,3,1,2,Def,Mid
259,259,12,1,5255,5264,783,Uruguay,19,19,7578,3,4,2,1,Mid,Def
260,260,1,16,5264,5247,783,Uruguay,19,19,7578,4,2,1,2,Def,Mid
261,261,16,1,5247,5264,783,Uruguay,19,19,7578,2,4,2,1,Mid,Def
262,262,1,16,5264,5247,783,Uruguay,19,19,7578,4,2,1,2,Def,Mid
263,263,16,14,5247,5260,783,Uruguay,19,19,7578,2,6,2,2,Mid,Mid
264,264,14,1,5260,5264,783,Uruguay,19,19,7578,6,4,2,1,Mid,Def
265,265,1,16,5264,5247,783,Uruguay,19,19,7578,4,2,1,2,Def,Mid
266,266,16,12,5247,5255,783,Uruguay,19,19,7578,2,3,2,2,Mid,Mid
267,267,12,1,5255,5264,783,Uruguay,19,19,7578,3,4,2,1,Mid,Def
268,268,1,14,5264,5260,783,Uruguay,19,19,7578,4,6,1,2,Def,Mid
269,269,5,1,5248,5264,783,Uruguay,19,19,7578,8,4,1,1,Def,Def
270,270,1,16,5264,5247,783,Uruguay,19,19,7578,4,2,1,2,Def,Mid
271,271,16,1,5247,5264,783,Uruguay,19,19,7578,2,4,2,1,Mid,Def
272,272,12,14,5255,5260,783,Uruguay,20,20,7578,3,6,2,2,Mid,Mid
273,273,14,23,5260,4319,783,Uruguay,20,20,7578,6,0,2,3,Mid,Fw
274,274,23,20,4319,5256,783,Uruguay,20,20,7578,0,23,3,2,Fw,Mid
275,275,20,16,5256,5268,783,Uruguay,20,20,7578,23,24,2,2,Mid,Mid
276,276,16,20,5268,5256,783,Uruguay,20,20,7578,24,23,2,2,Mid,Mid
277,277,20,14,5256,5260,783,Uruguay,20,20,7578,23,6,2,2,Mid,Mid
278,278,14,20,5260,5256,783,Uruguay,20,20,7578,6,23,2,2,Mid,Mid
279,279,20,14,5256,5260,783,Uruguay,20,20,7578,23,6,2,2,Mid,Mid
280,280,14,12,5260,5255,783,Uruguay,20,20,7578,6,3,2,2,Mid,Mid
281,281,12,16,5255,5268,783,Uruguay,20,20,7578,3,24,2,2,Mid,Mid
282,282,16,20,5268,5256,783,Uruguay,20,20,7578,24,23,2,2,Mid,Mid
283,283,20,4,5256,5249,783,Uruguay,20,20,7578,23,5,2,1,Mid,Def
284,284,4,0,5249,5267,783,Uruguay,20,20,7578,5,16,1,0,Def,GK
285,285,0,2,5267,5259,783,Uruguay,20,20,7578,16,1,0,1,GK,Def
286,286,2,14,5259,5260,783,Uruguay,20,20,7578,1,6,1,2,Def,Mid
287,287,14,20,5260,5256,783,Uruguay,20,20,7578,6,23,2,2,Mid,Mid
288,288,20,5,5256,5248,783,Uruguay,20,20,7578,23,8,2,1,Mid,Def
289,289,5,14,5248,5260,783,Uruguay,20,20,7578,8,6,1,2,Def,Mid
290,290,14,21,5260,5246,783,Uruguay,20,20,7578,6,15,2,3,Mid,Fw
291,291,4,0,5249,5267,783,Uruguay,21,21,7578,5,16,1,0,Def,GK
292,292,0,5,5267,5248,783,Uruguay,21,21,7578,16,8,0,1,GK,Def
293,293,5,14,5248,5260,783,Uruguay,21,21,7578,8,6,1,2,Def,Mid
294,294,14,2,5260,5259,783,Uruguay,21,21,7578,6,1,2,1,Mid,Def
295,295,2,1,5259,5264,783,Uruguay,21,21,7578,1,4,1,1,Def,Def
296,296,1,14,5264,5260,783,Uruguay,21,21,7578,4,6,1,2,Def,Mid
297,297,14,4,5260,5249,783,Uruguay,21,21,7578,6,5,2,1,Mid,Def
298,298,4,5,5249,5248,783,Uruguay,21,21,7578,5,8,1,1,Def,Def
299,299,5,23,5248,4319,783,Uruguay,21,21,7578,8,0,1,3,Def,Fw
300,300,5,4,5248,5249,783,Uruguay,21,21,7578,8,5,1,1,Def,Def
301,301,4,2,5249,5259,783,Uruguay,21,21,7578,5,1,1,1,Def,Def
302,302,2,1,5259,5264,783,Uruguay,21,21,7578,1,4,1,1,Def,Def
303,303,12,16,5255,5268,783,Uruguay,21,21,7578,3,24,2,2,Mid,Mid
304,304,16,23,5268,4319,783,Uruguay,21,21,7578,24,0,2,3,Mid,Fw
305,305,23,20,4319,5256,783,Uruguay,21,21,7578,0,23,3,2,Fw,Mid
306,306,20,21,5256,5246,783,Uruguay,21,21,7578,23,15,2,3,Mid,Fw
307,307,21,20,5246,5256,783,Uruguay,21,21,7578,15,23,3,2,Fw,Mid
308,308,2,12,5259,5255,783,Uruguay,22,22,7578,1,3,1,2,Def,Mid
309,309,12,2,5255,5259,783,Uruguay,22,22,7578,3,1,2,1,Mid,Def
310,310,2,14,5259,5260,783,Uruguay,22,22,7578,1,6,1,2,Def,Mid
311,311,14,2,5260,5259,783,Uruguay,22,22,7578,6,1,2,1,Mid,Def
312,312,2,4,5259,5249,783,Uruguay,22,22,7578,1,5,1,1,Def,Def
313,313,4,0,5249,5267,783,Uruguay,22,22,7578,5,16,1,0,Def,GK
314,314,0,4,5267,5249,783,Uruguay,22,22,7578,16,5,0,1,GK,Def
315,315,4,12,5249,5255,783,Uruguay,22,22,7578,5,3,1,2,Def,Mid
