,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
203,203,4319,23,783,Uruguay,18,3,Fw,7,FW
204,204,5252,22,774,Egypt,18,3,Fw,7,FW
205,205,5249,4,783,Uruguay,19,1,Def,2,CB
206,206,5264,1,783,Uruguay,19,1,Def,1,RSB
207,207,5247,16,783,Uruguay,19,2,Mid,4,RSM
208,208,5255,12,783,Uruguay,19,2,Mid,5,CM
209,209,5265,0,774,Egypt,19,0,GK,0,GK
210,210,5252,22,774,Egypt,19,3,Fw,7,FW
211,211,5260,14,783,Uruguay,19,2,Mid,5,CM
212,212,5258,20,783,Uruguay,19,2,Mid,6,LSM
213,213,3568,12,774,Egypt,20,2,Mid,5,CM
214,214,5262,14,774,Egypt,20,2,Mid,5,CM
215,215,5253,11,774,Egypt,20,2,Mid,4,RSM
216,216,5250,1,774,Egypt,20,1,Def,1,RSB
217,217,5251,18,774,Egypt,20,2,Mid,5,CM
218,218,5258,20,783,Uruguay,20,2,Mid,6,LSM
219,219,5255,12,783,Uruguay,20,2,Mid,5,CM
220,220,5246,21,783,Uruguay,20,3,Fw,7,FW
221,221,4063,4,774,Egypt,20,1,Def,2,CB
222,222,5261,15,774,Egypt,20,2,Mid,6,LSM
223,223,5260,14,783,Uruguay,21,2,Mid,5,CM
224,224,5264,1,783,Uruguay,21,1,Def,1,RSB
225,225,5247,16,783,Uruguay,21,2,Mid,4,RSM
226,226,5259,2,783,Uruguay,21,1,Def,2,CB
227,227,5249,4,783,Uruguay,21,1,Def,2,CB
228,228,5255,12,783,Uruguay,21,2,Mid,5,CM
229,229,5258,20,783,Uruguay,21,2,Mid,6,LSM
230,230,5246,21,783,Uruguay,21,3,Fw,7,FW
231,231,5265,0,774,Egypt,21,0,GK,0,GK
232,232,5261,15,774,Egypt,21,2,Mid,6,LSM
233,233,5251,18,774,Egypt,21,2,Mid,5,CM
234,234,3568,12,774,Egypt,21,2,Mid,5,CM
235,235,5263,5,774,Egypt,21,1,Def,3,LSB
236,236,5254,2,774,Egypt,22,1,Def,2,CB
237,237,5262,14,774,Egypt,22,2,Mid,5,CM
238,238,4063,4,774,Egypt,22,1,Def,2,CB
239,239,5263,5,774,Egypt,22,1,Def,3,LSB
240,240,5251,18,774,Egypt,22,2,Mid,5,CM
241,241,5261,15,774,Egypt,22,2,Mid,6,LSM
242,242,5252,22,774,Egypt,22,3,Fw,7,FW
243,243,5249,4,783,Uruguay,22,1,Def,2,CB
244,244,5259,2,783,Uruguay,22,1,Def,2,CB
245,245,5260,14,783,Uruguay,22,2,Mid,5,CM
246,246,5248,5,783,Uruguay,22,1,Def,3,LSB
247,247,5258,20,783,Uruguay,22,2,Mid,6,LSM
248,248,5255,12,783,Uruguay,22,2,Mid,5,CM
249,249,5250,1,774,Egypt,22,1,Def,1,RSB
250,250,5253,11,774,Egypt,22,2,Mid,4,RSM
251,251,5255,12,783,Uruguay,23,2,Mid,5,CM
252,252,5248,5,783,Uruguay,23,1,Def,3,LSB
253,253,5250,1,774,Egypt,23,1,Def,1,RSB
254,254,3568,12,774,Egypt,23,2,Mid,5,CM
255,255,5251,18,774,Egypt,23,2,Mid,5,CM
256,256,5252,22,774,Egypt,23,3,Fw,7,FW
257,257,5264,1,783,Uruguay,23,1,Def,1,RSB
258,258,5247,16,783,Uruguay,23,2,Mid,4,RSM
259,259,5246,21,783,Uruguay,23,3,Fw,7,FW
260,260,5260,14,783,Uruguay,23,2,Mid,5,CM
261,261,5258,20,783,Uruguay,23,2,Mid,6,LSM
262,262,5265,0,774,Egypt,24,0,GK,0,GK
263,263,5251,18,774,Egypt,24,2,Mid,5,CM
264,264,5263,5,774,Egypt,24,1,Def,3,LSB
265,265,4063,4,774,Egypt,24,1,Def,2,CB
266,266,5262,14,774,Egypt,24,2,Mid,5,CM
267,267,5249,4,783,Uruguay,24,1,Def,2,CB
268,268,5267,0,783,Uruguay,24,0,GK,0,GK
269,269,5260,14,783,Uruguay,24,2,Mid,5,CM
270,270,5258,20,783,Uruguay,24,2,Mid,6,LSM
271,271,5247,16,783,Uruguay,24,2,Mid,4,RSM
272,272,5264,1,783,Uruguay,24,1,Def,1,RSB
273,273,5255,12,783,Uruguay,24,2,Mid,5,CM
274,274,5252,22,774,Egypt,24,3,Fw,7,FW
275,275,5264,1,783,Uruguay,25,1,Def,1,RSB
276,276,5249,4,783,Uruguay,25,1,Def,2,CB
277,277,5255,12,783,Uruguay,25,2,Mid,5,CM
278,278,5259,2,783,Uruguay,25,1,Def,2,CB
279,279,5260,14,783,Uruguay,25,2,Mid,5,CM
280,280,5258,20,783,Uruguay,25,2,Mid,6,LSM
281,281,5265,0,774,Egypt,25,0,GK,0,GK
282,282,5252,22,774,Egypt,25,3,Fw,7,FW
283,283,5250,1,774,Egypt,25,1,Def,1,RSB
284,284,5251,18,774,Egypt,25,2,Mid,5,CM
285,285,5246,21,783,Uruguay,25,3,Fw,7,FW
286,286,5250,1,774,Egypt,26,1,Def,1,RSB
287,287,3568,12,774,Egypt,26,2,Mid,5,CM
288,288,5255,12,783,Uruguay,26,2,Mid,5,CM
289,289,5247,16,783,Uruguay,26,2,Mid,4,RSM
290,290,5258,20,783,Uruguay,26,2,Mid,6,LSM
291,291,5264,1,783,Uruguay,26,1,Def,1,RSB
292,292,5260,14,783,Uruguay,26,2,Mid,5,CM
293,293,5267,0,783,Uruguay,26,0,GK,0,GK
294,294,5249,4,783,Uruguay,26,1,Def,2,CB
295,295,5259,2,783,Uruguay,26,1,Def,2,CB
296,296,4319,23,783,Uruguay,26,3,Fw,7,FW
297,297,5246,21,783,Uruguay,26,3,Fw,7,FW
298,298,5261,15,774,Egypt,26,2,Mid,6,LSM
299,299,5263,5,774,Egypt,26,1,Def,3,LSB
300,300,5262,14,774,Egypt,26,2,Mid,5,CM
301,301,5251,18,774,Egypt,26,2,Mid,5,CM
302,302,5252,22,774,Egypt,26,3,Fw,7,FW
303,303,5259,2,783,Uruguay,27,1,Def,2,CB
304,304,5246,21,783,Uruguay,27,3,Fw,7,FW
305,305,4063,4,774,Egypt,27,1,Def,2,CB
306,306,5261,15,774,Egypt,27,2,Mid,6,LSM
307,307,5263,5,774,Egypt,27,1,Def,3,LSB
308,308,5249,4,783,Uruguay,27,1,Def,2,CB
309,309,5255,12,783,Uruguay,27,2,Mid,5,CM
310,310,5247,16,783,Uruguay,27,2,Mid,4,RSM
311,311,5260,14,783,Uruguay,27,2,Mid,5,CM
312,312,5248,5,783,Uruguay,27,1,Def,3,LSB
313,313,5264,1,783,Uruguay,27,1,Def,1,RSB
314,314,5263,5,774,Egypt,28,1,Def,3,LSB
315,315,5261,15,774,Egypt,28,2,Mid,6,LSM
316,316,3568,12,774,Egypt,28,2,Mid,5,CM
317,317,5251,18,774,Egypt,28,2,Mid,5,CM
318,318,5250,1,774,Egypt,28,1,Def,1,RSB
319,319,5262,14,774,Egypt,28,2,Mid,5,CM
320,320,5264,1,783,Uruguay,28,1,Def,1,RSB
321,321,5247,16,783,Uruguay,28,2,Mid,4,RSM
322,322,5255,12,783,Uruguay,28,2,Mid,5,CM
323,323,4319,23,783,Uruguay,28,3,Fw,7,FW
324,324,5252,22,774,Egypt,28,3,Fw,7,FW
325,325,5259,2,783,Uruguay,29,1,Def,2,CB
326,326,5249,4,783,Uruguay,29,1,Def,2,CB
327,327,5260,14,783,Uruguay,29,2,Mid,5,CM
328,328,5258,20,783,Uruguay,29,2,Mid,6,LSM
329,329,5246,21,783,Uruguay,29,3,Fw,7,FW
330,330,5264,1,783,Uruguay,29,1,Def,1,RSB
331,331,5247,16,783,Uruguay,29,2,Mid,4,RSM
332,332,5253,11,774,Egypt,29,2,Mid,4,RSM
333,333,5252,22,774,Egypt,29,3,Fw,7,FW
334,334,5250,1,774,Egypt,29,1,Def,1,RSB
335,335,5262,14,774,Egypt,29,2,Mid,5,CM
336,336,3568,12,774,Egypt,29,2,Mid,5,CM
337,337,5262,14,774,Egypt,30,2,Mid,5,CM
338,338,5253,11,774,Egypt,30,2,Mid,4,RSM
339,339,5251,18,774,Egypt,30,2,Mid,5,CM
340,340,5263,5,774,Egypt,30,1,Def,3,LSB
341,341,5261,15,774,Egypt,30,2,Mid,6,LSM
342,342,4063,4,774,Egypt,30,1,Def,2,CB
343,343,5254,2,774,Egypt,30,1,Def,2,CB
344,344,5250,1,774,Egypt,30,1,Def,1,RSB
345,345,5252,22,774,Egypt,30,3,Fw,7,FW
346,346,5260,14,783,Uruguay,30,2,Mid,5,CM
347,347,5255,12,783,Uruguay,30,2,Mid,5,CM
348,348,5247,16,783,Uruguay,30,2,Mid,4,RSM
349,349,5258,20,783,Uruguay,31,2,Mid,6,LSM
350,350,5249,4,783,Uruguay,31,1,Def,2,CB
351,351,5246,21,783,Uruguay,31,3,Fw,7,FW
352,352,5251,18,774,Egypt,31,2,Mid,5,CM
353,353,4063,4,774,Egypt,31,1,Def,2,CB
354,354,5253,11,774,Egypt,31,2,Mid,4,RSM
355,355,5248,5,783,Uruguay,31,1,Def,3,LSB
356,356,4319,23,783,Uruguay,31,3,Fw,7,FW
357,357,5247,16,783,Uruguay,31,2,Mid,4,RSM
358,358,5260,14,783,Uruguay,31,2,Mid,5,CM
359,359,5264,1,783,Uruguay,31,1,Def,1,RSB
360,360,5263,5,774,Egypt,32,1,Def,3,LSB
361,361,5252,22,774,Egypt,32,3,Fw,7,FW
362,362,5259,2,783,Uruguay,32,1,Def,2,CB
363,363,5255,12,783,Uruguay,32,2,Mid,5,CM
364,364,5251,18,774,Egypt,32,2,Mid,5,CM
365,365,5261,15,774,Egypt,32,2,Mid,6,LSM
366,366,5259,2,783,Uruguay,33,1,Def,2,CB
367,367,5249,4,783,Uruguay,33,1,Def,2,CB
368,368,5246,21,783,Uruguay,33,3,Fw,7,FW
369,369,4319,23,783,Uruguay,33,3,Fw,7,FW
370,370,5265,0,774,Egypt,33,0,GK,0,GK
371,371,5252,22,774,Egypt,33,3,Fw,7,FW
372,372,5255,12,783,Uruguay,33,2,Mid,5,CM
373,373,5264,1,783,Uruguay,33,1,Def,1,RSB
374,374,5260,14,783,Uruguay,33,2,Mid,5,CM
375,375,5258,20,783,Uruguay,33,2,Mid,6,LSM
376,376,5247,16,783,Uruguay,33,2,Mid,4,RSM
377,377,5251,18,774,Egypt,34,2,Mid,5,CM
378,378,5261,15,774,Egypt,34,2,Mid,6,LSM
379,379,5259,2,783,Uruguay,34,1,Def,2,CB
380,380,5260,14,783,Uruguay,34,2,Mid,5,CM
381,381,5246,21,783,Uruguay,34,3,Fw,7,FW
382,382,5258,20,783,Uruguay,34,2,Mid,6,LSM
383,383,5263,5,774,Egypt,34,1,Def,3,LSB
384,384,5262,14,774,Egypt,34,2,Mid,5,CM
385,385,5265,0,774,Egypt,34,0,GK,0,GK
386,386,5252,22,774,Egypt,34,3,Fw,7,FW
387,387,5264,1,783,Uruguay,35,1,Def,1,RSB
388,388,5246,21,783,Uruguay,35,3,Fw,7,FW
389,389,5263,5,774,Egypt,35,1,Def,3,LSB
390,390,5262,14,774,Egypt,35,2,Mid,5,CM
391,391,5261,15,774,Egypt,35,2,Mid,6,LSM
392,392,5259,2,783,Uruguay,35,1,Def,2,CB
393,393,5255,12,783,Uruguay,35,2,Mid,5,CM
394,394,5247,16,783,Uruguay,35,2,Mid,4,RSM
395,395,5263,5,774,Egypt,36,1,Def,3,LSB
396,396,5251,18,774,Egypt,36,2,Mid,5,CM
397,397,5264,1,783,Uruguay,36,1,Def,1,RSB
398,398,4319,23,783,Uruguay,36,3,Fw,7,FW
399,399,5261,15,774,Egypt,36,2,Mid,6,LSM
400,400,5252,22,774,Egypt,36,3,Fw,7,FW
401,401,5255,12,783,Uruguay,37,2,Mid,5,CM
402,402,5247,16,783,Uruguay,37,2,Mid,4,RSM
403,403,5246,21,783,Uruguay,37,3,Fw,7,FW
404,404,5260,14,783,Uruguay,37,2,Mid,5,CM
405,405,5248,5,783,Uruguay,37,1,Def,3,LSB
406,406,5259,2,783,Uruguay,37,1,Def,2,CB
407,407,4063,4,774,Egypt,37,1,Def,2,CB
408,408,3878,14,774,Egypt,37,2,Mid,5,CM
409,409,5249,4,783,Uruguay,37,1,Def,2,CB
410,410,5264,1,783,Uruguay,37,1,Def,1,RSB
411,411,5263,5,774,Egypt,38,1,Def,3,LSB
412,412,5252,22,774,Egypt,38,3,Fw,7,FW
413,413,5261,15,774,Egypt,38,2,Mid,6,LSM
414,414,5251,18,774,Egypt,38,2,Mid,5,CM
415,415,5267,0,783,Uruguay,38,0,GK,0,GK
416,416,5246,21,783,Uruguay,38,3,Fw,7,FW
417,417,4063,4,774,Egypt,38,1,Def,2,CB
418,418,5264,1,783,Uruguay,39,1,Def,1,RSB
419,419,5255,12,783,Uruguay,39,2,Mid,5,CM
420,420,5247,16,783,Uruguay,39,2,Mid,4,RSM
421,421,5246,21,783,Uruguay,39,3,Fw,7,FW
422,422,4319,23,783,Uruguay,39,3,Fw,7,FW
423,423,5263,5,774,Egypt,39,1,Def,3,LSB
424,424,3568,12,774,Egypt,39,2,Mid,5,CM
425,425,5254,2,774,Egypt,39,1,Def,2,CB
426,426,5251,18,774,Egypt,39,2,Mid,5,CM
427,427,5258,20,783,Uruguay,39,2,Mid,6,LSM
428,428,3568,12,774,Egypt,40,2,Mid,5,CM
429,429,5261,15,774,Egypt,40,2,Mid,6,LSM
430,430,3878,14,774,Egypt,40,2,Mid,5,CM
431,431,5250,1,774,Egypt,40,1,Def,1,RSB
432,432,5252,22,774,Egypt,40,3,Fw,7,FW
433,433,5251,18,774,Egypt,40,2,Mid,5,CM
434,434,5249,4,783,Uruguay,40,1,Def,2,CB
435,435,5246,21,783,Uruguay,40,3,Fw,7,FW
436,436,5265,0,774,Egypt,40,0,GK,0,GK
437,437,4063,4,774,Egypt,40,1,Def,2,CB
438,438,5253,11,774,Egypt,40,2,Mid,4,RSM
439,439,5263,5,774,Egypt,40,1,Def,3,LSB
440,440,5255,12,783,Uruguay,41,2,Mid,5,CM
441,441,5247,16,783,Uruguay,41,2,Mid,4,RSM
442,442,5265,0,774,Egypt,41,0,GK,0,GK
443,443,5251,18,774,Egypt,41,2,Mid,5,CM
444,444,3568,12,774,Egypt,41,2,Mid,5,CM
445,445,5261,15,774,Egypt,41,2,Mid,6,LSM
446,446,5263,5,774,Egypt,41,1,Def,3,LSB
447,447,3878,14,774,Egypt,41,2,Mid,5,CM
448,448,4063,4,774,Egypt,41,1,Def,2,CB
449,449,5252,22,774,Egypt,41,3,Fw,7,FW
450,450,5259,2,783,Uruguay,41,1,Def,2,CB
451,451,4063,4,774,Egypt,42,1,Def,2,CB
452,452,5263,5,774,Egypt,42,1,Def,3,LSB
453,453,5250,1,774,Egypt,42,1,Def,1,RSB
454,454,5251,18,774,Egypt,42,2,Mid,5,CM
455,455,5248,5,783,Uruguay,42,1,Def,3,LSB
456,456,5255,12,783,Uruguay,42,2,Mid,5,CM
457,457,5264,1,783,Uruguay,42,1,Def,1,RSB
458,458,5247,16,783,Uruguay,42,2,Mid,4,RSM
459,459,5260,14,783,Uruguay,42,2,Mid,5,CM
460,460,5261,15,774,Egypt,42,2,Mid,6,LSM
461,461,5253,11,774,Egypt,42,2,Mid,4,RSM
462,462,4319,23,783,Uruguay,43,3,Fw,7,FW
463,463,5260,14,783,Uruguay,43,2,Mid,5,CM
464,464,5255,12,783,Uruguay,43,2,Mid,5,CM
465,465,5248,5,783,Uruguay,43,1,Def,3,LSB
466,466,5246,21,783,Uruguay,43,3,Fw,7,FW
467,467,5253,11,774,Egypt,43,2,Mid,4,RSM
468,468,5252,22,774,Egypt,43,3,Fw,7,FW
469,469,5258,20,783,Uruguay,43,2,Mid,6,LSM
470,470,5259,2,783,Uruguay,43,1,Def,2,CB
471,471,4063,4,774,Egypt,44,1,Def,2,CB
